ap,auc,base,checkpoint,composite,frame,hit1,hit3,mode,mrr,n_neg,n_pos,top5
0.3955122655122655,0.58,house,random,coffeehouse,coffeehouse,0,0,random,0.25,10,5,goal:negative:0.5931 wheel:negative:0.5839 football:negative:0.5539 cup:positive:0.5488 table:positive:0.5452
0.6149470899470898,0.5833333333333334,ball,anchor_tree_massive_ep1,football,football,1,1,l0,1.0,10,6,foot:positive:0.6232 goal:positive:0.6171 net:negative:0.6019 wheel:negative:0.5709 hand:negative:0.5690
0.513888888888889,0.43333333333333335,ball,anchor_tree_massive_ep1,basketball,basketball,1,1,l0,1.0,10,6,basket:positive:1.0000 kick:negative:0.5810 court:positive:0.5649 goal:negative:0.5532 wheel:negative:0.5489
0.4464438339438339,0.36666666666666664,ball,anchor_tree_massive_ep1,baseball,baseball,1,1,l0,1.0,10,6,base:positive:1.0000 kick:negative:0.5936 throw:negative:0.5677 ice:negative:0.5494 wheel:negative:0.5492
0.23489843489843493,0.1,ball,anchor_tree_massive_ep1,tennis,tennis,0,0,l0,0.14285714285714285,10,5,goal:negative:0.5938 engine:negative:0.5584 foot:negative:0.5378 basket:negative:0.5247 ice:negative:0.5234
0.3433333333333333,0.36,ball,anchor_tree_massive_ep1,volleyball,volleyball,0,1,l0,0.5,10,5,goal:negative:0.5773 team:positive:0.5724 foot:negative:0.5512 basket:negative:0.5213 wheel:negative:0.5101
0.4283549783549784,0.32,ball,anchor_tree_massive_ep1,snowball,snowball,1,1,l0,1.0,10,5,snow:positive:1.0000 team:negative:0.5674 bat:negative:0.5560 kick:negative:0.5419 court:negative:0.5279
0.48,0.5,ball,anchor_tree_massive_ep1,fireball,fireball,1,1,l0,1.0,10,5,fire:positive:1.0000 goal:negative:0.5590 wheel:negative:0.5447 ice:negative:0.5289 team:negative:0.5106
0.40793650793650793,0.52,chair,anchor_tree_massive_ep1,wheelchair,wheelchair,0,1,l0,0.5,10,5,fire:negative:0.5392 roll:positive:0.5249 field:negative:0.5230 snow:negative:0.5090 bat:negative:0.4936
0.5514285714285714,0.56,boat,anchor_tree_massive_ep1,sailboat,sailboat,1,1,l0,1.0,10,5,sail:positive:1.0000 bat:negative:0.5842 harbor:positive:0.5525 snow:negative:0.5284 engine:negative:0.5115
0.4271062271062271,0.3,boat,anchor_tree_massive_ep1,motorboat,motorboat,1,1,l0,1.0,10,5,motor:positive:1.0000 goal:negative:0.5186 foot:negative:0.5131 wind:negative:0.5059 basket:negative:0.4939
0.63,0.64,car,anchor_tree_massive_ep1,racecar,racecar,1,1,l0,1.0,10,5,race:positive:1.0000 wind:negative:0.5791 wheel:positive:0.5639 track:positive:0.5522 water:negative:0.5385
0.7176190476190476,0.76,car,anchor_tree_massive_ep1,policecar,policecar,1,1,l0,1.0,10,5,police:positive:1.0000 sirens:positive:0.5664 snow:negative:0.4931 fire:negative:0.4702 street:positive:0.4602
0.4757326007326007,0.48,cup,anchor_tree_massive_ep1,teacup,teacup,1,1,l0,1.0,10,5,tea:positive:0.5765 engine:negative:0.5668 bat:negative:0.5629 court:negative:0.5153 goal:negative:0.5005
0.58,0.6,house,anchor_tree_massive_ep1,coffeehouse,coffeehouse,1,1,l0,1.0,10,5,coffee:positive:1.0000 snow:negative:0.5892 drink:positive:0.5669 court:negative:0.5608 racket:negative:0.5349
0.4696581196581196,0.36666666666666664,ball,anchor_tree_massive_ep1,football,football,1,1,path,1.0,10,6,soccer:positive:0.8966 throw:negative:0.8966 basket:negative:0.8966 bat:negative:0.6208 goal:positive:0.4966
0.6497086247086247,0.5583333333333333,ball,anchor_tree_massive_ep1,basketball,basketball,1,1,path,1.0,10,6,throw:positive:1.0000 basket:positive:1.0000 grass:negative:0.8966 hoop:positive:0.6215 bat:negative:0.5989
0.6211640211640211,0.6916666666666667,ball,anchor_tree_massive_ep1,baseball,baseball,1,1,path,1.0,10,6,base:positive:1.0000 foot:negative:1.0000 court:negative:1.0000 glove:positive:0.3073 kick:negative:0.3073
0.3233333333333333,0.33,ball,anchor_tree_massive_ep1,tennis,tennis,0,0,path,0.25,10,5,basket:negative:0.8966 bat:negative:0.6208 goal:negative:0.4966 racket:positive:0.4905 net:positive:0.4905
0.5866666666666667,0.52,ball,anchor_tree_massive_ep1,volleyball,volleyball,1,1,path,1.0,10,5,team:positive:1.0000 engine:negative:1.0000 hand:positive:0.7789 kick:negative:0.7789 net:positive:0.4247
0.7309523809523809,0.69,ball,anchor_tree_massive_ep1,snowball,snowball,1,1,path,1.0,10,5,snow:positive:1.0000 ice:positive:1.0000 goal:negative:0.7151 winter:positive:0.7144 racket:negative:0.7144
0.49309523809523814,0.44,ball,anchor_tree_massive_ep1,fireball,fireball,1,1,path,1.0,10,5,fire:positive:1.0000 foot:negative:1.0000 court:negative:1.0000 kick:negative:0.3073 flame:positive:0.2571
0.3007326007326007,0.31,chair,anchor_tree_massive_ep1,wheelchair,wheelchair,0,0,path,0.2,10,5,bat:negative:1.0000 basket:negative:0.5826 foot:negative:0.4571 fire:negative:0.4571 roll:positive:0.4146
0.5909090909090909,0.63,boat,anchor_tree_massive_ep1,sailboat,sailboat,1,1,path,1.0,10,5,sail:positive:1.0000 bat:negative:0.8872 basket:negative:0.6248 harbor:positive:0.4452 sea:positive:0.4381
0.7392857142857142,0.8,boat,anchor_tree_massive_ep1,motorboat,motorboat,1,1,path,1.0,10,5,motor:positive:1.0000 fuel:positive:1.0000 foot:negative:0.8100 fire:negative:0.8100 court:negative:0.8100
0.6185897435897436,0.51,car,anchor_tree_massive_ep1,racecar,racecar,1,1,path,1.0,10,5,race:positive:1.0000 wheel:positive:1.0000 racket:negative:1.0000 snow:negative:0.7551 bat:negative:0.5243
0.4704761904761905,0.38,car,anchor_tree_massive_ep1,policecar,policecar,1,1,path,1.0,10,5,police:positive:1.0000 snow:negative:1.0000 goal:negative:0.7604 racket:negative:0.7551 officer:positive:0.5124
0.7961904761904762,0.85,cup,anchor_tree_massive_ep1,teacup,teacup,1,1,path,1.0,10,5,saucer:positive:1.0000 hot:positive:0.8626 engine:negative:0.8626 team:negative:0.8626 tea:positive:0.6771
0.7869230769230768,0.74,house,anchor_tree_massive_ep1,coffeehouse,coffeehouse,1,1,path,1.0,10,5,coffee:positive:1.0000 drink:positive:1.0000 court:negative:1.0000 shop:positive:0.7417 cup:positive:0.4825
0.8257575757575757,0.8,ball,anchor_tree_massive_ep1,football,football,1,1,cmul,1.0,10,6,kick:positive:0.5500 foot:positive:0.4956 soccer:positive:0.4922 team:positive:0.4879 throw:negative:0.4667
0.5505952380952381,0.5833333333333334,ball,anchor_tree_massive_ep1,basketball,basketball,1,1,cmul,1.0,10,6,basket:positive:1.0000 goal:negative:0.5650 wheel:negative:0.5204 hand:positive:0.4928 bat:negative:0.4818
0.5236402486402486,0.55,ball,anchor_tree_massive_ep1,baseball,baseball,1,1,cmul,1.0,10,6,base:positive:1.0000 foot:negative:0.5516 kick:negative:0.4862 ice:negative:0.4677 bat:positive:0.4571
0.25835497835497834,0.2,ball,anchor_tree_massive_ep1,tennis,tennis,0,0,cmul,0.2,10,5,goal:negative:0.5124 bat:negative:0.5066 engine:negative:0.5065 foot:negative:0.4866 serve:positive:0.4703
0.6976190476190476,0.74,ball,anchor_tree_massive_ep1,volleyball,volleyball,1,1,cmul,1.0,10,5,team:positive:0.5302 hand:positive:0.5254 goal:negative:0.5198 base:negative:0.4754 foot:negative:0.4625
0.4404761904761905,0.34,ball,anchor_tree_massive_ep1,snowball,snowball,1,1,cmul,1.0,10,5,snow:positive:1.0000 kick:negative:0.4745 bat:negative:0.4723 team:negative:0.4630 foot:negative:0.4538
0.4990476190476191,0.5,ball,anchor_tree_massive_ep1,fireball,fireball,1,1,cmul,1.0,10,5,fire:positive:1.0000 goal:negative:0.5780 bat:negative:0.5610 team:negative:0.5098 burn:positive:0.4825
0.3317748917748917,0.42,chair,anchor_tree_massive_ep1,wheelchair,wheelchair,0,0,cmul,0.2,10,5,fire:negative:0.5913 bat:negative:0.5764 team:negative:0.5433 field:negative:0.5374 patient:positive:0.5219
0.6408119658119659,0.64,boat,anchor_tree_massive_ep1,sailboat,sailboat,1,1,cmul,1.0,10,5,sail:positive:1.0000 water:positive:0.5866 snow:negative:0.5815 fire:negative:0.5666 bat:negative:0.5373
0.6142857142857143,0.66,boat,anchor_tree_massive_ep1,motorboat,motorboat,1,1,cmul,1.0,10,5,motor:positive:1.0000 foot:negative:0.6663 fuel:positive:0.5344 fire:negative:0.5246 snow:negative:0.5224
0.47631701631701634,0.48,car,anchor_tree_massive_ep1,racecar,racecar,1,1,cmul,1.0,10,5,race:positive:1.0000 fire:negative:0.5744 racket:negative:0.5697 bat:negative:0.5657 wind:negative:0.5423
0.6555555555555557,0.64,car,anchor_tree_massive_ep1,policecar,policecar,1,1,cmul,1.0,10,5,police:positive:1.0000 street:positive:0.5704 team:negative:0.5647 racket:negative:0.5616 wind:negative:0.5605
0.6242424242424243,0.7,cup,anchor_tree_massive_ep1,teacup,teacup,1,1,cmul,1.0,10,5,drink:positive:0.5718 snow:negative:0.5506 tea:positive:0.5459 court:negative:0.5420 saucer:positive:0.5355
0.5333333333333333,0.5,house,anchor_tree_massive_ep1,coffeehouse,coffeehouse,1,1,cmul,1.0,10,5,coffee:positive:1.0000 court:negative:0.5776 drink:positive:0.5677 snow:negative:0.5434 goal:negative:0.5047
0.5226851851851851,0.5333333333333333,ball,anchor_tree_massive_ep1,football,football,1,1,merge_no_bias,1.0,10,6,soccer:positive:0.5681 net:negative:0.5428 court:negative:0.5025 kick:positive:0.4714 bat:negative:0.4620
0.5361111111111111,0.5666666666666667,ball,anchor_tree_massive_ep1,basketball,basketball,1,1,merge_no_bias,1.0,10,6,basket:positive:1.0000 goal:negative:0.6289 bat:negative:0.5639 grass:negative:0.5049 hand:positive:0.5004
0.5789072039072038,0.6166666666666667,ball,anchor_tree_massive_ep1,baseball,baseball,1,1,merge_no_bias,1.0,10,6,base:positive:1.0000 ice:negative:0.6410 field:positive:0.5660 racket:negative:0.5309 wheel:negative:0.4917
0.3180952380952381,0.4,ball,anchor_tree_massive_ep1,tennis,tennis,0,0,merge_no_bias,0.25,10,5,bat:negative:0.6306 engine:negative:0.5947 foot:negative:0.5888 serve:positive:0.5733 kick:negative:0.5542
0.8253968253968254,0.86,ball,anchor_tree_massive_ep1,volleyball,volleyball,1,1,merge_no_bias,1.0,10,5,hand:positive:0.6309 team:positive:0.5736 serve:positive:0.5388 goal:negative:0.5350 ice:negative:0.4949
0.5466666666666666,0.54,ball,anchor_tree_massive_ep1,snowball,snowball,1,1,merge_no_bias,1.0,10,5,snow:positive:1.0000 court:negative:0.5051 cold:positive:0.4579 bat:negative:0.4406 wheel:negative:0.4347
0.4663170163170163,0.46,ball,anchor_tree_massive_ep1,fireball,fireball,1,1,merge_no_bias,1.0,10,5,fire:positive:1.0000 goal:negative:0.6254 bat:negative:0.6061 ice:negative:0.5498 kick:negative:0.5137
0.3214285714285714,0.4,chair,anchor_tree_massive_ep1,wheelchair,wheelchair,0,0,merge_no_bias,0.25,10,5,fire:negative:0.5656 bat:negative:0.5463 field:negative:0.5344 roll:positive:0.5241 kick:negative:0.4986
0.5584415584415584,0.56,boat,anchor_tree_massive_ep1,sailboat,sailboat,1,1,merge_no_bias,1.0,10,5,sail:positive:1.0000 fire:negative:0.5886 water:positive:0.5114 wheel:negative:0.5107 engine:negative:0.4867
0.5190476190476191,0.56,boat,anchor_tree_massive_ep1,motorboat,motorboat,1,1,merge_no_bias,1.0,10,5,motor:positive:1.0000 foot:negative:0.5817 fire:negative:0.5160 snow:negative:0.5016 racket:negative:0.4792
0.669047619047619,0.7,car,anchor_tree_massive_ep1,racecar,racecar,1,1,merge_no_bias,1.0,10,5,race:positive:1.0000 track:positive:0.6321 fire:negative:0.6199 racket:negative:0.6083 basket:negative:0.5898
0.5666666666666667,0.6,car,anchor_tree_massive_ep1,policecar,policecar,1,1,merge_no_bias,1.0,10,5,police:positive:1.0000 team:negative:0.6127 racket:negative:0.5738 sirens:positive:0.5668 officer:positive:0.5279
0.7514285714285714,0.7,cup,anchor_tree_massive_ep1,teacup,teacup,1,1,merge_no_bias,1.0,10,5,drink:positive:0.5811 tea:positive:0.5798 saucer:positive:0.5527 engine:negative:0.5387 court:negative:0.5378
0.4993939393939394,0.48,house,anchor_tree_massive_ep1,coffeehouse,coffeehouse,1,1,merge_no_bias,1.0,10,5,coffee:positive:1.0000 police:negative:0.5505 court:negative:0.5493 drink:positive:0.5314 snow:negative:0.5025
0.5226851851851851,0.5333333333333333,ball,anchor_tree_massive_ep1,football,football,1,1,tree,1.0,10,6,soccer:positive:0.5681 net:negative:0.5428 court:negative:0.5025 kick:positive:0.4714 bat:negative:0.4620
0.5361111111111111,0.5666666666666667,ball,anchor_tree_massive_ep1,basketball,basketball,1,1,tree,1.0,10,6,basket:positive:1.0000 goal:negative:0.6289 bat:negative:0.5639 grass:negative:0.5049 hand:positive:0.5004
0.5789072039072038,0.6166666666666667,ball,anchor_tree_massive_ep1,baseball,baseball,1,1,tree,1.0,10,6,base:positive:1.0000 ice:negative:0.6410 field:positive:0.5660 racket:negative:0.5309 wheel:negative:0.4917
0.3180952380952381,0.4,ball,anchor_tree_massive_ep1,tennis,tennis,0,0,tree,0.25,10,5,bat:negative:0.6306 engine:negative:0.5947 foot:negative:0.5888 serve:positive:0.5733 kick:negative:0.5542
0.8253968253968254,0.86,ball,anchor_tree_massive_ep1,volleyball,volleyball,1,1,tree,1.0,10,5,hand:positive:0.6309 team:positive:0.5736 serve:positive:0.5388 goal:negative:0.5350 ice:negative:0.4949
0.5466666666666666,0.54,ball,anchor_tree_massive_ep1,snowball,snowball,1,1,tree,1.0,10,5,snow:positive:1.0000 court:negative:0.5051 cold:positive:0.4579 bat:negative:0.4406 wheel:negative:0.4347
0.4663170163170163,0.46,ball,anchor_tree_massive_ep1,fireball,fireball,1,1,tree,1.0,10,5,fire:positive:1.0000 goal:negative:0.6254 bat:negative:0.6061 ice:negative:0.5498 kick:negative:0.5137
0.3214285714285714,0.4,chair,anchor_tree_massive_ep1,wheelchair,wheelchair,0,0,tree,0.25,10,5,fire:negative:0.5656 bat:negative:0.5463 field:negative:0.5344 roll:positive:0.5241 kick:negative:0.4986
0.5584415584415584,0.56,boat,anchor_tree_massive_ep1,sailboat,sailboat,1,1,tree,1.0,10,5,sail:positive:1.0000 fire:negative:0.5886 water:positive:0.5114 wheel:negative:0.5107 engine:negative:0.4867
0.5190476190476191,0.56,boat,anchor_tree_massive_ep1,motorboat,motorboat,1,1,tree,1.0,10,5,motor:positive:1.0000 foot:negative:0.5817 fire:negative:0.5160 snow:negative:0.5016 racket:negative:0.4792
0.669047619047619,0.7,car,anchor_tree_massive_ep1,racecar,racecar,1,1,tree,1.0,10,5,race:positive:1.0000 track:positive:0.6321 fire:negative:0.6199 racket:negative:0.6083 basket:negative:0.5898
0.5666666666666667,0.6,car,anchor_tree_massive_ep1,policecar,policecar,1,1,tree,1.0,10,5,police:positive:1.0000 team:negative:0.6127 racket:negative:0.5738 sirens:positive:0.5668 officer:positive:0.5279
0.7514285714285714,0.7,cup,anchor_tree_massive_ep1,teacup,teacup,1,1,tree,1.0,10,5,drink:positive:0.5811 tea:positive:0.5798 saucer:positive:0.5527 engine:negative:0.5387 court:negative:0.5378
0.4993939393939394,0.48,house,anchor_tree_massive_ep1,coffeehouse,coffeehouse,1,1,tree,1.0,10,5,coffee:positive:1.0000 police:negative:0.5505 court:negative:0.5493 drink:positive:0.5314 snow:negative:0.5025
0.5226851851851851,0.5333333333333333,ball,anchor_tree_massive_ep1,football,football,1,1,centered_tree,1.0,10,6,soccer:positive:0.5681 net:negative:0.5428 court:negative:0.5025 kick:positive:0.4714 bat:negative:0.4620
0.5361111111111111,0.5666666666666667,ball,anchor_tree_massive_ep1,basketball,basketball,1,1,centered_tree,1.0,10,6,basket:positive:1.0000 goal:negative:0.6289 bat:negative:0.5639 grass:negative:0.5049 hand:positive:0.5004
0.5789072039072038,0.6166666666666667,ball,anchor_tree_massive_ep1,baseball,baseball,1,1,centered_tree,1.0,10,6,base:positive:1.0000 ice:negative:0.6410 field:positive:0.5660 racket:negative:0.5309 wheel:negative:0.4917
0.3180952380952381,0.4,ball,anchor_tree_massive_ep1,tennis,tennis,0,0,centered_tree,0.25,10,5,bat:negative:0.6306 engine:negative:0.5947 foot:negative:0.5888 serve:positive:0.5733 kick:negative:0.5542
0.8253968253968254,0.86,ball,anchor_tree_massive_ep1,volleyball,volleyball,1,1,centered_tree,1.0,10,5,hand:positive:0.6309 team:positive:0.5736 serve:positive:0.5388 goal:negative:0.5350 ice:negative:0.4949
0.5466666666666666,0.54,ball,anchor_tree_massive_ep1,snowball,snowball,1,1,centered_tree,1.0,10,5,snow:positive:1.0000 court:negative:0.5051 cold:positive:0.4579 bat:negative:0.4406 wheel:negative:0.4347
0.4663170163170163,0.46,ball,anchor_tree_massive_ep1,fireball,fireball,1,1,centered_tree,1.0,10,5,fire:positive:1.0000 goal:negative:0.6254 bat:negative:0.6061 ice:negative:0.5498 kick:negative:0.5137
0.3214285714285714,0.4,chair,anchor_tree_massive_ep1,wheelchair,wheelchair,0,0,centered_tree,0.25,10,5,fire:negative:0.5656 bat:negative:0.5463 field:negative:0.5344 roll:positive:0.5241 kick:negative:0.4986
0.5584415584415584,0.56,boat,anchor_tree_massive_ep1,sailboat,sailboat,1,1,centered_tree,1.0,10,5,sail:positive:1.0000 fire:negative:0.5886 water:positive:0.5114 wheel:negative:0.5107 engine:negative:0.4867
0.5190476190476191,0.56,boat,anchor_tree_massive_ep1,motorboat,motorboat,1,1,centered_tree,1.0,10,5,motor:positive:1.0000 foot:negative:0.5817 fire:negative:0.5160 snow:negative:0.5016 racket:negative:0.4792
0.669047619047619,0.7,car,anchor_tree_massive_ep1,racecar,racecar,1,1,centered_tree,1.0,10,5,race:positive:1.0000 track:positive:0.6321 fire:negative:0.6199 racket:negative:0.6083 basket:negative:0.5898
0.5666666666666667,0.6,car,anchor_tree_massive_ep1,policecar,policecar,1,1,centered_tree,1.0,10,5,police:positive:1.0000 team:negative:0.6127 racket:negative:0.5738 sirens:positive:0.5668 officer:positive:0.5279
0.7514285714285714,0.7,cup,anchor_tree_massive_ep1,teacup,teacup,1,1,centered_tree,1.0,10,5,drink:positive:0.5811 tea:positive:0.5798 saucer:positive:0.5527 engine:negative:0.5387 court:negative:0.5378
0.4993939393939394,0.48,house,anchor_tree_massive_ep1,coffeehouse,coffeehouse,1,1,centered_tree,1.0,10,5,coffee:positive:1.0000 police:negative:0.5505 court:negative:0.5493 drink:positive:0.5314 snow:negative:0.5025
0.6149470899470898,0.5833333333333334,ball,anchor_tree_massive_ep2,football,football,1,1,l0,1.0,10,6,foot:positive:0.6232 goal:positive:0.6171 net:negative:0.6019 wheel:negative:0.5709 hand:negative:0.5690
0.513888888888889,0.43333333333333335,ball,anchor_tree_massive_ep2,basketball,basketball,1,1,l0,1.0,10,6,basket:positive:1.0000 kick:negative:0.5810 court:positive:0.5649 goal:negative:0.5532 wheel:negative:0.5489
0.4464438339438339,0.36666666666666664,ball,anchor_tree_massive_ep2,baseball,baseball,1,1,l0,1.0,10,6,base:positive:1.0000 kick:negative:0.5936 throw:negative:0.5677 ice:negative:0.5494 wheel:negative:0.5492
0.23489843489843493,0.1,ball,anchor_tree_massive_ep2,tennis,tennis,0,0,l0,0.14285714285714285,10,5,goal:negative:0.5938 engine:negative:0.5584 foot:negative:0.5378 basket:negative:0.5247 ice:negative:0.5234
0.3433333333333333,0.36,ball,anchor_tree_massive_ep2,volleyball,volleyball,0,1,l0,0.5,10,5,goal:negative:0.5773 team:positive:0.5724 foot:negative:0.5512 basket:negative:0.5213 wheel:negative:0.5101
0.4283549783549784,0.32,ball,anchor_tree_massive_ep2,snowball,snowball,1,1,l0,1.0,10,5,snow:positive:1.0000 team:negative:0.5674 bat:negative:0.5560 kick:negative:0.5419 court:negative:0.5279
0.48,0.5,ball,anchor_tree_massive_ep2,fireball,fireball,1,1,l0,1.0,10,5,fire:positive:1.0000 goal:negative:0.5590 wheel:negative:0.5447 ice:negative:0.5289 team:negative:0.5106
0.40793650793650793,0.52,chair,anchor_tree_massive_ep2,wheelchair,wheelchair,0,1,l0,0.5,10,5,fire:negative:0.5392 roll:positive:0.5249 field:negative:0.5230 snow:negative:0.5090 bat:negative:0.4936
0.5514285714285714,0.56,boat,anchor_tree_massive_ep2,sailboat,sailboat,1,1,l0,1.0,10,5,sail:positive:1.0000 bat:negative:0.5842 harbor:positive:0.5525 snow:negative:0.5284 engine:negative:0.5115
0.4271062271062271,0.3,boat,anchor_tree_massive_ep2,motorboat,motorboat,1,1,l0,1.0,10,5,motor:positive:1.0000 goal:negative:0.5186 foot:negative:0.5131 wind:negative:0.5059 basket:negative:0.4939
0.63,0.64,car,anchor_tree_massive_ep2,racecar,racecar,1,1,l0,1.0,10,5,race:positive:1.0000 wind:negative:0.5791 wheel:positive:0.5639 track:positive:0.5522 water:negative:0.5385
0.7176190476190476,0.76,car,anchor_tree_massive_ep2,policecar,policecar,1,1,l0,1.0,10,5,police:positive:1.0000 sirens:positive:0.5664 snow:negative:0.4931 fire:negative:0.4702 street:positive:0.4602
0.4757326007326007,0.48,cup,anchor_tree_massive_ep2,teacup,teacup,1,1,l0,1.0,10,5,tea:positive:0.5765 engine:negative:0.5668 bat:negative:0.5629 court:negative:0.5153 goal:negative:0.5005
0.58,0.6,house,anchor_tree_massive_ep2,coffeehouse,coffeehouse,1,1,l0,1.0,10,5,coffee:positive:1.0000 snow:negative:0.5892 drink:positive:0.5669 court:negative:0.5608 racket:negative:0.5349
0.4696581196581196,0.36666666666666664,ball,anchor_tree_massive_ep2,football,football,1,1,path,1.0,10,6,soccer:positive:0.8966 throw:negative:0.8966 basket:negative:0.8966 bat:negative:0.6209 goal:positive:0.4967
0.6497086247086247,0.5583333333333333,ball,anchor_tree_massive_ep2,basketball,basketball,1,1,path,1.0,10,6,throw:positive:1.0000 basket:positive:1.0000 grass:negative:0.8966 hoop:positive:0.6215 bat:negative:0.5990
0.6211640211640211,0.6916666666666667,ball,anchor_tree_massive_ep2,baseball,baseball,1,1,path,1.0,10,6,base:positive:1.0000 foot:negative:1.0000 court:negative:1.0000 glove:positive:0.3074 kick:negative:0.3074
0.3233333333333333,0.33,ball,anchor_tree_massive_ep2,tennis,tennis,0,0,path,0.25,10,5,basket:negative:0.8966 bat:negative:0.6209 goal:negative:0.4967 racket:positive:0.4905 net:positive:0.4905
0.5866666666666667,0.52,ball,anchor_tree_massive_ep2,volleyball,volleyball,1,1,path,1.0,10,5,team:positive:1.0000 engine:negative:1.0000 hand:positive:0.7789 kick:negative:0.7789 net:positive:0.4248
0.7309523809523809,0.69,ball,anchor_tree_massive_ep2,snowball,snowball,1,1,path,1.0,10,5,snow:positive:1.0000 ice:positive:1.0000 goal:negative:0.7151 winter:positive:0.7145 racket:negative:0.7145
0.49309523809523814,0.44,ball,anchor_tree_massive_ep2,fireball,fireball,1,1,path,1.0,10,5,fire:positive:1.0000 foot:negative:1.0000 court:negative:1.0000 kick:negative:0.3074 flame:positive:0.2571
0.3007326007326007,0.31,chair,anchor_tree_massive_ep2,wheelchair,wheelchair,0,0,path,0.2,10,5,bat:negative:1.0000 basket:negative:0.5826 foot:negative:0.4571 fire:negative:0.4571 roll:positive:0.4145
0.5909090909090909,0.63,boat,anchor_tree_massive_ep2,sailboat,sailboat,1,1,path,1.0,10,5,sail:positive:1.0000 bat:negative:0.8872 basket:negative:0.6249 harbor:positive:0.4453 sea:positive:0.4381
0.7392857142857142,0.8,boat,anchor_tree_massive_ep2,motorboat,motorboat,1,1,path,1.0,10,5,motor:positive:1.0000 fuel:positive:1.0000 foot:negative:0.8100 fire:negative:0.8100 court:negative:0.8100
0.6185897435897436,0.51,car,anchor_tree_massive_ep2,racecar,racecar,1,1,path,1.0,10,5,race:positive:1.0000 wheel:positive:1.0000 racket:negative:1.0000 snow:negative:0.7551 bat:negative:0.5243
0.4704761904761905,0.38,car,anchor_tree_massive_ep2,policecar,policecar,1,1,path,1.0,10,5,police:positive:1.0000 snow:negative:1.0000 goal:negative:0.7604 racket:negative:0.7551 officer:positive:0.5123
0.7961904761904762,0.85,cup,anchor_tree_massive_ep2,teacup,teacup,1,1,path,1.0,10,5,saucer:positive:1.0000 hot:positive:0.8626 engine:negative:0.8626 team:negative:0.8626 tea:positive:0.6771
0.7869230769230768,0.74,house,anchor_tree_massive_ep2,coffeehouse,coffeehouse,1,1,path,1.0,10,5,coffee:positive:1.0000 drink:positive:1.0000 court:negative:1.0000 shop:positive:0.7417 cup:positive:0.4824
0.8257575757575757,0.8,ball,anchor_tree_massive_ep2,football,football,1,1,cmul,1.0,10,6,kick:positive:0.5500 foot:positive:0.4956 soccer:positive:0.4922 team:positive:0.4878 throw:negative:0.4667
0.5505952380952381,0.5833333333333334,ball,anchor_tree_massive_ep2,basketball,basketball,1,1,cmul,1.0,10,6,basket:positive:1.0000 goal:negative:0.5650 wheel:negative:0.5205 hand:positive:0.4929 bat:negative:0.4819
