2026/09/07 13:12:55.333, NVIDIA GeForce RTX 3090, P0, 270.00 W, 182.61 W, 70, 1 MiB, 24576 MiB, 0 %
2026/09/07 13:14:31.365, NVIDIA GeForce RTX 3090, P2, 270.00 W, 230.71 W, 73, 9662 MiB, 24576 MiB, 48 %
2026/09/07 13:14:33.365, NVIDIA GeForce RTX 3090, P2, 270.00 W, 235.89 W, 72, 9662 MiB, 24576 MiB, 62 %
2026/09/07 13:14:35.366, NVIDIA GeForce RTX 3090, P2, 270.00 W, 234.74 W, 72, 9662 MiB, 24576 MiB, 64 %
2026/09/07 13:14:37.366, NVIDIA GeForce RTX 3090, P2, 270.00 W, 226.00 W, 73, 9662 MiB, 24576 MiB, 33 %
2026/09/07 13:14:39.367, NVIDIA GeForce RTX 3090, P2, 270.00 W, 229.23 W, 73, 9662 MiB, 24576 MiB, 36 %
2026/09/07 13:14:41.367, NVIDIA GeForce RTX 3090, P2, 270.00 W, 222.88 W, 74, 9662 MiB, 24576 MiB, 20 %
2026/09/07 13:14:43.368, NVIDIA GeForce RTX 3090, P2, 270.00 W, 231.13 W, 73, 9662 MiB, 24576 MiB, 36 %
2026/09/07 13:14:45.369, NVIDIA GeForce RTX 3090, P2, 270.00 W, 227.50 W, 74, 9662 MiB, 24576 MiB, 8 %
2026/09/07 13:14:47.369, NVIDIA GeForce RTX 3090, P2, 270.00 W, 210.48 W, 74, 9662 MiB, 24576 MiB, 0 %
2026/09/07 13:14:49.370, NVIDIA GeForce RTX 3090, P2, 270.00 W, 225.63 W, 71, 9662 MiB, 24576 MiB, 50 %
2026/09/07 13:14:51.370, NVIDIA GeForce RTX 3090, P2, 270.00 W, 193.67 W, 71, 9662 MiB, 24576 MiB, 0 %
2026/09/07 13:14:53.371, NVIDIA GeForce RTX 3090, P2, 270.00 W, 224.96 W, 73, 9662 MiB, 24576 MiB, 38 %
2026/09/07 13:14:55.372, NVIDIA GeForce RTX 3090, P2, 270.00 W, 207.89 W, 71, 9662 MiB, 24576 MiB, 5 %
2026/09/07 13:14:57.372, NVIDIA GeForce RTX 3090, P2, 270.00 W, 227.19 W, 74, 9662 MiB, 24576 MiB, 62 %
2026/09/07 13:14:59.373, NVIDIA GeForce RTX 3090, P2, 270.00 W, 228.12 W, 71, 9662 MiB, 24576 MiB, 0 %
2026/09/07 13:15:01.373, NVIDIA GeForce RTX 3090, P2, 270.00 W, 237.75 W, 72, 9662 MiB, 24576 MiB, 31 %
2026/09/07 13:15:03.374, NVIDIA GeForce RTX 3090, P2, 270.00 W, 229.21 W, 72, 9662 MiB, 24576 MiB, 0 %
2026/09/07 13:15:05.375, NVIDIA GeForce RTX 3090, P2, 270.00 W, 225.38 W, 72, 9662 MiB, 24576 MiB, 37 %
2026/09/07 13:15:07.375, NVIDIA GeForce RTX 3090, P2, 270.00 W, 236.93 W, 73, 9662 MiB, 24576 MiB, 46 %
2026/09/07 13:15:09.376, NVIDIA GeForce RTX 3090, P2, 270.00 W, 230.54 W, 73, 9662 MiB, 24576 MiB, 47 %
2026/09/07 13:15:11.376, NVIDIA GeForce RTX 3090, P2, 270.00 W, 228.93 W, 73, 9662 MiB, 24576 MiB, 64 %
2026/09/07 13:15:13.377, NVIDIA GeForce RTX 3090, P2, 270.00 W, 233.42 W, 73, 9662 MiB, 24576 MiB, 47 %
2026/09/07 13:15:15.377, NVIDIA GeForce RTX 3090, P2, 270.00 W, 224.48 W, 74, 9662 MiB, 24576 MiB, 50 %
2026/09/07 13:15:17.378, NVIDIA GeForce RTX 3090, P2, 270.00 W, 214.93 W, 74, 9662 MiB, 24576 MiB, 46 %
2026/09/07 13:15:19.379, NVIDIA GeForce RTX 3090, P2, 270.00 W, 227.56 W, 73, 9662 MiB, 24576 MiB, 30 %
2026/09/07 13:15:21.380, NVIDIA GeForce RTX 3090, P2, 270.00 W, 209.78 W, 73, 9662 MiB, 24576 MiB, 6 %
2026/09/07 13:15:23.380, NVIDIA GeForce RTX 3090, P2, 270.00 W, 227.92 W, 72, 9662 MiB, 24576 MiB, 63 %
2026/09/07 13:15:25.381, NVIDIA GeForce RTX 3090, P2, 270.00 W, 195.96 W, 71, 9662 MiB, 24576 MiB, 0 %
2026/09/07 13:15:27.381, NVIDIA GeForce RTX 3090, P2, 270.00 W, 225.79 W, 74, 9662 MiB, 24576 MiB, 32 %
2026/09/07 13:15:29.382, NVIDIA GeForce RTX 3090, P2, 270.00 W, 221.03 W, 71, 9662 MiB, 24576 MiB, 45 %
2026/09/07 13:15:31.383, NVIDIA GeForce RTX 3090, P2, 270.00 W, 221.75 W, 72, 9662 MiB, 24576 MiB, 50 %
2026/09/07 13:15:33.383, NVIDIA GeForce RTX 3090, P2, 270.00 W, 229.86 W, 71, 9662 MiB, 24576 MiB, 64 %
2026/09/07 13:15:35.384, NVIDIA GeForce RTX 3090, P2, 270.00 W, 241.47 W, 73, 9662 MiB, 24576 MiB, 62 %
2026/09/07 13:15:37.384, NVIDIA GeForce RTX 3090, P2, 270.00 W, 239.05 W, 74, 9662 MiB, 24576 MiB, 11 %
2026/09/07 13:15:39.385, NVIDIA GeForce RTX 3090, P2, 270.00 W, 230.40 W, 73, 9662 MiB, 24576 MiB, 32 %
2026/09/07 13:15:41.385, NVIDIA GeForce RTX 3090, P2, 270.00 W, 226.62 W, 74, 9662 MiB, 24576 MiB, 3 %
2026/09/07 13:15:43.386, NVIDIA GeForce RTX 3090, P2, 270.00 W, 210.63 W, 74, 9662 MiB, 24576 MiB, 0 %
2026/09/07 13:15:45.387, NVIDIA GeForce RTX 3090, P2, 270.00 W, 218.73 W, 72, 9662 MiB, 24576 MiB, 48 %
2026/09/07 13:15:47.387, NVIDIA GeForce RTX 3090, P2, 270.00 W, 206.69 W, 74, 9662 MiB, 24576 MiB, 5 %
2026/09/07 13:15:49.388, NVIDIA GeForce RTX 3090, P2, 270.00 W, 224.55 W, 70, 9662 MiB, 24576 MiB, 53 %
2026/09/07 13:15:51.388, NVIDIA GeForce RTX 3090, P2, 270.00 W, 194.19 W, 71, 9662 MiB, 24576 MiB, 0 %
2026/09/07 13:15:53.389, NVIDIA GeForce RTX 3090, P2, 270.00 W, 226.13 W, 73, 9662 MiB, 24576 MiB, 34 %
2026/09/07 13:15:55.390, NVIDIA GeForce RTX 3090, P2, 270.00 W, 204.69 W, 71, 9662 MiB, 24576 MiB, 4 %
2026/09/07 13:15:57.390, NVIDIA GeForce RTX 3090, P2, 270.00 W, 220.34 W, 72, 9662 MiB, 24576 MiB, 38 %
2026/09/07 13:15:59.391, NVIDIA GeForce RTX 3090, P2, 270.00 W, 192.06 W, 70, 9662 MiB, 24576 MiB, 37 %
2026/09/07 13:16:01.391, NVIDIA GeForce RTX 3090, P2, 270.00 W, 241.82 W, 73, 9662 MiB, 24576 MiB, 26 %
2026/09/07 13:16:03.392, NVIDIA GeForce RTX 3090, P2, 270.00 W, 216.16 W, 71, 9662 MiB, 24576 MiB, 0 %
2026/09/07 13:16:05.393, NVIDIA GeForce RTX 3090, P2, 270.00 W, 232.16 W, 73, 9662 MiB, 24576 MiB, 63 %
2026/09/07 13:16:07.393, NVIDIA GeForce RTX 3090, P2, 270.00 W, 222.36 W, 71, 9662 MiB, 24576 MiB, 0 %
2026/09/07 13:16:09.394, NVIDIA GeForce RTX 3090, P2, 270.00 W, 235.43 W, 73, 9662 MiB, 24576 MiB, 36 %
2026/09/07 13:16:11.394, NVIDIA GeForce RTX 3090, P2, 270.00 W, 233.29 W, 73, 9662 MiB, 24576 MiB, 40 %
2026/09/07 13:16:13.395, NVIDIA GeForce RTX 3090, P2, 270.00 W, 241.18 W, 72, 9662 MiB, 24576 MiB, 19 %
2026/09/07 13:16:15.396, NVIDIA GeForce RTX 3090, P2, 270.00 W, 223.56 W, 73, 9662 MiB, 24576 MiB, 54 %
2026/09/07 13:16:17.396, NVIDIA GeForce RTX 3090, P2, 270.00 W, 230.84 W, 74, 9662 MiB, 24576 MiB, 48 %
2026/09/07 13:16:19.397, NVIDIA GeForce RTX 3090, P2, 270.00 W, 231.04 W, 74, 9662 MiB, 24576 MiB, 44 %
2026/09/07 13:16:21.397, NVIDIA GeForce RTX 3090, P2, 270.00 W, 210.79 W, 73, 9662 MiB, 24576 MiB, 38 %
2026/09/07 13:16:23.398, NVIDIA GeForce RTX 3090, P2, 270.00 W, 226.14 W, 72, 9662 MiB, 24576 MiB, 49 %
2026/09/07 13:16:25.398, NVIDIA GeForce RTX 3090, P2, 270.00 W, 196.08 W, 71, 9662 MiB, 24576 MiB, 2 %
2026/09/07 13:16:27.399, NVIDIA GeForce RTX 3090, P2, 270.00 W, 228.96 W, 72, 9662 MiB, 24576 MiB, 32 %
2026/09/07 13:16:29.400, NVIDIA GeForce RTX 3090, P2, 270.00 W, 206.12 W, 71, 9662 MiB, 24576 MiB, 5 %
2026/09/07 13:16:31.400, NVIDIA GeForce RTX 3090, P2, 270.00 W, 232.69 W, 74, 9662 MiB, 24576 MiB, 32 %
2026/09/07 13:16:33.401, NVIDIA GeForce RTX 3090, P2, 270.00 W, 212.92 W, 71, 9662 MiB, 24576 MiB, 46 %
2026/09/07 13:16:35.401, NVIDIA GeForce RTX 3090, P2, 270.00 W, 241.91 W, 73, 9662 MiB, 24576 MiB, 46 %
2026/09/07 13:16:37.402, NVIDIA GeForce RTX 3090, P2, 270.00 W, 230.19 W, 72, 9662 MiB, 24576 MiB, 63 %
2026/09/07 13:16:39.402, NVIDIA GeForce RTX 3090, P2, 270.00 W, 235.95 W, 72, 9662 MiB, 24576 MiB, 48 %
2026/09/07 13:16:41.403, NVIDIA GeForce RTX 3090, P2, 270.00 W, 233.13 W, 73, 9662 MiB, 24576 MiB, 51 %
2026/09/07 13:16:43.403, NVIDIA GeForce RTX 3090, P2, 270.00 W, 239.47 W, 73, 9662 MiB, 24576 MiB, 66 %
2026/09/07 13:16:45.404, NVIDIA GeForce RTX 3090, P2, 270.00 W, 228.46 W, 73, 9662 MiB, 24576 MiB, 30 %
2026/09/07 13:16:47.405, NVIDIA GeForce RTX 3090, P2, 270.00 W, 233.76 W, 73, 9662 MiB, 24576 MiB, 44 %
2026/09/07 13:16:49.405, NVIDIA GeForce RTX 3090, P2, 270.00 W, 231.25 W, 73, 9662 MiB, 24576 MiB, 26 %
2026/09/07 13:16:51.406, NVIDIA GeForce RTX 3090, P2, 270.00 W, 224.87 W, 74, 9662 MiB, 24576 MiB, 29 %
2026/09/07 13:16:53.406, NVIDIA GeForce RTX 3090, P2, 270.00 W, 226.10 W, 73, 9662 MiB, 24576 MiB, 48 %
2026/09/07 13:16:55.407, NVIDIA GeForce RTX 3090, P2, 270.00 W, 183.03 W, 71, 9662 MiB, 24576 MiB, 0 %
2026/09/07 13:16:57.408, NVIDIA GeForce RTX 3090, P2, 270.00 W, 214.72 W, 71, 9662 MiB, 24576 MiB, 49 %
2026/09/07 13:16:59.408, NVIDIA GeForce RTX 3090, P2, 270.00 W, 194.89 W, 72, 9662 MiB, 24576 MiB, 6 %
2026/09/07 13:17:01.409, NVIDIA GeForce RTX 3090, P2, 270.00 W, 226.23 W, 73, 9662 MiB, 24576 MiB, 68 %
2026/09/07 13:17:03.409, NVIDIA GeForce RTX 3090, P2, 270.00 W, 200.20 W, 71, 9662 MiB, 24576 MiB, 0 %
2026/09/07 13:17:05.410, NVIDIA GeForce RTX 3090, P2, 270.00 W, 231.02 W, 73, 9662 MiB, 24576 MiB, 47 %
2026/09/07 13:17:07.411, NVIDIA GeForce RTX 3090, P2, 270.00 W, 221.43 W, 71, 9662 MiB, 24576 MiB, 4 %
2026/09/07 13:17:09.411, NVIDIA GeForce RTX 3090, P2, 270.00 W, 225.23 W, 72, 9662 MiB, 24576 MiB, 66 %
2026/09/07 13:17:11.412, NVIDIA GeForce RTX 3090, P2, 270.00 W, 223.47 W, 72, 9662 MiB, 24576 MiB, 0 %
2026/09/07 13:17:13.412, NVIDIA GeForce RTX 3090, P2, 270.00 W, 226.58 W, 74, 9662 MiB, 24576 MiB, 36 %
2026/09/07 13:17:15.413, NVIDIA GeForce RTX 3090, P2, 270.00 W, 231.12 W, 72, 9662 MiB, 24576 MiB, 9 %
2026/09/07 13:17:17.413, NVIDIA GeForce RTX 3090, P2, 270.00 W, 234.99 W, 72, 9662 MiB, 24576 MiB, 13 %
2026/09/07 13:17:19.414, NVIDIA GeForce RTX 3090, P2, 270.00 W, 221.76 W, 72, 9662 MiB, 24576 MiB, 48 %
2026/09/07 13:17:21.415, NVIDIA GeForce RTX 3090, P2, 270.00 W, 203.49 W, 74, 9662 MiB, 24576 MiB, 0 %
2026/09/07 13:17:23.415, NVIDIA GeForce RTX 3090, P2, 270.00 W, 227.58 W, 73, 9662 MiB, 24576 MiB, 18 %
2026/09/07 13:17:25.416, NVIDIA GeForce RTX 3090, P2, 270.00 W, 221.03 W, 74, 9662 MiB, 24576 MiB, 29 %
2026/09/07 13:17:27.416, NVIDIA GeForce RTX 3090, P2, 270.00 W, 221.59 W, 73, 9662 MiB, 24576 MiB, 53 %
2026/09/07 13:17:29.417, NVIDIA GeForce RTX 3090, P2, 270.00 W, 204.53 W, 73, 9662 MiB, 24576 MiB, 0 %
2026/09/07 13:17:31.418, NVIDIA GeForce RTX 3090, P2, 270.00 W, 224.97 W, 72, 9662 MiB, 24576 MiB, 58 %
2026/09/07 13:17:33.418, NVIDIA GeForce RTX 3090, P2, 270.00 W, 196.91 W, 71, 9662 MiB, 24576 MiB, 0 %
2026/09/07 13:17:35.419, NVIDIA GeForce RTX 3090, P2, 270.00 W, 219.69 W, 72, 9662 MiB, 24576 MiB, 37 %
2026/09/07 13:17:37.419, NVIDIA GeForce RTX 3090, P2, 270.00 W, 210.05 W, 72, 9662 MiB, 24576 MiB, 34 %
2026/09/07 13:17:39.420, NVIDIA GeForce RTX 3090, P2, 270.00 W, 229.30 W, 73, 9662 MiB, 24576 MiB, 27 %
2026/09/07 13:17:41.420, NVIDIA GeForce RTX 3090, P2, 270.00 W, 223.17 W, 71, 9662 MiB, 24576 MiB, 47 %
2026/09/07 13:17:43.421, NVIDIA GeForce RTX 3090, P2, 270.00 W, 235.27 W, 73, 9662 MiB, 24576 MiB, 38 %
2026/09/07 13:17:45.422, NVIDIA GeForce RTX 3090, P2, 270.00 W, 232.40 W, 72, 9662 MiB, 24576 MiB, 28 %
2026/09/07 13:17:47.422, NVIDIA GeForce RTX 3090, P2, 270.00 W, 241.22 W, 73, 9662 MiB, 24576 MiB, 28 %
2026/09/07 13:17:49.423, NVIDIA GeForce RTX 3090, P2, 270.00 W, 225.28 W, 73, 9662 MiB, 24576 MiB, 48 %
2026/09/07 13:17:51.423, NVIDIA GeForce RTX 3090, P2, 270.00 W, 217.93 W, 73, 9662 MiB, 24576 MiB, 37 %
2026/09/07 13:17:53.424, NVIDIA GeForce RTX 3090, P2, 270.00 W, 184.41 W, 70, 9662 MiB, 24576 MiB, 37 %
2026/09/07 13:17:55.424, NVIDIA GeForce RTX 3090, P2, 270.00 W, 182.82 W, 69, 9662 MiB, 24576 MiB, 29 %
2026/09/07 13:17:57.425, NVIDIA GeForce RTX 3090, P2, 270.00 W, 180.78 W, 69, 9662 MiB, 24576 MiB, 11 %
2026/09/07 13:17:59.425, NVIDIA GeForce RTX 3090, P2, 270.00 W, 175.27 W, 69, 9662 MiB, 24576 MiB, 35 %
2026/09/07 13:18:01.426, NVIDIA GeForce RTX 3090, P2, 270.00 W, 183.77 W, 70, 3958 MiB, 24576 MiB, 13 %
2026/09/07 13:18:03.427, NVIDIA GeForce RTX 3090, P2, 270.00 W, 196.64 W, 70, 3958 MiB, 24576 MiB, 35 %
