"review_id","source_line","sample_stratum","model_bucket","score","shuffle_score","mojibake","direction_suspect","length_ratio_suspect","duplicate","number_mismatch"
"DQ-0047","1480570","gray_lower_boundary","gray","1.64424945978681E-05","1.64424945978681E-05","False","False","False","False","False"
"DQ-0048","4665362","reject_stratified","reject_candidate","1.61875814228551E-05","1.60616109496914E-05","False","False","False","False","False"
"DQ-0049","3050751","reject_stratified","reject_candidate","1.61875814228551E-05","1.60616109496914E-05","False","False","False","False","False"
"DQ-0050","2191063","reject_stratified","reject_candidate","1.6314539607265E-05","1.6314539607265E-05","False","False","False","False","False"
"DQ-0051","11752326","reject_stratified","reject_candidate","1.61875814228551E-05","1.61875814228551E-05","False","False","False","False","False"
"DQ-0052","9922775","reject_stratified","reject_candidate","1.61875814228551E-05","1.61875814228551E-05","False","False","False","False","True"
"DQ-0053","8877647","reject_stratified","reject_candidate","1.6314539607265E-05","1.67014204635052E-05","False","False","False","False","True"
"DQ-0054","4044056","reject_stratified","reject_candidate","1.61875814228551E-05","1.61875814228551E-05","False","False","False","False","False"
"DQ-0055","3206800","reject_stratified","reject_candidate","1.60616109496914E-05","1.60616109496914E-05","False","False","False","False","False"
"DQ-0056","1190980","gray_lower_boundary","gray","1.64424945978681E-05","1.65714536706218E-05","False","False","False","False","False"
"DQ-0057","2232574","reject_stratified","reject_candidate","1.61875814228551E-05","1.60616109496914E-05","False","False","False","False","False"
"DQ-0058","14141805","clean_lower_boundary","clean_candidate","0.001201891340315342","1.65714536706218E-05","False","False","False","False","False"
"DQ-0059","13266249","reject_stratified","reject_candidate","1.61875814228551E-05","1.6314539607265E-05","False","False","False","False","False"
"DQ-0060","5077249","reject_stratified","reject_candidate","1.61875814228551E-05","1.60616109496914E-05","False","False","False","False","True"
"DQ-0061","9959923","reject_stratified","reject_candidate","1.61875814228551E-05","1.65714536706218E-05","False","False","False","False","False"
"DQ-0062","7536618","reject_stratified","reject_candidate","1.59366190928267E-05","1.60616109496914E-05","False","False","False","False","False"
"DQ-0063","11923992","gray_lower_boundary","gray","1.64424945978681E-05","7.36859292373993E-05","False","False","False","False","False"
"DQ-0064","609309","reject_stratified","reject_candidate","1.61875814228551E-05","1.64424945978681E-05","False","False","False","False","False"
"DQ-0065","11427431","gray_upper_boundary","gray","0.0011786719551309943","1.64424945978681E-05","False","False","False","False","False"
"DQ-0066","13844425","reject_stratified","reject_candidate","1.61875814228551E-05","1.61875814228551E-05","False","False","False","False","True"
"DQ-0067","10365822","gray_upper_boundary","gray","0.001192549243569374","6.35218893876299E-05","False","False","False","False","False"
"DQ-0068","11884071","gray_lower_boundary","gray","1.64424945978681E-05","1.6314539607265E-05","False","False","False","False","False"
"DQ-0069","1644485","reject_stratified","reject_candidate","1.60616109496914E-05","1.61875814228551E-05","True","False","False","False","True"
"DQ-0070","8937445","gray_lower_boundary","gray","1.64424945978681E-05","1.65714536706218E-05","False","False","False","False","False"
"DQ-0071","11883639","gray_lower_boundary","gray","1.64424945978681E-05","1.61875814228551E-05","False","False","False","False","False"
"DQ-0072","12303205","reject_stratified","reject_candidate","1.61875814228551E-05","3.295572969364E-05","False","False","False","False","True"
"DQ-0073","9372050","reject_stratified","reject_candidate","1.6314539607265E-05","2.01456914510345E-05","False","False","False","False","False"
"DQ-0074","13301811","reject_stratified","reject_candidate","1.61875814228551E-05","1.72315722011263E-05","False","False","False","False","False"
"DQ-0075","9496326","reject_stratified","reject_candidate","1.6314539607265E-05","1.64424945978681E-05","False","False","False","False","False"
"DQ-0076","3778235","reject_stratified","reject_candidate","1.6314539607265E-05","1.77785514097195E-05","False","False","False","False","False"
"DQ-0077","826055","reject_stratified","reject_candidate","1.6314539607265E-05","1.60616109496914E-05","False","False","False","False","False"
"DQ-0078","2278271","clean_lower_boundary","clean_candidate","0.0012065897462889552","1.6314539607265E-05","False","False","False","False","False"
"DQ-0079","11116347","reject_stratified","reject_candidate","1.61875814228551E-05","2.09481877391227E-05","False","False","False","False","False"
"DQ-0080","9059847","gray_lower_boundary","gray","1.64424945978681E-05","2.79693012998905E-05","False","False","False","False","False"
"DQ-0081","7521583","reject_stratified","reject_candidate","1.6314539607265E-05","1.60616109496914E-05","False","False","False","False","False"
"DQ-0082","8165574","reject_stratified","reject_candidate","1.60616109496914E-05","1.61875814228551E-05","False","True","False","False","False"
"DQ-0083","2510270","reject_stratified","reject_candidate","1.61875814228551E-05","0.007149102166295052","False","False","False","False","False"
"DQ-0084","13457572","reject_stratified","reject_candidate","1.61875814228551E-05","1.61875814228551E-05","False","False","False","False","False"
"DQ-0085","1063392","reject_stratified","reject_candidate","1.60616109496914E-05","1.60616109496914E-05","False","False","False","False","False"
"DQ-0086","4870969","reject_stratified","reject_candidate","1.6314539607265E-05","1.60616109496914E-05","False","False","False","False","False"
"DQ-0087","11521561","reject_stratified","reject_candidate","1.61875814228551E-05","1.6314539607265E-05","False","False","False","False","False"
"DQ-0088","2173255","reject_stratified","reject_candidate","1.60616109496914E-05","1.60616109496914E-05","False","False","False","False","False"
"DQ-0089","3597666","reject_stratified","reject_candidate","1.6314539607265E-05","7.19791205483489E-05","False","False","False","False","False"
"DQ-0090","10255507","reject_stratified","reject_candidate","1.61875814228551E-05","1.6314539607265E-05","False","False","False","False","False"
"DQ-0091","3863168","clean_lower_boundary","clean_candidate","0.001201891340315342","1.83428928721696E-05","False","False","False","False","False"
"DQ-0092","8301933","reject_stratified","reject_candidate","1.61875814228551E-05","1.60616109496914E-05","False","False","False","False","True"
"DQ-0093","658217","gray_lower_boundary","gray","1.64424945978681E-05","2.28279968723655E-05","False","False","False","False","False"
"DQ-0094","2193488","gray_upper_boundary","gray","0.0011972112115472555","6.10885472269729E-05","False","False","False","False","True"
"DQ-0095","13822215","reject_stratified","reject_candidate","1.6314539607265E-05","1.61875814228551E-05","False","False","False","False","False"
"DQ-0096","1418875","gray_lower_boundary","gray","1.64424945978681E-05","1.61875814228551E-05","False","False","False","False","False"
"DQ-0097","10207183","gray_lower_boundary","gray","1.64424945978681E-05","1.6314539607265E-05","False","False","False","False","False"
"DQ-0098","6899306","gray_upper_boundary","gray","0.0011832797899842262","1.86317465704633E-05","False","False","False","False","False"
"DQ-0099","9454280","gray_lower_boundary","gray","1.64424945978681E-05","1.68324113474227E-05","False","False","False","False","False"
"DQ-0100","12896603","reject_stratified","reject_candidate","1.6314539607265E-05","2.11124825000297E-05","False","False","False","False","False"
"DQ-0101","6894618","gray_lower_boundary","gray","1.64424945978681E-05","1.64424945978681E-05","False","False","False","False","False"
"DQ-0102","12650540","clean_lower_boundary","clean_candidate","0.0012065897462889552","1.95258835447021E-05","False","False","False","False","False"
"DQ-0103","6370612","reject_stratified","reject_candidate","1.60616109496914E-05","1.60616109496914E-05","False","False","False","False","False"
"DQ-0104","9921559","reject_stratified","reject_candidate","1.61875814228551E-05","1.60616109496914E-05","False","False","False","False","False"
"DQ-0105","788121","reject_stratified","reject_candidate","1.60616109496914E-05","1.60616109496914E-05","False","False","False","False","True"
"DQ-0106","244063","gray_lower_boundary","gray","1.64424945978681E-05","1.6314539607265E-05","False","False","False","False","False"
"DQ-0107","2631160","gray_lower_boundary","gray","1.64424945978681E-05","1.65714536706218E-05","False","False","False","False","False"
"DQ-0108","5187901","reject_stratified","reject_candidate","1.60616109496914E-05","1.60616109496914E-05","False","False","False","False","False"
"DQ-0109","11565923","clean_lower_boundary","clean_candidate","0.0012113064294680953","1.6314539607265E-05","False","False","False","False","False"
"DQ-0110","4703024","reject_stratified","reject_candidate","1.61875814228551E-05","1.67014204635052E-05","False","False","False","False","True"
"DQ-0111","880589","gray_lower_boundary","gray","1.64424945978681E-05","1.61875814228551E-05","False","False","False","False","True"
"DQ-0112","8249968","reject_stratified","reject_candidate","1.6314539607265E-05","1.6314539607265E-05","False","False","False","False","False"
"DQ-0113","3126172","clean_lower_boundary","clean_candidate","0.001216041506268084","1.61875814228551E-05","False","False","False","False","False"
"DQ-0114","13909672","gray_upper_boundary","gray","0.0011972112115472555","3.48081230185926E-05","False","False","False","False","True"
"DQ-0115","2667802","gray_lower_boundary","gray","1.64424945978681E-05","1.60616109496914E-05","False","False","False","False","False"
"DQ-0116","10934484","reject_stratified","reject_candidate","1.60616109496914E-05","1.61875814228551E-05","False","False","False","False","False"
"DQ-0117","9392073","gray_lower_boundary","gray","1.64424945978681E-05","0.003350423648953438","False","False","False","False","False"
"DQ-0118","14036077","reject_stratified","reject_candidate","1.6314539607265E-05","1.60616109496914E-05","False","False","False","False","False"
"DQ-0119","1400991","gray_lower_boundary","gray","1.64424945978681E-05","0.004718369338661432","False","False","False","False","False"
"DQ-0120","14110044","reject_stratified","reject_candidate","1.61875814228551E-05","1.61875814228551E-05","False","False","False","False","False"
"DQ-0121","9816508","reject_stratified","reject_candidate","1.61875814228551E-05","1.60616109496914E-05","False","False","False","False","True"
"DQ-0122","6756714","reject_stratified","reject_candidate","1.61875814228551E-05","0.02838212065398693","False","False","False","False","False"
"DQ-0123","2271139","clean_lower_boundary","clean_candidate","0.001216041506268084","3.56335440301336E-05","False","False","False","False","False"
"DQ-0124","661072","reject_stratified","reject_candidate","1.59366190928267E-05","1.60616109496914E-05","False","False","False","False","False"
"DQ-0125","2426610","gray_upper_boundary","gray","0.0011972112115472555","7.25436184438877E-05","False","False","False","False","False"
"DQ-0126","335200","gray_lower_boundary","gray","1.64424945978681E-05","1.6314539607265E-05","False","False","False","False","False"
"DQ-0127","5151156","gray_lower_boundary","gray","1.64424945978681E-05","1.60616109496914E-05","False","False","False","False","False"
"DQ-0128","10661087","gray_upper_boundary","gray","0.0011879054363816977","6.81487217661925E-05","False","False","False","False","False"
"DQ-0129","5224438","gray_upper_boundary","gray","0.0011832797899842262","0.0006719278171658516","False","False","False","False","False"
"DQ-0130","12809298","reject_stratified","reject_candidate","1.60616109496914E-05","1.60616109496914E-05","False","False","False","False","False"
"DQ-0131","7558305","gray_lower_boundary","gray","1.64424945978681E-05","1.60616109496914E-05","False","False","False","False","False"
"DQ-0132","10970046","gray_lower_boundary","gray","1.64424945978681E-05","1.61875814228551E-05","False","False","False","False","False"
"DQ-0133","5287009","reject_stratified","reject_candidate","1.61875814228551E-05","1.61875814228551E-05","False","False","False","False","False"
"DQ-0134","5505195","reject_stratified","reject_candidate","1.60616109496914E-05","3.48081230185926E-05","False","False","False","False","False"
"DQ-0135","9451221","clean_lower_boundary","clean_candidate","0.001216041506268084","1.65714536706218E-05","False","False","False","False","False"
"DQ-0136","2168215","reject_stratified","reject_candidate","1.6314539607265E-05","1.61875814228551E-05","False","False","False","False","False"
"DQ-0137","13896081","clean_lower_boundary","clean_candidate","0.001201891340315342","1.60616109496914E-05","False","False","False","False","False"
"DQ-0138","4169971","clean_lower_boundary","clean_candidate","0.0012113064294680953","1.60616109496914E-05","False","False","False","False","False"
"DQ-0139","2517926","clean_lower_boundary","clean_candidate","0.001216041506268084","1.60616109496914E-05","False","True","False","False","True"
"DQ-0140","7755828","gray_lower_boundary","gray","1.64424945978681E-05","1.6314539607265E-05","False","False","False","False","False"
"DQ-0141","9366436","reject_stratified","reject_candidate","1.61875814228551E-05","1.61875814228551E-05","False","False","False","False","False"
"DQ-0142","13700148","reject_stratified","reject_candidate","1.6314539607265E-05","1.60616109496914E-05","False","False","False","False","False"
"DQ-0143","1702417","reject_stratified","reject_candidate","1.61875814228551E-05","1.61875814228551E-05","False","False","False","False","False"
"DQ-0144","12436690","gray_lower_boundary","gray","1.64424945978681E-05","1.6314539607265E-05","False","False","False","False","False"
"DQ-0145","7024528","reject_stratified","reject_candidate","1.60616109496914E-05","1.61875814228551E-05","False","False","False","False","False"
"DQ-0146","1087566","reject_stratified","reject_candidate","1.61875814228551E-05","1.68324113474227E-05","False","False","False","False","False"
"DQ-0147","3201480","reject_stratified","reject_candidate","1.60616109496914E-05","1.6314539607265E-05","False","False","False","False","False"
"DQ-0148","4248231","gray_lower_boundary","gray","1.64424945978681E-05","1.6314539607265E-05","False","False","False","False","False"
"DQ-0149","9675035","gray_lower_boundary","gray","1.64424945978681E-05","1.67014204635052E-05","False","False","False","False","False"
"DQ-0150","5149465","clean_lower_boundary","clean_candidate","0.001201891340315342","1.60616109496914E-05","False","True","False","False","False"
"DQ-0151","1056696","gray_upper_boundary","gray","0.0011786719551309943","1.6314539607265E-05","False","False","False","False","False"
"DQ-0152","12429478","reject_stratified","reject_candidate","1.6314539607265E-05","1.82001494977158E-05","False","False","False","False","False"
"DQ-0153","4203260","gray_upper_boundary","gray","0.0011972112115472555","1.60616109496914E-05","False","False","False","False","True"
"DQ-0154","8876692","reject_stratified","reject_candidate","1.60616109496914E-05","1.61875814228551E-05","False","False","False","False","False"
"DQ-0155","201336","reject_stratified","reject_candidate","1.61875814228551E-05","1.61875814228551E-05","False","False","False","False","False"
"DQ-0156","9898415","reject_stratified","reject_candidate","1.60616109496914E-05","1.60616109496914E-05","False","False","False","False","False"
"DQ-0157","13282495","clean_lower_boundary","clean_candidate","0.0012065897462889552","4.98595800308976E-05","False","False","False","False","False"
"DQ-0158","8428132","reject_stratified","reject_candidate","1.61875814228551E-05","1.60616109496914E-05","False","False","False","False","False"
"DQ-0159","2691937","reject_stratified","reject_candidate","1.61875814228551E-05","0.00024536947603337467","False","False","False","False","False"
"DQ-0160","614700","gray_lower_boundary","gray","1.64424945978681E-05","1.60616109496914E-05","False","False","False","False","False"
"DQ-0161","9136064","gray_lower_boundary","gray","1.64424945978681E-05","2.14449482882628E-05","False","False","False","False","False"
"DQ-0162","11552986","reject_stratified","reject_candidate","1.6314539607265E-05","1.87778732652077E-05","False","False","False","False","False"
"DQ-0163","7194139","reject_stratified","reject_candidate","1.6314539607265E-05","2.19534904317698E-05","False","False","False","False","False"
"DQ-0164","202420","clean_lower_boundary","clean_candidate","0.0012113064294680953","1.6314539607265E-05","False","False","False","False","False"
"DQ-0165","1795393","gray_upper_boundary","gray","0.0011832797899842262","1.67014204635052E-05","False","True","False","False","False"
"DQ-0166","8903635","gray_lower_boundary","gray","1.64424945978681E-05","1.6314539607265E-05","False","False","False","False","False"
"DQ-0167","10933737","gray_lower_boundary","gray","1.64424945978681E-05","0.0020033332984894514","False","False","False","False","False"
"DQ-0168","363338","reject_stratified","reject_candidate","1.60616109496914E-05","1.61875814228551E-05","False","False","False","False","False"
"DQ-0169","4693948","reject_stratified","reject_candidate","1.60616109496914E-05","2.64808422798524E-05","False","False","False","False","False"
"DQ-0170","11287019","clean_lower_boundary","clean_candidate","0.0012113064294680953","1.65714536706218E-05","False","False","False","False","False"
"DQ-0171","7852198","reject_stratified","reject_candidate","1.6314539607265E-05","1.60616109496914E-05","False","False","False","False","True"
"DQ-0172","6891351","reject_stratified","reject_candidate","1.61875814228551E-05","1.61875814228551E-05","False","False","False","False","False"
"DQ-0173","13401114","clean_lower_boundary","clean_candidate","0.0012113064294680953","1.60616109496914E-05","False","True","False","False","False"
"DQ-0174","10269733","gray_upper_boundary","gray","0.0011879054363816977","3.12019146804232E-05","False","False","False","False","True"
"DQ-0175","4634228","reject_stratified","reject_candidate","1.61875814228551E-05","1.6314539607265E-05","False","False","False","False","True"
"DQ-0176","455483","reject_stratified","reject_candidate","1.6314539607265E-05","1.6314539607265E-05","False","False","False","False","False"
"DQ-0177","504097","gray_lower_boundary","gray","1.64424945978681E-05","1.68324113474227E-05","False","False","False","False","False"
"DQ-0178","1040149","reject_stratified","reject_candidate","1.61875814228551E-05","1.61875814228551E-05","False","False","False","False","False"
"DQ-0179","12069099","gray_upper_boundary","gray","0.0011879054363816977","1.64424945978681E-05","False","False","False","False","False"
"DQ-0180","2336894","clean_lower_boundary","clean_candidate","0.001201891340315342","1.61875814228551E-05","False","False","False","False","False"
"DQ-0181","10671051","reject_stratified","reject_candidate","1.61875814228551E-05","1.67014204635052E-05","False","False","False","False","False"
"DQ-0182","588559","clean_lower_boundary","clean_candidate","0.0012065897462889552","1.60616109496914E-05","False","False","False","False","False"
"DQ-0183","2840453","reject_stratified","reject_candidate","1.61875814228551E-05","1.6314539607265E-05","False","False","False","False","False"
"DQ-0184","1484095","reject_stratified","reject_candidate","1.61875814228551E-05","1.61875814228551E-05","False","False","False","False","True"
"DQ-0185","3346861","gray_upper_boundary","gray","0.0011832797899842262","1.61875814228551E-05","False","False","False","False","False"
"DQ-0186","7429244","gray_upper_boundary","gray","0.0011879054363816977","1.61875814228551E-05","False","False","False","False","False"
"DQ-0187","3586397","reject_stratified","reject_candidate","1.6314539607265E-05","1.65714536706218E-05","False","False","False","False","False"
"DQ-0188","11451761","reject_stratified","reject_candidate","1.60616109496914E-05","1.60616109496914E-05","False","False","False","False","False"
"DQ-0189","12960994","gray_lower_boundary","gray","1.64424945978681E-05","1.60616109496914E-05","False","False","False","False","False"
"DQ-0190","3793656","gray_lower_boundary","gray","1.64424945978681E-05","1.60616109496914E-05","False","False","False","False","False"
"DQ-0191","3925866","clean_lower_boundary","clean_candidate","0.0012113064294680953","1.6314539607265E-05","False","False","False","False","True"
"DQ-0192","4872540","gray_lower_boundary","gray","1.64424945978681E-05","1.60616109496914E-05","False","False","False","False","False"
"DQ-0193","9925543","gray_lower_boundary","gray","1.64424945978681E-05","1.64424945978681E-05","False","False","False","False","True"
"DQ-0194","12654092","reject_stratified","reject_candidate","1.61875814228551E-05","1.6314539607265E-05","False","False","False","False","False"
"DQ-0195","12099864","gray_lower_boundary","gray","1.64424945978681E-05","1.61875814228551E-05","False","False","False","False","False"
"DQ-0196","7026377","gray_upper_boundary","gray","0.0011832797899842262","1.61875814228551E-05","False","False","False","False","False"
"DQ-0197","7618436","reject_stratified","reject_candidate","1.6314539607265E-05","2.64808422798524E-05","False","False","False","False","False"
"DQ-0198","8042546","reject_stratified","reject_candidate","1.6314539607265E-05","2.03036925086053E-05","False","False","False","False","False"
"DQ-0199","12151039","reject_stratified","reject_candidate","1.61875814228551E-05","1.65714536706218E-05","False","False","False","False","False"
"DQ-0200","13615589","reject_stratified","reject_candidate","1.61875814228551E-05","1.65714536706218E-05","False","False","False","False","False"
"DQ-0201","5577119","clean_lower_boundary","clean_candidate","0.001201891340315342","1.96790242625866E-05","False","False","False","False","False"
"DQ-0202","13556120","gray_lower_boundary","gray","1.64424945978681E-05","1.61875814228551E-05","False","False","False","False","False"
"DQ-0203","10950152","reject_stratified","reject_candidate","1.61875814228551E-05","0.0006190416170284152","False","False","False","False","False"
"DQ-0204","5562333","reject_stratified","reject_candidate","1.61875814228551E-05","1.61875814228551E-05","False","False","False","False","False"
"DQ-0205","11565941","reject_stratified","reject_candidate","1.61875814228551E-05","1.68324113474227E-05","False","False","False","False","False"
"DQ-0206","7358922","clean_lower_boundary","clean_candidate","0.0012113064294680953","0.00019716942915692925","False","False","False","False","False"
"DQ-0207","5101258","gray_lower_boundary","gray","1.64424945978681E-05","1.60616109496914E-05","False","False","False","False","False"
"DQ-0208","329228","gray_upper_boundary","gray","0.001192549243569374","1.60616109496914E-05","False","False","False","False","False"
"DQ-0209","8264628","clean_lower_boundary","clean_candidate","0.001216041506268084","1.64424945978681E-05","False","False","False","False","False"
"DQ-0210","4597592","reject_stratified","reject_candidate","1.6314539607265E-05","1.61875814228551E-05","False","False","False","False","False"
"DQ-0211","4538195","clean_lower_boundary","clean_candidate","0.0012065897462889552","1.60616109496914E-05","False","False","False","False","False"
"DQ-0212","4974783","gray_upper_boundary","gray","0.0011832797899842262","1.61875814228551E-05","False","False","False","False","False"
"DQ-0213","4520091","gray_lower_boundary","gray","1.64424945978681E-05","1.69644263223745E-05","False","False","False","False","False"
"DQ-0214","13639753","clean_lower_boundary","clean_candidate","0.001216041506268084","2.33693335758289E-05","False","True","False","False","False"
"DQ-0215","8483752","clean_lower_boundary","clean_candidate","0.001216041506268084","2.17826491279993E-05","False","True","False","False","False"
"DQ-0216","11641640","reject_stratified","reject_candidate","1.61875814228551E-05","1.67014204635052E-05","False","False","False","False","False"
"DQ-0217","6497685","reject_stratified","reject_candidate","1.61875814228551E-05","1.61875814228551E-05","False","False","False","False","False"
"DQ-0218","5822896","reject_stratified","reject_candidate","1.60616109496914E-05","1.60616109496914E-05","False","False","False","False","False"
"DQ-0219","5754267","clean_lower_boundary","clean_candidate","0.0012065897462889552","0.00978387612849474","False","False","False","False","False"
"DQ-0220","4320552","reject_stratified","reject_candidate","1.6314539607265E-05","1.60616109496914E-05","False","False","False","False","False"
"DQ-0221","8456237","reject_stratified","reject_candidate","1.6314539607265E-05","1.65714536706218E-05","False","False","False","False","False"
"DQ-0222","6924212","gray_upper_boundary","gray","0.001192549243569374","1.61875814228551E-05","False","True","False","False","False"
"DQ-0223","9601839","gray_upper_boundary","gray","0.0011786719551309943","3.32141935359687E-05","False","False","False","False","False"
"DQ-0224","9818330","gray_upper_boundary","gray","0.001192549243569374","1.6314539607265E-05","False","False","False","False","False"
"DQ-0225","7637554","reject_stratified","reject_candidate","1.60616109496914E-05","1.60616109496914E-05","True","False","False","False","True"
"DQ-0226","4705245","reject_stratified","reject_candidate","1.60616109496914E-05","1.60616109496914E-05","False","False","False","False","False"
"DQ-0227","7892417","clean_lower_boundary","clean_candidate","0.0012065897462889552","1.61875814228551E-05","False","False","False","False","False"
"DQ-0228","3059367","reject_stratified","reject_candidate","1.6314539607265E-05","1.61875814228551E-05","False","False","False","False","False"
"DQ-0229","13132555","gray_upper_boundary","gray","0.0011832797899842262","1.79179878614377E-05","False","False","False","False","False"
"DQ-0230","2978476","reject_stratified","reject_candidate","1.61875814228551E-05","1.61875814228551E-05","False","False","False","False","False"
"DQ-0231","12814545","gray_upper_boundary","gray","0.0011972112115472555","1.61875814228551E-05","False","False","False","False","True"
"DQ-0232","11139383","gray_upper_boundary","gray","0.0011832797899842262","1.67014204635052E-05","False","False","False","False","False"
"DQ-0233","3330495","reject_stratified","reject_candidate","1.61875814228551E-05","1.65714536706218E-05","False","False","False","False","False"
"DQ-0234","13089676","reject_stratified","reject_candidate","1.6314539607265E-05","1.60616109496914E-05","False","False","False","False","False"
"DQ-0235","9201064","reject_stratified","reject_candidate","1.6314539607265E-05","1.6314539607265E-05","False","False","False","False","False"
"DQ-0236","13905691","reject_stratified","reject_candidate","1.60616109496914E-05","1.64424945978681E-05","False","False","False","False","False"
"DQ-0237","2975664","reject_stratified","reject_candidate","1.6314539607265E-05","1.60616109496914E-05","False","False","False","False","True"
