2026/09/05 18:17:45.694, NVIDIA GeForce RTX 3090, P0, 270.00 W, 160.43 W, 67, 1 MiB, 24576 MiB, 0 %
2026/09/05 18:20:05.715, NVIDIA GeForce RTX 3090, P2, 270.00 W, 232.76 W, 72, 10292 MiB, 24576 MiB, 49 %
2026/09/05 18:20:15.716, NVIDIA GeForce RTX 3090, P2, 270.00 W, 234.54 W, 71, 10292 MiB, 24576 MiB, 7 %
2026/09/05 18:20:25.717, NVIDIA GeForce RTX 3090, P2, 270.00 W, 222.31 W, 74, 10292 MiB, 24576 MiB, 29 %
2026/09/05 18:20:35.718, NVIDIA GeForce RTX 3090, P2, 270.00 W, 226.83 W, 71, 10292 MiB, 24576 MiB, 55 %
2026/09/05 18:20:45.719, NVIDIA GeForce RTX 3090, P2, 270.00 W, 219.14 W, 70, 10292 MiB, 24576 MiB, 0 %
2026/09/05 18:20:55.720, NVIDIA GeForce RTX 3090, P2, 270.00 W, 233.92 W, 72, 10292 MiB, 24576 MiB, 36 %
2026/09/05 18:21:05.722, NVIDIA GeForce RTX 3090, P2, 270.00 W, 232.88 W, 73, 10292 MiB, 24576 MiB, 6 %
2026/09/05 18:21:15.723, NVIDIA GeForce RTX 3090, P2, 270.00 W, 192.75 W, 70, 10292 MiB, 24576 MiB, 0 %
2026/09/05 18:21:25.724, NVIDIA GeForce RTX 3090, P2, 270.00 W, 235.38 W, 72, 10292 MiB, 24576 MiB, 37 %
2026/09/05 18:21:35.725, NVIDIA GeForce RTX 3090, P2, 270.00 W, 226.62 W, 73, 10292 MiB, 24576 MiB, 62 %
2026/09/05 18:21:45.727, NVIDIA GeForce RTX 3090, P2, 270.00 W, 222.32 W, 74, 10292 MiB, 24576 MiB, 28 %
2026/09/05 18:21:55.728, NVIDIA GeForce RTX 3090, P2, 270.00 W, 230.77 W, 71, 10292 MiB, 24576 MiB, 67 %
2026/09/05 18:22:05.729, NVIDIA GeForce RTX 3090, P2, 270.00 W, 218.55 W, 71, 10292 MiB, 24576 MiB, 0 %
2026/09/05 18:22:15.730, NVIDIA GeForce RTX 3090, P2, 270.00 W, 233.12 W, 73, 10292 MiB, 24576 MiB, 47 %
2026/09/05 18:22:25.732, NVIDIA GeForce RTX 3090, P2, 270.00 W, 218.58 W, 71, 10292 MiB, 24576 MiB, 42 %
2026/09/05 18:22:35.733, NVIDIA GeForce RTX 3090, P2, 270.00 W, 194.38 W, 70, 10292 MiB, 24576 MiB, 0 %
2026/09/05 18:22:45.734, NVIDIA GeForce RTX 3090, P2, 270.00 W, 231.12 W, 73, 10292 MiB, 24576 MiB, 67 %
2026/09/05 18:22:55.735, NVIDIA GeForce RTX 3090, P2, 270.00 W, 229.58 W, 73, 10292 MiB, 24576 MiB, 47 %
2026/09/05 18:23:05.737, NVIDIA GeForce RTX 3090, P2, 270.00 W, 189.16 W, 73, 10292 MiB, 24576 MiB, 5 %
2026/09/05 18:23:15.738, NVIDIA GeForce RTX 3090, P2, 270.00 W, 220.23 W, 72, 10292 MiB, 24576 MiB, 65 %
2026/09/05 18:23:25.739, NVIDIA GeForce RTX 3090, P2, 270.00 W, 215.33 W, 71, 10292 MiB, 24576 MiB, 0 %
2026/09/05 18:23:35.741, NVIDIA GeForce RTX 3090, P2, 270.00 W, 244.04 W, 73, 10292 MiB, 24576 MiB, 14 %
2026/09/05 18:23:45.742, NVIDIA GeForce RTX 3090, P2, 270.00 W, 222.98 W, 71, 10292 MiB, 24576 MiB, 3 %
2026/09/05 18:23:55.744, NVIDIA GeForce RTX 3090, P2, 270.00 W, 212.18 W, 71, 10292 MiB, 24576 MiB, 50 %
2026/09/05 18:24:05.745, NVIDIA GeForce RTX 3090, P2, 270.00 W, 229.56 W, 72, 10292 MiB, 24576 MiB, 50 %
2026/09/05 18:24:15.746, NVIDIA GeForce RTX 3090, P2, 270.00 W, 229.99 W, 73, 10292 MiB, 24576 MiB, 46 %
2026/09/05 18:24:25.748, NVIDIA GeForce RTX 3090, P2, 270.00 W, 195.55 W, 71, 10292 MiB, 24576 MiB, 0 %
2026/09/05 18:24:35.749, NVIDIA GeForce RTX 3090, P2, 270.00 W, 220.56 W, 71, 10292 MiB, 24576 MiB, 25 %
2026/09/05 18:24:45.751, NVIDIA GeForce RTX 3090, P2, 270.00 W, 228.80 W, 71, 10292 MiB, 24576 MiB, 62 %
2026/09/05 18:24:55.752, NVIDIA GeForce RTX 3090, P2, 270.00 W, 214.18 W, 73, 10292 MiB, 24576 MiB, 49 %
2026/09/05 18:25:05.753, NVIDIA GeForce RTX 3090, P2, 270.00 W, 231.72 W, 73, 10292 MiB, 24576 MiB, 63 %
2026/09/05 18:25:15.754, NVIDIA GeForce RTX 3090, P2, 270.00 W, 231.60 W, 71, 10292 MiB, 24576 MiB, 0 %
2026/09/05 18:25:25.756, NVIDIA GeForce RTX 3090, P2, 270.00 W, 233.59 W, 72, 10292 MiB, 24576 MiB, 61 %
2026/09/05 18:25:35.757, NVIDIA GeForce RTX 3090, P2, 270.00 W, 230.60 W, 74, 10292 MiB, 24576 MiB, 4 %
2026/09/05 18:25:45.758, NVIDIA GeForce RTX 3090, P2, 270.00 W, 201.02 W, 72, 10292 MiB, 24576 MiB, 3 %
2026/09/05 18:25:55.760, NVIDIA GeForce RTX 3090, P2, 270.00 W, 228.70 W, 73, 10292 MiB, 24576 MiB, 47 %
2026/09/05 18:26:05.761, NVIDIA GeForce RTX 3090, P2, 270.00 W, 231.70 W, 71, 10292 MiB, 24576 MiB, 6 %
2026/09/05 18:26:15.762, NVIDIA GeForce RTX 3090, P2, 270.00 W, 212.56 W, 73, 10292 MiB, 24576 MiB, 0 %
2026/09/05 18:26:25.763, NVIDIA GeForce RTX 3090, P2, 270.00 W, 232.08 W, 74, 10292 MiB, 24576 MiB, 40 %
2026/09/05 18:26:35.765, NVIDIA GeForce RTX 3090, P2, 270.00 W, 226.85 W, 71, 10292 MiB, 24576 MiB, 3 %
2026/09/05 18:26:45.766, NVIDIA GeForce RTX 3090, P2, 270.00 W, 236.60 W, 73, 10292 MiB, 24576 MiB, 50 %
2026/09/05 18:26:55.767, NVIDIA GeForce RTX 3090, P2, 270.00 W, 229.69 W, 73, 10292 MiB, 24576 MiB, 8 %
2026/09/05 18:27:05.768, NVIDIA GeForce RTX 3090, P2, 270.00 W, 203.38 W, 73, 10292 MiB, 24576 MiB, 5 %
2026/09/05 18:27:15.770, NVIDIA GeForce RTX 3090, P2, 270.00 W, 237.17 W, 72, 10292 MiB, 24576 MiB, 53 %
2026/09/05 18:27:25.771, NVIDIA GeForce RTX 3090, P2, 270.00 W, 233.64 W, 71, 10292 MiB, 24576 MiB, 5 %
2026/09/05 18:27:35.772, NVIDIA GeForce RTX 3090, P2, 270.00 W, 198.60 W, 73, 10292 MiB, 24576 MiB, 0 %
2026/09/05 18:27:45.773, NVIDIA GeForce RTX 3090, P2, 270.00 W, 227.09 W, 73, 10292 MiB, 24576 MiB, 42 %
2026/09/05 18:27:55.774, NVIDIA GeForce RTX 3090, P2, 270.00 W, 230.93 W, 71, 10292 MiB, 24576 MiB, 64 %
2026/09/05 18:28:05.776, NVIDIA GeForce RTX 3090, P2, 270.00 W, 220.64 W, 73, 10292 MiB, 24576 MiB, 8 %
2026/09/05 18:28:15.777, NVIDIA GeForce RTX 3090, P2, 270.00 W, 231.25 W, 73, 10292 MiB, 24576 MiB, 45 %
2026/09/05 18:28:25.778, NVIDIA GeForce RTX 3090, P2, 270.00 W, 217.66 W, 71, 10292 MiB, 24576 MiB, 0 %
2026/09/05 18:28:35.779, NVIDIA GeForce RTX 3090, P2, 270.00 W, 216.29 W, 70, 10292 MiB, 24576 MiB, 33 %
2026/09/05 18:28:45.781, NVIDIA GeForce RTX 3090, P2, 270.00 W, 225.37 W, 72, 10292 MiB, 24576 MiB, 48 %
2026/09/05 18:28:55.782, NVIDIA GeForce RTX 3090, P2, 270.00 W, 200.01 W, 71, 10292 MiB, 24576 MiB, 0 %
2026/09/05 18:29:05.784, NVIDIA GeForce RTX 3090, P2, 270.00 W, 238.68 W, 72, 10292 MiB, 24576 MiB, 45 %
2026/09/05 18:29:15.785, NVIDIA GeForce RTX 3090, P2, 270.00 W, 229.77 W, 72, 10292 MiB, 24576 MiB, 49 %
2026/09/05 18:29:25.787, NVIDIA GeForce RTX 3090, P2, 270.00 W, 218.70 W, 74, 10292 MiB, 24576 MiB, 0 %
2026/09/05 18:29:35.788, NVIDIA GeForce RTX 3090, P2, 270.00 W, 223.41 W, 71, 10292 MiB, 24576 MiB, 53 %
2026/09/05 18:29:45.789, NVIDIA GeForce RTX 3090, P2, 270.00 W, 228.93 W, 71, 10292 MiB, 24576 MiB, 3 %
2026/09/05 18:29:55.790, NVIDIA GeForce RTX 3090, P2, 270.00 W, 235.40 W, 72, 10292 MiB, 24576 MiB, 16 %
2026/09/05 18:30:05.791, NVIDIA GeForce RTX 3090, P2, 270.00 W, 224.83 W, 74, 10292 MiB, 24576 MiB, 53 %
2026/09/05 18:30:15.793, NVIDIA GeForce RTX 3090, P2, 270.00 W, 170.92 W, 69, 10292 MiB, 24576 MiB, 31 %
2026/09/05 18:30:25.794, NVIDIA GeForce RTX 3090, P2, 270.00 W, 229.80 W, 73, 10292 MiB, 24576 MiB, 51 %
2026/09/05 18:30:35.795, NVIDIA GeForce RTX 3090, P2, 270.00 W, 236.38 W, 73, 10292 MiB, 24576 MiB, 66 %
2026/09/05 18:30:45.797, NVIDIA GeForce RTX 3090, P2, 270.00 W, 205.74 W, 73, 10292 MiB, 24576 MiB, 36 %
2026/09/05 18:30:55.798, NVIDIA GeForce RTX 3090, P2, 270.00 W, 233.79 W, 73, 10292 MiB, 24576 MiB, 64 %
2026/09/05 18:31:05.799, NVIDIA GeForce RTX 3090, P2, 270.00 W, 231.28 W, 73, 10292 MiB, 24576 MiB, 34 %
2026/09/05 18:31:15.800, NVIDIA GeForce RTX 3090, P2, 270.00 W, 229.54 W, 73, 10292 MiB, 24576 MiB, 30 %
2026/09/05 18:31:25.801, NVIDIA GeForce RTX 3090, P2, 270.00 W, 226.60 W, 71, 10292 MiB, 24576 MiB, 5 %
2026/09/05 18:31:35.803, NVIDIA GeForce RTX 3090, P2, 270.00 W, 213.59 W, 71, 10292 MiB, 24576 MiB, 0 %
2026/09/05 18:31:45.804, NVIDIA GeForce RTX 3090, P2, 270.00 W, 230.13 W, 72, 10292 MiB, 24576 MiB, 45 %
2026/09/05 18:31:55.805, NVIDIA GeForce RTX 3090, P2, 270.00 W, 227.83 W, 73, 10292 MiB, 24576 MiB, 9 %
2026/09/05 18:32:05.807, NVIDIA GeForce RTX 3090, P2, 270.00 W, 216.92 W, 73, 10292 MiB, 24576 MiB, 64 %
2026/09/05 18:32:15.808, NVIDIA GeForce RTX 3090, P2, 270.00 W, 244.48 W, 73, 10292 MiB, 24576 MiB, 47 %
2026/09/05 18:32:25.810, NVIDIA GeForce RTX 3090, P2, 270.00 W, 229.19 W, 70, 10292 MiB, 24576 MiB, 0 %
2026/09/05 18:32:35.811, NVIDIA GeForce RTX 3090, P2, 270.00 W, 230.57 W, 73, 10292 MiB, 24576 MiB, 39 %
2026/09/05 18:32:45.813, NVIDIA GeForce RTX 3090, P2, 270.00 W, 232.14 W, 73, 10292 MiB, 24576 MiB, 51 %
2026/09/05 18:32:55.814, NVIDIA GeForce RTX 3090, P2, 270.00 W, 202.84 W, 72, 10292 MiB, 24576 MiB, 36 %
2026/09/05 18:33:05.816, NVIDIA GeForce RTX 3090, P2, 270.00 W, 227.07 W, 72, 10292 MiB, 24576 MiB, 30 %
2026/09/05 18:33:15.817, NVIDIA GeForce RTX 3090, P2, 270.00 W, 229.88 W, 73, 10292 MiB, 24576 MiB, 55 %
2026/09/05 18:33:25.818, NVIDIA GeForce RTX 3090, P2, 270.00 W, 218.08 W, 74, 10292 MiB, 24576 MiB, 58 %
2026/09/05 18:33:35.819, NVIDIA GeForce RTX 3090, P2, 270.00 W, 226.26 W, 73, 10292 MiB, 24576 MiB, 51 %
2026/09/05 18:33:45.821, NVIDIA GeForce RTX 3090, P2, 270.00 W, 234.68 W, 72, 10292 MiB, 24576 MiB, 62 %
2026/09/05 18:33:55.822, NVIDIA GeForce RTX 3090, P2, 270.00 W, 225.61 W, 74, 10292 MiB, 24576 MiB, 24 %
2026/09/05 18:34:05.823, NVIDIA GeForce RTX 3090, P2, 270.00 W, 231.93 W, 73, 10292 MiB, 24576 MiB, 59 %
2026/09/05 18:34:15.825, NVIDIA GeForce RTX 3090, P2, 270.00 W, 228.88 W, 73, 10292 MiB, 24576 MiB, 48 %
2026/09/05 18:34:25.826, NVIDIA GeForce RTX 3090, P2, 270.00 W, 204.86 W, 74, 10292 MiB, 24576 MiB, 0 %
2026/09/05 18:34:35.828, NVIDIA GeForce RTX 3090, P2, 270.00 W, 219.24 W, 72, 10292 MiB, 24576 MiB, 49 %
2026/09/05 18:34:45.829, NVIDIA GeForce RTX 3090, P2, 270.00 W, 214.92 W, 71, 10292 MiB, 24576 MiB, 2 %
2026/09/05 18:34:55.831, NVIDIA GeForce RTX 3090, P2, 270.00 W, 231.99 W, 73, 10292 MiB, 24576 MiB, 48 %
2026/09/05 18:35:05.832, NVIDIA GeForce RTX 3090, P2, 270.00 W, 221.97 W, 72, 10292 MiB, 24576 MiB, 13 %
2026/09/05 18:35:15.833, NVIDIA GeForce RTX 3090, P2, 270.00 W, 218.04 W, 71, 10292 MiB, 24576 MiB, 5 %
2026/09/05 18:35:25.834, NVIDIA GeForce RTX 3090, P2, 270.00 W, 243.78 W, 73, 10292 MiB, 24576 MiB, 56 %
2026/09/05 18:35:35.835, NVIDIA GeForce RTX 3090, P2, 270.00 W, 226.93 W, 73, 10292 MiB, 24576 MiB, 19 %
2026/09/05 18:35:45.837, NVIDIA GeForce RTX 3090, P2, 270.00 W, 192.76 W, 72, 10292 MiB, 24576 MiB, 23 %
2026/09/05 18:35:55.838, NVIDIA GeForce RTX 3090, P2, 270.00 W, 234.43 W, 73, 10292 MiB, 24576 MiB, 42 %
2026/09/05 18:36:05.839, NVIDIA GeForce RTX 3090, P2, 270.00 W, 231.27 W, 73, 10292 MiB, 24576 MiB, 47 %
2026/09/05 18:36:15.841, NVIDIA GeForce RTX 3090, P2, 270.00 W, 213.23 W, 74, 10292 MiB, 24576 MiB, 42 %
2026/09/05 18:36:25.842, NVIDIA GeForce RTX 3090, P2, 270.00 W, 230.78 W, 74, 10292 MiB, 24576 MiB, 32 %
2026/09/05 18:36:35.844, NVIDIA GeForce RTX 3090, P2, 270.00 W, 230.21 W, 73, 10292 MiB, 24576 MiB, 45 %
2026/09/05 18:36:45.845, NVIDIA GeForce RTX 3090, P2, 270.00 W, 191.48 W, 71, 10292 MiB, 24576 MiB, 9 %
2026/09/05 18:36:55.846, NVIDIA GeForce RTX 3090, P2, 270.00 W, 227.32 W, 73, 10292 MiB, 24576 MiB, 63 %
2026/09/05 18:37:05.847, NVIDIA GeForce RTX 3090, P2, 270.00 W, 224.38 W, 73, 10292 MiB, 24576 MiB, 22 %
2026/09/05 18:37:15.849, NVIDIA GeForce RTX 3090, P2, 270.00 W, 202.70 W, 72, 10292 MiB, 24576 MiB, 0 %
2026/09/05 18:37:25.850, NVIDIA GeForce RTX 3090, P2, 270.00 W, 229.74 W, 73, 10292 MiB, 24576 MiB, 23 %
2026/09/05 18:37:35.851, NVIDIA GeForce RTX 3090, P2, 270.00 W, 237.38 W, 73, 10292 MiB, 24576 MiB, 52 %
2026/09/05 18:37:45.852, NVIDIA GeForce RTX 3090, P2, 270.00 W, 184.40 W, 71, 10292 MiB, 24576 MiB, 51 %
2026/09/05 18:37:55.853, NVIDIA GeForce RTX 3090, P2, 270.00 W, 232.10 W, 72, 10292 MiB, 24576 MiB, 8 %
2026/09/05 18:38:05.855, NVIDIA GeForce RTX 3090, P2, 270.00 W, 218.52 W, 70, 10292 MiB, 24576 MiB, 43 %
2026/09/05 18:38:15.856, NVIDIA GeForce RTX 3090, P2, 270.00 W, 228.37 W, 72, 10292 MiB, 24576 MiB, 57 %
2026/09/05 18:38:25.857, NVIDIA GeForce RTX 3090, P2, 270.00 W, 224.50 W, 73, 10292 MiB, 24576 MiB, 47 %
2026/09/05 18:38:35.858, NVIDIA GeForce RTX 3090, P2, 270.00 W, 201.70 W, 73, 10292 MiB, 24576 MiB, 35 %
2026/09/05 18:38:45.860, NVIDIA GeForce RTX 3090, P2, 270.00 W, 233.47 W, 73, 10292 MiB, 24576 MiB, 66 %
2026/09/05 18:38:55.861, NVIDIA GeForce RTX 3090, P2, 270.00 W, 233.06 W, 73, 10292 MiB, 24576 MiB, 47 %
2026/09/05 18:39:05.862, NVIDIA GeForce RTX 3090, P2, 270.00 W, 197.41 W, 73, 10292 MiB, 24576 MiB, 21 %
2026/09/05 18:39:15.863, NVIDIA GeForce RTX 3090, P2, 270.00 W, 225.18 W, 72, 10292 MiB, 24576 MiB, 48 %
2026/09/05 18:39:25.865, NVIDIA GeForce RTX 3090, P2, 270.00 W, 223.11 W, 70, 10292 MiB, 24576 MiB, 0 %
2026/09/05 18:39:35.866, NVIDIA GeForce RTX 3090, P2, 270.00 W, 236.16 W, 73, 10292 MiB, 24576 MiB, 53 %
2026/09/05 18:39:45.867, NVIDIA GeForce RTX 3090, P2, 270.00 W, 227.01 W, 72, 10292 MiB, 24576 MiB, 13 %
2026/09/05 18:39:55.869, NVIDIA GeForce RTX 3090, P2, 270.00 W, 207.57 W, 71, 10292 MiB, 24576 MiB, 7 %
2026/09/05 18:40:05.870, NVIDIA GeForce RTX 3090, P2, 270.00 W, 236.65 W, 72, 10292 MiB, 24576 MiB, 47 %
2026/09/05 18:40:15.871, NVIDIA GeForce RTX 3090, P2, 270.00 W, 231.37 W, 70, 10292 MiB, 24576 MiB, 69 %
2026/09/05 18:40:25.873, NVIDIA GeForce RTX 3090, P2, 270.00 W, 239.23 W, 72, 10292 MiB, 24576 MiB, 54 %
2026/09/05 18:40:35.874, NVIDIA GeForce RTX 3090, P2, 270.00 W, 232.11 W, 72, 10292 MiB, 24576 MiB, 30 %
2026/09/05 18:40:45.876, NVIDIA GeForce RTX 3090, P2, 270.00 W, 199.40 W, 72, 10292 MiB, 24576 MiB, 0 %
2026/09/05 18:40:55.877, NVIDIA GeForce RTX 3090, P2, 270.00 W, 229.90 W, 74, 10292 MiB, 24576 MiB, 12 %
2026/09/05 18:41:05.878, NVIDIA GeForce RTX 3090, P2, 270.00 W, 232.41 W, 71, 10292 MiB, 24576 MiB, 0 %
2026/09/05 18:41:15.879, NVIDIA GeForce RTX 3090, P2, 270.00 W, 238.35 W, 73, 10292 MiB, 24576 MiB, 55 %
2026/09/05 18:41:25.880, NVIDIA GeForce RTX 3090, P2, 270.00 W, 234.43 W, 73, 10292 MiB, 24576 MiB, 30 %
2026/09/05 18:41:35.882, NVIDIA GeForce RTX 3090, P2, 270.00 W, 212.70 W, 71, 10292 MiB, 24576 MiB, 5 %
2026/09/05 18:41:45.883, NVIDIA GeForce RTX 3090, P2, 270.00 W, 229.24 W, 73, 10292 MiB, 24576 MiB, 50 %
2026/09/05 18:41:55.884, NVIDIA GeForce RTX 3090, P2, 270.00 W, 224.78 W, 73, 10292 MiB, 24576 MiB, 25 %
2026/09/05 18:42:05.885, NVIDIA GeForce RTX 3090, P2, 270.00 W, 195.36 W, 71, 10292 MiB, 24576 MiB, 30 %
2026/09/05 18:42:15.887, NVIDIA GeForce RTX 3090, P2, 270.00 W, 222.12 W, 71, 10292 MiB, 24576 MiB, 100 %
2026/09/05 18:42:25.888, NVIDIA GeForce RTX 3090, P2, 270.00 W, 223.20 W, 73, 10292 MiB, 24576 MiB, 37 %
2026/09/05 18:42:35.890, NVIDIA GeForce RTX 3090, P2, 270.00 W, 210.49 W, 73, 10292 MiB, 24576 MiB, 0 %
2026/09/05 18:42:45.891, NVIDIA GeForce RTX 3090, P2, 270.00 W, 230.19 W, 73, 10292 MiB, 24576 MiB, 53 %
2026/09/05 18:42:55.892, NVIDIA GeForce RTX 3090, P2, 270.00 W, 233.50 W, 72, 10292 MiB, 24576 MiB, 34 %
2026/09/05 18:43:05.893, NVIDIA GeForce RTX 3090, P2, 270.00 W, 203.96 W, 73, 10292 MiB, 24576 MiB, 37 %
2026/09/05 18:43:15.895, NVIDIA GeForce RTX 3090, P2, 270.00 W, 231.03 W, 73, 10292 MiB, 24576 MiB, 63 %
2026/09/05 18:43:25.896, NVIDIA GeForce RTX 3090, P2, 270.00 W, 232.51 W, 72, 10292 MiB, 24576 MiB, 67 %
2026/09/05 18:43:35.897, NVIDIA GeForce RTX 3090, P2, 270.00 W, 213.51 W, 74, 10292 MiB, 24576 MiB, 43 %
2026/09/05 18:43:45.898, NVIDIA GeForce RTX 3090, P2, 270.00 W, 234.18 W, 73, 10292 MiB, 24576 MiB, 45 %
2026/09/05 18:43:55.900, NVIDIA GeForce RTX 3090, P2, 270.00 W, 226.72 W, 72, 10292 MiB, 24576 MiB, 60 %
2026/09/05 18:44:05.901, NVIDIA GeForce RTX 3090, P2, 270.00 W, 207.27 W, 73, 10292 MiB, 24576 MiB, 0 %
2026/09/05 18:44:15.902, NVIDIA GeForce RTX 3090, P2, 270.00 W, 234.27 W, 73, 10292 MiB, 24576 MiB, 40 %
2026/09/05 18:44:25.903, NVIDIA GeForce RTX 3090, P2, 270.00 W, 226.89 W, 73, 10292 MiB, 24576 MiB, 47 %
2026/09/05 18:44:35.904, NVIDIA GeForce RTX 3090, P2, 270.00 W, 215.48 W, 73, 10292 MiB, 24576 MiB, 63 %
2026/09/05 18:44:45.906, NVIDIA GeForce RTX 3090, P2, 270.00 W, 230.71 W, 73, 10292 MiB, 24576 MiB, 30 %
2026/09/05 18:44:55.907, NVIDIA GeForce RTX 3090, P2, 270.00 W, 227.77 W, 73, 10292 MiB, 24576 MiB, 36 %
2026/09/05 18:45:05.908, NVIDIA GeForce RTX 3090, P2, 270.00 W, 205.00 W, 72, 10292 MiB, 24576 MiB, 12 %
2026/09/05 18:45:15.910, NVIDIA GeForce RTX 3090, P2, 270.00 W, 236.25 W, 73, 10292 MiB, 24576 MiB, 45 %
2026/09/05 18:45:25.911, NVIDIA GeForce RTX 3090, P2, 270.00 W, 231.28 W, 73, 10292 MiB, 24576 MiB, 20 %
2026/09/05 18:45:35.912, NVIDIA GeForce RTX 3090, P2, 270.00 W, 194.61 W, 72, 10292 MiB, 24576 MiB, 5 %
2026/09/05 18:45:45.913, NVIDIA GeForce RTX 3090, P2, 270.00 W, 230.29 W, 73, 10292 MiB, 24576 MiB, 47 %
2026/09/05 18:45:55.915, NVIDIA GeForce RTX 3090, P2, 270.00 W, 227.08 W, 71, 10292 MiB, 24576 MiB, 0 %
2026/09/05 18:46:05.916, NVIDIA GeForce RTX 3090, P2, 270.00 W, 236.95 W, 73, 10292 MiB, 24576 MiB, 53 %
2026/09/05 18:46:15.917, NVIDIA GeForce RTX 3090, P2, 270.00 W, 227.12 W, 73, 10292 MiB, 24576 MiB, 11 %
2026/09/05 18:46:25.918, NVIDIA GeForce RTX 3090, P2, 270.00 W, 195.81 W, 71, 10292 MiB, 24576 MiB, 0 %
2026/09/05 18:46:35.919, NVIDIA GeForce RTX 3090, P2, 270.00 W, 222.34 W, 69, 10292 MiB, 24576 MiB, 53 %
2026/09/05 18:46:45.921, NVIDIA GeForce RTX 3090, P2, 270.00 W, 226.25 W, 73, 10292 MiB, 24576 MiB, 11 %
2026/09/05 18:46:55.922, NVIDIA GeForce RTX 3090, P2, 270.00 W, 196.57 W, 72, 10292 MiB, 24576 MiB, 7 %
2026/09/05 18:47:05.923, NVIDIA GeForce RTX 3090, P2, 270.00 W, 232.58 W, 73, 10292 MiB, 24576 MiB, 49 %
2026/09/05 18:47:15.925, NVIDIA GeForce RTX 3090, P2, 270.00 W, 223.35 W, 71, 10292 MiB, 24576 MiB, 0 %
2026/09/05 18:47:25.926, NVIDIA GeForce RTX 3090, P2, 270.00 W, 243.40 W, 73, 10292 MiB, 24576 MiB, 47 %
2026/09/05 18:47:35.927, NVIDIA GeForce RTX 3090, P2, 270.00 W, 224.12 W, 73, 10292 MiB, 24576 MiB, 1 %
2026/09/05 18:47:45.929, NVIDIA GeForce RTX 3090, P2, 270.00 W, 209.27 W, 71, 10292 MiB, 24576 MiB, 7 %
2026/09/05 18:47:55.930, NVIDIA GeForce RTX 3090, P2, 270.00 W, 235.02 W, 73, 10292 MiB, 24576 MiB, 36 %
2026/09/05 18:48:05.931, NVIDIA GeForce RTX 3090, P2, 270.00 W, 216.12 W, 72, 10292 MiB, 24576 MiB, 36 %
2026/09/05 18:48:15.932, NVIDIA GeForce RTX 3090, P2, 270.00 W, 203.10 W, 73, 10292 MiB, 24576 MiB, 5 %
2026/09/05 18:48:25.934, NVIDIA GeForce RTX 3090, P2, 270.00 W, 221.50 W, 73, 10292 MiB, 24576 MiB, 67 %
2026/09/05 18:48:35.935, NVIDIA GeForce RTX 3090, P2, 270.00 W, 231.65 W, 73, 10292 MiB, 24576 MiB, 48 %
2026/09/05 18:48:45.937, NVIDIA GeForce RTX 3090, P2, 270.00 W, 228.35 W, 73, 10292 MiB, 24576 MiB, 30 %
2026/09/05 18:48:55.938, NVIDIA GeForce RTX 3090, P2, 270.00 W, 224.46 W, 72, 10292 MiB, 24576 MiB, 48 %
2026/09/05 18:49:05.939, NVIDIA GeForce RTX 3090, P2, 270.00 W, 199.15 W, 71, 10292 MiB, 24576 MiB, 0 %
2026/09/05 18:49:15.941, NVIDIA GeForce RTX 3090, P2, 270.00 W, 235.77 W, 73, 10292 MiB, 24576 MiB, 36 %
