2026/09/07 13:18:04.800, NVIDIA GeForce RTX 3090, P0, 270.00 W, 183.48 W, 70, 1 MiB, 24576 MiB, 0 %
2026/09/07 13:18:50.816, NVIDIA GeForce RTX 3090, P2, 270.00 W, 224.43 W, 74, 9638 MiB, 24576 MiB, 3 %
2026/09/07 13:18:52.817, NVIDIA GeForce RTX 3090, P2, 270.00 W, 189.50 W, 71, 9638 MiB, 24576 MiB, 4 %
2026/09/07 13:18:54.818, NVIDIA GeForce RTX 3090, P2, 270.00 W, 243.81 W, 73, 9638 MiB, 24576 MiB, 38 %
2026/09/07 13:18:56.818, NVIDIA GeForce RTX 3090, P2, 270.00 W, 222.07 W, 71, 9638 MiB, 24576 MiB, 62 %
2026/09/07 13:18:58.819, NVIDIA GeForce RTX 3090, P2, 270.00 W, 246.98 W, 74, 9638 MiB, 24576 MiB, 55 %
2026/09/07 13:19:00.819, NVIDIA GeForce RTX 3090, P2, 270.00 W, 216.93 W, 73, 9638 MiB, 24576 MiB, 11 %
2026/09/07 13:19:02.820, NVIDIA GeForce RTX 3090, P2, 270.00 W, 189.80 W, 71, 9638 MiB, 24576 MiB, 5 %
2026/09/07 13:19:04.820, NVIDIA GeForce RTX 3090, P2, 270.00 W, 234.88 W, 73, 9638 MiB, 24576 MiB, 64 %
2026/09/07 13:19:06.821, NVIDIA GeForce RTX 3090, P2, 270.00 W, 228.72 W, 72, 9638 MiB, 24576 MiB, 5 %
2026/09/07 13:19:08.821, NVIDIA GeForce RTX 3090, P2, 270.00 W, 245.17 W, 74, 9638 MiB, 24576 MiB, 61 %
2026/09/07 13:19:10.822, NVIDIA GeForce RTX 3090, P2, 270.00 W, 231.76 W, 74, 9638 MiB, 24576 MiB, 53 %
2026/09/07 13:19:12.823, NVIDIA GeForce RTX 3090, P2, 270.00 W, 190.45 W, 71, 9638 MiB, 24576 MiB, 0 %
2026/09/07 13:19:14.824, NVIDIA GeForce RTX 3090, P2, 270.00 W, 231.27 W, 73, 9638 MiB, 24576 MiB, 54 %
2026/09/07 13:19:16.824, NVIDIA GeForce RTX 3090, P2, 270.00 W, 220.66 W, 71, 9638 MiB, 24576 MiB, 0 %
2026/09/07 13:19:18.825, NVIDIA GeForce RTX 3090, P2, 270.00 W, 233.05 W, 74, 9638 MiB, 24576 MiB, 54 %
2026/09/07 13:19:20.826, NVIDIA GeForce RTX 3090, P2, 270.00 W, 224.16 W, 74, 9638 MiB, 24576 MiB, 39 %
2026/09/07 13:19:22.826, NVIDIA GeForce RTX 3090, P2, 270.00 W, 191.67 W, 71, 9638 MiB, 24576 MiB, 0 %
2026/09/07 13:19:24.827, NVIDIA GeForce RTX 3090, P2, 270.00 W, 236.24 W, 73, 9638 MiB, 24576 MiB, 34 %
2026/09/07 13:19:26.828, NVIDIA GeForce RTX 3090, P2, 270.00 W, 231.91 W, 72, 9638 MiB, 24576 MiB, 68 %
2026/09/07 13:19:28.828, NVIDIA GeForce RTX 3090, P2, 270.00 W, 228.02 W, 73, 9638 MiB, 24576 MiB, 36 %
2026/09/07 13:19:30.829, NVIDIA GeForce RTX 3090, P2, 270.00 W, 224.11 W, 73, 9638 MiB, 24576 MiB, 10 %
2026/09/07 13:19:32.830, NVIDIA GeForce RTX 3090, P2, 270.00 W, 166.63 W, 69, 9638 MiB, 24576 MiB, 0 %
2026/09/07 13:19:34.830, NVIDIA GeForce RTX 3090, P2, 270.00 W, 232.38 W, 72, 9638 MiB, 24576 MiB, 32 %
2026/09/07 13:19:36.831, NVIDIA GeForce RTX 3090, P2, 270.00 W, 231.57 W, 72, 9638 MiB, 24576 MiB, 100 %
2026/09/07 13:19:38.832, NVIDIA GeForce RTX 3090, P2, 270.00 W, 230.51 W, 73, 9638 MiB, 24576 MiB, 33 %
2026/09/07 13:19:40.832, NVIDIA GeForce RTX 3090, P2, 270.00 W, 219.62 W, 72, 9638 MiB, 24576 MiB, 58 %
2026/09/07 13:19:42.833, NVIDIA GeForce RTX 3090, P2, 270.00 W, 194.13 W, 71, 9638 MiB, 24576 MiB, 0 %
2026/09/07 13:19:44.833, NVIDIA GeForce RTX 3090, P2, 270.00 W, 223.90 W, 73, 9638 MiB, 24576 MiB, 72 %
2026/09/07 13:19:46.834, NVIDIA GeForce RTX 3090, P2, 270.00 W, 226.43 W, 71, 9638 MiB, 24576 MiB, 1 %
2026/09/07 13:19:48.834, NVIDIA GeForce RTX 3090, P2, 270.00 W, 237.37 W, 72, 9638 MiB, 24576 MiB, 56 %
2026/09/07 13:19:50.835, NVIDIA GeForce RTX 3090, P2, 270.00 W, 222.02 W, 73, 9638 MiB, 24576 MiB, 44 %
2026/09/07 13:19:52.836, NVIDIA GeForce RTX 3090, P2, 270.00 W, 190.07 W, 71, 9638 MiB, 24576 MiB, 0 %
2026/09/07 13:19:54.836, NVIDIA GeForce RTX 3090, P2, 270.00 W, 233.48 W, 73, 9638 MiB, 24576 MiB, 57 %
2026/09/07 13:19:56.837, NVIDIA GeForce RTX 3090, P2, 270.00 W, 221.08 W, 71, 9638 MiB, 24576 MiB, 0 %
2026/09/07 13:19:58.838, NVIDIA GeForce RTX 3090, P2, 270.00 W, 236.75 W, 72, 9638 MiB, 24576 MiB, 20 %
2026/09/07 13:20:00.838, NVIDIA GeForce RTX 3090, P2, 270.00 W, 233.00 W, 74, 9638 MiB, 24576 MiB, 81 %
2026/09/07 13:20:02.839, NVIDIA GeForce RTX 3090, P2, 270.00 W, 187.13 W, 71, 9638 MiB, 24576 MiB, 0 %
2026/09/07 13:20:04.839, NVIDIA GeForce RTX 3090, P2, 270.00 W, 233.70 W, 73, 9638 MiB, 24576 MiB, 55 %
2026/09/07 13:20:06.840, NVIDIA GeForce RTX 3090, P2, 270.00 W, 216.43 W, 71, 9638 MiB, 24576 MiB, 58 %
2026/09/07 13:20:08.841, NVIDIA GeForce RTX 3090, P2, 270.00 W, 246.01 W, 72, 9638 MiB, 24576 MiB, 77 %
2026/09/07 13:20:10.841, NVIDIA GeForce RTX 3090, P2, 270.00 W, 230.10 W, 74, 9638 MiB, 24576 MiB, 6 %
2026/09/07 13:20:12.842, NVIDIA GeForce RTX 3090, P2, 270.00 W, 194.89 W, 72, 9638 MiB, 24576 MiB, 6 %
2026/09/07 13:20:14.843, NVIDIA GeForce RTX 3090, P2, 270.00 W, 229.98 W, 74, 9638 MiB, 24576 MiB, 64 %
2026/09/07 13:20:16.844, NVIDIA GeForce RTX 3090, P2, 270.00 W, 206.63 W, 71, 9638 MiB, 24576 MiB, 10 %
2026/09/07 13:20:18.844, NVIDIA GeForce RTX 3090, P2, 270.00 W, 246.23 W, 72, 9638 MiB, 24576 MiB, 68 %
2026/09/07 13:20:20.845, NVIDIA GeForce RTX 3090, P2, 270.00 W, 228.20 W, 74, 9638 MiB, 24576 MiB, 11 %
2026/09/07 13:20:22.845, NVIDIA GeForce RTX 3090, P2, 270.00 W, 169.44 W, 70, 9638 MiB, 24576 MiB, 0 %
2026/09/07 13:20:24.846, NVIDIA GeForce RTX 3090, P2, 270.00 W, 220.30 W, 73, 9638 MiB, 24576 MiB, 53 %
2026/09/07 13:20:26.847, NVIDIA GeForce RTX 3090, P2, 270.00 W, 224.71 W, 71, 9638 MiB, 24576 MiB, 0 %
2026/09/07 13:20:28.847, NVIDIA GeForce RTX 3090, P2, 270.00 W, 243.95 W, 73, 9638 MiB, 24576 MiB, 31 %
2026/09/07 13:20:30.848, NVIDIA GeForce RTX 3090, P2, 270.00 W, 233.18 W, 73, 9638 MiB, 24576 MiB, 67 %
2026/09/07 13:20:32.849, NVIDIA GeForce RTX 3090, P2, 270.00 W, 210.73 W, 74, 9638 MiB, 24576 MiB, 42 %
2026/09/07 13:20:34.849, NVIDIA GeForce RTX 3090, P2, 270.00 W, 233.79 W, 71, 9638 MiB, 24576 MiB, 0 %
2026/09/07 13:20:36.850, NVIDIA GeForce RTX 3090, P2, 270.00 W, 202.25 W, 71, 9638 MiB, 24576 MiB, 5 %
2026/09/07 13:20:38.850, NVIDIA GeForce RTX 3090, P2, 270.00 W, 248.96 W, 75, 9638 MiB, 24576 MiB, 33 %
2026/09/07 13:20:40.851, NVIDIA GeForce RTX 3090, P2, 270.00 W, 223.12 W, 72, 9638 MiB, 24576 MiB, 60 %
2026/09/07 13:20:42.852, NVIDIA GeForce RTX 3090, P2, 270.00 W, 211.71 W, 74, 9638 MiB, 24576 MiB, 43 %
2026/09/07 13:20:44.852, NVIDIA GeForce RTX 3090, P2, 270.00 W, 223.17 W, 72, 9638 MiB, 24576 MiB, 39 %
2026/09/07 13:20:46.853, NVIDIA GeForce RTX 3090, P2, 270.00 W, 199.86 W, 71, 9638 MiB, 24576 MiB, 0 %
2026/09/07 13:20:48.853, NVIDIA GeForce RTX 3090, P2, 270.00 W, 240.75 W, 73, 9638 MiB, 24576 MiB, 53 %
2026/09/07 13:20:50.854, NVIDIA GeForce RTX 3090, P2, 270.00 W, 236.45 W, 73, 9638 MiB, 24576 MiB, 42 %
2026/09/07 13:20:52.855, NVIDIA GeForce RTX 3090, P2, 270.00 W, 215.18 W, 74, 9638 MiB, 24576 MiB, 0 %
2026/09/07 13:20:54.855, NVIDIA GeForce RTX 3090, P2, 270.00 W, 233.19 W, 72, 9638 MiB, 24576 MiB, 55 %
2026/09/07 13:20:56.856, NVIDIA GeForce RTX 3090, P2, 270.00 W, 197.44 W, 71, 9638 MiB, 24576 MiB, 0 %
2026/09/07 13:20:58.856, NVIDIA GeForce RTX 3090, P2, 270.00 W, 244.61 W, 73, 9638 MiB, 24576 MiB, 53 %
2026/09/07 13:21:00.857, NVIDIA GeForce RTX 3090, P2, 270.00 W, 235.70 W, 73, 9638 MiB, 24576 MiB, 44 %
2026/09/07 13:21:02.857, NVIDIA GeForce RTX 3090, P2, 270.00 W, 222.45 W, 74, 9638 MiB, 24576 MiB, 0 %
2026/09/07 13:21:04.858, NVIDIA GeForce RTX 3090, P2, 270.00 W, 233.95 W, 71, 9638 MiB, 24576 MiB, 52 %
2026/09/07 13:21:06.859, NVIDIA GeForce RTX 3090, P2, 270.00 W, 194.31 W, 71, 9638 MiB, 24576 MiB, 6 %
2026/09/07 13:21:08.859, NVIDIA GeForce RTX 3090, P2, 270.00 W, 236.40 W, 73, 9638 MiB, 24576 MiB, 45 %
2026/09/07 13:21:10.860, NVIDIA GeForce RTX 3090, P2, 270.00 W, 241.71 W, 74, 9638 MiB, 24576 MiB, 60 %
2026/09/07 13:21:12.860, NVIDIA GeForce RTX 3090, P2, 270.00 W, 218.03 W, 74, 9638 MiB, 24576 MiB, 64 %
2026/09/07 13:21:14.861, NVIDIA GeForce RTX 3090, P2, 270.00 W, 224.26 W, 73, 9638 MiB, 24576 MiB, 34 %
2026/09/07 13:21:16.862, NVIDIA GeForce RTX 3090, P2, 270.00 W, 190.45 W, 71, 9638 MiB, 24576 MiB, 0 %
2026/09/07 13:21:18.862, NVIDIA GeForce RTX 3090, P2, 270.00 W, 229.12 W, 72, 9638 MiB, 24576 MiB, 78 %
2026/09/07 13:21:20.863, NVIDIA GeForce RTX 3090, P2, 270.00 W, 232.35 W, 72, 9638 MiB, 24576 MiB, 9 %
2026/09/07 13:21:22.863, NVIDIA GeForce RTX 3090, P2, 270.00 W, 233.35 W, 73, 9638 MiB, 24576 MiB, 55 %
2026/09/07 13:21:24.864, NVIDIA GeForce RTX 3090, P2, 270.00 W, 231.98 W, 74, 9638 MiB, 24576 MiB, 42 %
2026/09/07 13:21:26.865, NVIDIA GeForce RTX 3090, P2, 270.00 W, 191.12 W, 71, 9638 MiB, 24576 MiB, 0 %
2026/09/07 13:21:28.865, NVIDIA GeForce RTX 3090, P2, 270.00 W, 231.05 W, 73, 9638 MiB, 24576 MiB, 72 %
2026/09/07 13:21:30.866, NVIDIA GeForce RTX 3090, P2, 270.00 W, 232.96 W, 72, 9638 MiB, 24576 MiB, 7 %
2026/09/07 13:21:32.866, NVIDIA GeForce RTX 3090, P2, 270.00 W, 239.67 W, 73, 9638 MiB, 24576 MiB, 61 %
2026/09/07 13:21:34.867, NVIDIA GeForce RTX 3090, P2, 270.00 W, 223.10 W, 73, 9638 MiB, 24576 MiB, 12 %
2026/09/07 13:21:36.868, NVIDIA GeForce RTX 3090, P2, 270.00 W, 165.41 W, 69, 9638 MiB, 24576 MiB, 0 %
2026/09/07 13:21:38.868, NVIDIA GeForce RTX 3090, P2, 270.00 W, 235.34 W, 73, 9638 MiB, 24576 MiB, 54 %
2026/09/07 13:21:40.869, NVIDIA GeForce RTX 3090, P2, 270.00 W, 214.92 W, 71, 9638 MiB, 24576 MiB, 0 %
2026/09/07 13:21:42.869, NVIDIA GeForce RTX 3090, P2, 270.00 W, 244.93 W, 73, 9638 MiB, 24576 MiB, 64 %
2026/09/07 13:21:44.870, NVIDIA GeForce RTX 3090, P2, 270.00 W, 227.51 W, 74, 9638 MiB, 24576 MiB, 59 %
2026/09/07 13:21:46.871, NVIDIA GeForce RTX 3090, P2, 270.00 W, 188.53 W, 71, 9638 MiB, 24576 MiB, 5 %
2026/09/07 13:21:48.872, NVIDIA GeForce RTX 3090, P2, 270.00 W, 244.22 W, 73, 9638 MiB, 24576 MiB, 41 %
2026/09/07 13:21:50.873, NVIDIA GeForce RTX 3090, P2, 270.00 W, 233.15 W, 72, 9638 MiB, 24576 MiB, 56 %
2026/09/07 13:21:52.873, NVIDIA GeForce RTX 3090, P2, 270.00 W, 240.43 W, 75, 9638 MiB, 24576 MiB, 100 %
2026/09/07 13:21:54.874, NVIDIA GeForce RTX 3090, P2, 270.00 W, 220.50 W, 74, 9638 MiB, 24576 MiB, 5 %
2026/09/07 13:21:56.875, NVIDIA GeForce RTX 3090, P2, 270.00 W, 190.08 W, 71, 9638 MiB, 24576 MiB, 0 %
2026/09/07 13:21:58.875, NVIDIA GeForce RTX 3090, P2, 270.00 W, 235.73 W, 73, 9638 MiB, 24576 MiB, 26 %
2026/09/07 13:22:00.876, NVIDIA GeForce RTX 3090, P2, 270.00 W, 235.38 W, 73, 9638 MiB, 24576 MiB, 81 %
2026/09/07 13:22:02.876, NVIDIA GeForce RTX 3090, P2, 270.00 W, 214.60 W, 73, 9638 MiB, 24576 MiB, 0 %
2026/09/07 13:22:04.877, NVIDIA GeForce RTX 3090, P2, 270.00 W, 229.88 W, 72, 9638 MiB, 24576 MiB, 54 %
2026/09/07 13:22:06.878, NVIDIA GeForce RTX 3090, P2, 270.00 W, 192.21 W, 71, 9638 MiB, 24576 MiB, 5 %
2026/09/07 13:22:08.878, NVIDIA GeForce RTX 3090, P2, 270.00 W, 237.77 W, 74, 9638 MiB, 24576 MiB, 42 %
2026/09/07 13:22:10.879, NVIDIA GeForce RTX 3090, P2, 270.00 W, 231.90 W, 72, 9638 MiB, 24576 MiB, 56 %
2026/09/07 13:22:12.880, NVIDIA GeForce RTX 3090, P2, 270.00 W, 222.57 W, 74, 9638 MiB, 24576 MiB, 66 %
2026/09/07 13:22:14.880, NVIDIA GeForce RTX 3090, P2, 270.00 W, 217.40 W, 71, 9638 MiB, 24576 MiB, 7 %
2026/09/07 13:22:16.881, NVIDIA GeForce RTX 3090, P2, 270.00 W, 195.31 W, 71, 9638 MiB, 24576 MiB, 0 %
2026/09/07 13:22:18.882, NVIDIA GeForce RTX 3090, P2, 270.00 W, 236.39 W, 74, 9638 MiB, 24576 MiB, 56 %
2026/09/07 13:22:20.882, NVIDIA GeForce RTX 3090, P2, 270.00 W, 227.82 W, 72, 9638 MiB, 24576 MiB, 7 %
2026/09/07 13:22:22.883, NVIDIA GeForce RTX 3090, P2, 270.00 W, 231.94 W, 74, 9638 MiB, 24576 MiB, 33 %
2026/09/07 13:22:24.884, NVIDIA GeForce RTX 3090, P2, 270.00 W, 207.19 W, 71, 9638 MiB, 24576 MiB, 20 %
2026/09/07 13:22:26.884, NVIDIA GeForce RTX 3090, P2, 270.00 W, 188.91 W, 71, 9638 MiB, 24576 MiB, 0 %
2026/09/07 13:22:28.885, NVIDIA GeForce RTX 3090, P2, 270.00 W, 229.94 W, 73, 9638 MiB, 24576 MiB, 45 %
2026/09/07 13:22:30.885, NVIDIA GeForce RTX 3090, P2, 270.00 W, 208.78 W, 71, 9638 MiB, 24576 MiB, 55 %
2026/09/07 13:22:32.886, NVIDIA GeForce RTX 3090, P2, 270.00 W, 240.13 W, 73, 9638 MiB, 24576 MiB, 64 %
2026/09/07 13:22:34.886, NVIDIA GeForce RTX 3090, P2, 270.00 W, 226.39 W, 73, 9638 MiB, 24576 MiB, 8 %
2026/09/07 13:22:36.887, NVIDIA GeForce RTX 3090, P2, 270.00 W, 205.21 W, 73, 9638 MiB, 24576 MiB, 0 %
2026/09/07 13:22:38.888, NVIDIA GeForce RTX 3090, P2, 270.00 W, 227.75 W, 72, 9638 MiB, 24576 MiB, 66 %
2026/09/07 13:22:40.888, NVIDIA GeForce RTX 3090, P2, 270.00 W, 199.80 W, 71, 9638 MiB, 24576 MiB, 0 %
2026/09/07 13:22:42.889, NVIDIA GeForce RTX 3090, P2, 270.00 W, 235.31 W, 71, 9638 MiB, 24576 MiB, 54 %
2026/09/07 13:22:44.889, NVIDIA GeForce RTX 3090, P2, 270.00 W, 234.07 W, 73, 9638 MiB, 24576 MiB, 42 %
2026/09/07 13:22:46.890, NVIDIA GeForce RTX 3090, P2, 270.00 W, 212.65 W, 74, 9638 MiB, 24576 MiB, 42 %
2026/09/07 13:22:48.891, NVIDIA GeForce RTX 3090, P2, 270.00 W, 236.07 W, 72, 9638 MiB, 24576 MiB, 5 %
2026/09/07 13:22:50.891, NVIDIA GeForce RTX 3090, P2, 270.00 W, 189.14 W, 71, 9638 MiB, 24576 MiB, 5 %
2026/09/07 13:22:52.892, NVIDIA GeForce RTX 3090, P2, 270.00 W, 241.87 W, 74, 9638 MiB, 24576 MiB, 44 %
2026/09/07 13:22:54.893, NVIDIA GeForce RTX 3090, P2, 270.00 W, 229.75 W, 72, 9638 MiB, 24576 MiB, 55 %
2026/09/07 13:22:56.893, NVIDIA GeForce RTX 3090, P2, 270.00 W, 217.00 W, 72, 9638 MiB, 24576 MiB, 100 %
2026/09/07 13:22:58.894, NVIDIA GeForce RTX 3090, P2, 270.00 W, 226.96 W, 73, 9638 MiB, 24576 MiB, 1 %
2026/09/07 13:23:00.894, NVIDIA GeForce RTX 3090, P2, 270.00 W, 196.10 W, 71, 9638 MiB, 24576 MiB, 0 %
2026/09/07 13:23:02.895, NVIDIA GeForce RTX 3090, P2, 270.00 W, 234.70 W, 72, 9638 MiB, 24576 MiB, 29 %
2026/09/07 13:23:04.895, NVIDIA GeForce RTX 3090, P2, 270.00 W, 230.04 W, 74, 9638 MiB, 24576 MiB, 72 %
2026/09/07 13:23:06.896, NVIDIA GeForce RTX 3090, P2, 270.00 W, 206.74 W, 74, 9638 MiB, 24576 MiB, 0 %
2026/09/07 13:23:08.897, NVIDIA GeForce RTX 3090, P2, 270.00 W, 232.31 W, 73, 9638 MiB, 24576 MiB, 81 %
2026/09/07 13:23:10.897, NVIDIA GeForce RTX 3090, P2, 270.00 W, 197.34 W, 71, 9638 MiB, 24576 MiB, 6 %
2026/09/07 13:23:12.898, NVIDIA GeForce RTX 3090, P2, 270.00 W, 233.66 W, 72, 9638 MiB, 24576 MiB, 57 %
2026/09/07 13:23:14.898, NVIDIA GeForce RTX 3090, P2, 270.00 W, 227.64 W, 73, 9638 MiB, 24576 MiB, 43 %
2026/09/07 13:23:16.899, NVIDIA GeForce RTX 3090, P2, 270.00 W, 209.60 W, 73, 9638 MiB, 24576 MiB, 0 %
2026/09/07 13:23:18.899, NVIDIA GeForce RTX 3090, P2, 270.00 W, 225.86 W, 71, 9638 MiB, 24576 MiB, 65 %
2026/09/07 13:23:20.900, NVIDIA GeForce RTX 3090, P2, 270.00 W, 184.14 W, 69, 9638 MiB, 24576 MiB, 0 %
2026/09/07 13:23:22.901, NVIDIA GeForce RTX 3090, P2, 270.00 W, 238.26 W, 73, 9638 MiB, 24576 MiB, 12 %
2026/09/07 13:23:24.901, NVIDIA GeForce RTX 3090, P2, 270.00 W, 240.60 W, 74, 9638 MiB, 24576 MiB, 69 %
2026/09/07 13:23:26.902, NVIDIA GeForce RTX 3090, P2, 270.00 W, 202.96 W, 73, 9638 MiB, 24576 MiB, 69 %
2026/09/07 13:23:28.902, NVIDIA GeForce RTX 3090, P2, 270.00 W, 220.15 W, 72, 9638 MiB, 24576 MiB, 9 %
2026/09/07 13:23:30.903, NVIDIA GeForce RTX 3090, P2, 270.00 W, 194.80 W, 71, 9638 MiB, 24576 MiB, 10 %
2026/09/07 13:23:32.904, NVIDIA GeForce RTX 3090, P2, 270.00 W, 246.21 W, 74, 9638 MiB, 24576 MiB, 45 %
2026/09/07 13:23:34.904, NVIDIA GeForce RTX 3090, P2, 270.00 W, 236.50 W, 72, 9638 MiB, 24576 MiB, 64 %
2026/09/07 13:23:36.905, NVIDIA GeForce RTX 3090, P2, 270.00 W, 214.42 W, 73, 9638 MiB, 24576 MiB, 51 %
2026/09/07 13:23:38.905, NVIDIA GeForce RTX 3090, P2, 270.00 W, 230.12 W, 72, 9638 MiB, 24576 MiB, 12 %
2026/09/07 13:23:40.906, NVIDIA GeForce RTX 3090, P2, 270.00 W, 199.47 W, 71, 9638 MiB, 24576 MiB, 0 %
2026/09/07 13:23:42.907, NVIDIA GeForce RTX 3090, P2, 270.00 W, 229.96 W, 74, 9638 MiB, 24576 MiB, 73 %
2026/09/07 13:23:44.907, NVIDIA GeForce RTX 3090, P2, 270.00 W, 224.75 W, 73, 9638 MiB, 24576 MiB, 35 %
2026/09/07 13:23:46.908, NVIDIA GeForce RTX 3090, P2, 270.00 W, 193.56 W, 70, 9638 MiB, 24576 MiB, 11 %
2026/09/07 13:23:48.909, NVIDIA GeForce RTX 3090, P2, 270.00 W, 185.34 W, 70, 9638 MiB, 24576 MiB, 28 %
2026/09/07 13:23:50.909, NVIDIA GeForce RTX 3090, P2, 270.00 W, 180.93 W, 69, 9638 MiB, 24576 MiB, 30 %
2026/09/07 13:23:52.910, NVIDIA GeForce RTX 3090, P2, 270.00 W, 171.08 W, 68, 9638 MiB, 24576 MiB, 0 %
2026/09/07 13:23:54.910, NVIDIA GeForce RTX 3090, P2, 270.00 W, 188.73 W, 70, 9638 MiB, 24576 MiB, 34 %
2026/09/07 13:23:56.911, NVIDIA GeForce RTX 3090, P2, 270.00 W, 193.83 W, 72, 4932 MiB, 24576 MiB, 35 %
2026/09/07 13:23:58.912, NVIDIA GeForce RTX 3090, P2, 270.00 W, 175.28 W, 68, 4932 MiB, 24576 MiB, 0 %
