label,channel,filter,epsilon,fold_tree_l2,fold_tree_max_abs,convolved_tree_l2,convolved_tree_max_abs,logit_l2,logit_max_abs,route_max_js,route_branch_flips,fixed_argmax_changes,free_text
base:ancestor-chain-energy:eps-0.01,base,ancestor-chain-energy,-0.01,0.7308935572050841,0.13922691345214844,0.7467234580879907,0.14023590087890625,5.3372673988342285,0.03861045837402344,5.9962039813399315e-06,0,0,"The Westin is a mountainous stone, which is a stone's throw from the mountain of the hillside of"
base:ancestor-chain-energy:eps+0.01,base,ancestor-chain-energy,0.01,0.7427991514715737,0.14188385009765625,0.7590693971739864,0.14282798767089844,5.35431432723999,0.037863731384277344,6.08055415796116e-06,1,0,"The Westin is a mountainous stone, which is a stone's throw from the mountain of the hillside of"
base:ancestor-chain-energy:eps+0.10,base,ancestor-chain-energy,0.1,7.927112851543482,1.5328054428100586,8.106100420463704,1.540029525756836,53.4041862487793,0.35262107849121094,0.0006848659832030535,5,2,"The Westin is a stone-shaped stone's throw from the mountain of the mountain, and the rest of"
base:subtree-energy:eps-0.10,base,subtree-energy,-0.1,5.12395985885471,1.1014189720153809,5.30705030790753,1.1033005714416504,39.70708465576172,0.2826223373413086,0.000517609587404877,2,1,"The Westin is a mountainous village of the sixth day, and the oldest stone in the mountain of the hill"
base:subtree-energy:eps-0.01,base,subtree-energy,-0.01,0.5520504399951219,0.11931085586547852,0.571423369247646,0.11949443817138672,4.233395576477051,0.030732154846191406,5.9219892136752605e-06,0,0,"The Westin is a mountainous stone, which is a stone's throw from the mountain of the hillside of"
base:subtree-energy:eps+0.01,base,subtree-energy,0.01,0.5600077326400581,0.12117862701416016,0.5793789135844603,0.12136268615722656,4.271101474761963,0.03107309341430664,5.940411938354373e-06,1,0,"The Westin is a mountainous stone, which is a stone's throw from the mountain of the hillside of"
base:subtree-energy:eps+0.10,base,subtree-energy,0.1,5.902255470028628,1.28403902053833,6.084407901075703,1.2858448028564453,43.69536209106445,0.317746639251709,0.0006788641912862659,2,2,"The Westin is a stone-shaped stone's throw from the mountain of the mountain, and the rest of"
base:triangle-redistribute:eps-0.10,base,triangle-redistribute,-0.1,3.5994288839756945,0.6350641250610352,3.7605250476295966,0.6353836059570312,22.577241897583008,0.21501970291137695,0.00015329214511439204,2,1,"The Westin is a stone-shaped stone's throw from the mountain of the mountain, and the rest of"
base:triangle-redistribute:eps-0.01,base,triangle-redistribute,-0.01,0.3583323225420867,0.06148242950439453,0.3740776849470775,0.061516761779785156,2.291696786880493,0.021721363067626953,1.5771802281960845e-06,0,0,"The Westin is a mountainous stone, which is a stone's throw from the mountain of the hillside of"
base:triangle-redistribute:eps+0.01,base,triangle-redistribute,0.01,0.35757318243881975,0.06096458435058594,0.37314040927046926,0.06099987030029297,2.2960433959960938,0.021735191345214844,1.6083577065728605e-06,0,0,"The Westin is a mountainous stone, which is a stone's throw from the mountain of the hillside of"
base:triangle-redistribute:eps+0.10,base,triangle-redistribute,0.1,3.523955313485042,0.5839352607727051,3.666725065759622,0.5843267440795898,22.9997501373291,0.21645832061767578,0.00016411271644756198,6,1,"The Westin is a mountainous stone, which is a stone's throw from the mountain of the hillside,"
base:center-surround:eps-0.10,base,center-surround,-0.1,3.0835246513277275,0.4647045135498047,3.250801432231046,0.4661989212036133,18.92371368408203,0.1700916290283203,0.00013284885790199041,3,0,"The Westin is a mountainous stone, which is a stone's throw from the mountain of the hillside of"
base:center-surround:eps-0.01,base,center-surround,-0.01,0.30827749287113065,0.045037269592285156,0.32449298906099117,0.045215606689453125,1.913536548614502,0.017416954040527344,1.3552707969211042e-06,1,0,"The Westin is a mountainous stone, which is a stone's throw from the mountain of the hillside of"
base:center-surround:eps+0.01,base,center-surround,0.01,0.3080270423421729,0.04472827911376953,0.32407835513673294,0.04491615295410156,1.9151378870010376,0.017462730407714844,1.3258832041174173e-06,0,0,"The Westin is a mountainous stone, which is a stone's throw from the mountain of the hillside of"
base:center-surround:eps+0.10,base,center-surround,0.1,3.0560265217447333,0.4339008331298828,3.206664002085408,0.4363679885864258,19.062828063964844,0.17448043823242188,0.00013295648386701941,6,1,"The Westin is a mountainous stone, which is a stone's throw from the mountain of the hillside,"
base:alternating-highpass:eps-0.10,base,alternating-highpass,-0.1,3.4558645226708613,0.5388641357421875,3.890120562232791,0.5388631820678711,40.96415328979492,0.29584312438964844,0.0008087204769253731,5,1,"The Westin is a mountainous stone, which is a stone's throw from the mountain of the hillside,"
base:alternating-highpass:eps-0.01,base,alternating-highpass,-0.01,0.3473633463673206,0.05146312713623047,0.39192802303562135,0.05146312713623047,4.151886940002441,0.030059814453125,8.24144808575511e-06,1,0,"The Westin is a mountainous stone, which is a stone's throw from the mountain of the hillside of"
base:alternating-highpass:eps+0.01,base,alternating-highpass,0.01,0.3476751114074588,0.05088233947753906,0.39230523795713435,0.05088233947753906,4.171539783477783,0.03022289276123047,8.332135621458292e-06,0,0,"The Westin is a mountainous stone, which is a stone's throw from the mountain of the hillside of"
base:alternating-highpass:eps+0.10,base,alternating-highpass,0.1,3.4876957608282564,0.4813508987426758,3.92831032176393,0.4813499450683594,42.836463928222656,0.3120555877685547,0.0008856605272740126,11,2,"The Westin is a stone-somega-sale of the mountain of the mountain, which is the oldest"
base:depth-fine-minus-coarse:eps-0.10,base,depth-fine-minus-coarse,-0.1,5.282082024751182,1.100590705871582,5.348741358277168,1.1009197235107422,32.911773681640625,0.2849297523498535,6.681669037789106e-05,3,1,"The Westin is a stone-shaped stone's throw from the mountain of the mountain, and the rest of"
base:depth-fine-minus-coarse:eps-0.01,base,depth-fine-minus-coarse,-0.01,0.5136934000786217,0.10561180114746094,0.520230909164845,0.10564231872558594,3.320829391479492,0.0304337739944458,6.744230631738901e-07,1,0,"The Westin is a mountainous stone, which is a stone's throw from the mountain of the hillside of"
base:depth-fine-minus-coarse:eps+0.01,base,depth-fine-minus-coarse,0.01,0.5088258427581516,0.10427665710449219,0.5152642073055399,0.10430622100830078,3.319737195968628,0.030692338943481445,6.415875759557821e-07,0,0,"The Westin is a mountainous stone, which is a stone's throw from the mountain of the hillside of"
base:depth-fine-minus-coarse:eps+0.10,base,depth-fine-minus-coarse,0.1,4.812487747933636,0.9710135459899902,4.8707133489828704,0.9712591171264648,32.7299690246582,0.31217730045318604,6.500761082861573e-05,2,1,"The Westin is a mountainous stone, which is a stone's throw from the mountain of the hillside,"
base:haar-local-sibling:eps-0.10,base,haar-local-sibling,-0.1,3.5178679601786267,0.48117876052856445,3.8698242869240853,0.5113406181335449,31.525136947631836,0.22704458236694336,0.0004850059049203992,4,1,"The Westin is a mountainous stone, which is a stone's throw from the mountain of the hillside,"
base:haar-local-sibling:eps-0.01,base,haar-local-sibling,-0.01,0.35616192609166736,0.046538352966308594,0.3932472723890619,0.04634857177734375,3.2962520122528076,0.022963523864746094,5.197696737013757e-06,1,0,"The Westin is a mountainous stone, which is a stone's throw from the mountain of the hillside of"
base:haar-local-sibling:eps+0.01,base,haar-local-sibling,0.01,0.3570567878097912,0.0461268424987793,0.39434323024392254,0.045940399169921875,3.3336658477783203,0.02299785614013672,5.3178955568000674e-06,0,0,"The Westin is a mountainous stone, which is a stone's throw from the mountain of the hillside of"
base:haar-local-sibling:eps+0.10,base,haar-local-sibling,0.1,3.6092949729534114,0.4404783248901367,3.983085258042434,0.4388246536254883,35.282066345214844,0.24447917938232422,0.0005875811330042779,7,2,"The Westin is a stone-somega-sale of the mountain of the mountain, which is the oldest"
extra:uniform-gain:eps-0.10,extra,uniform-gain,-0.1,0.35164408823741955,0.029368296265602112,0.39877172101773356,0.031888872385025024,6.986530303955078,0.0522303581237793,5.1610724767670035e-05,0,0,"The Westin is a mountainous stone, which is a stone's throw from the mountain of the hillside of"
extra:uniform-gain:eps-0.01,extra,uniform-gain,-0.01,0.03733510789199749,0.0031412243843078613,0.04217363551780527,0.003391176462173462,0.7198024988174438,0.005381107330322266,5.960682756267488e-07,0,0,"The Westin is a mountainous stone, which is a stone's throw from the mountain of the hillside of"
extra:uniform-gain:eps+0.01,extra,uniform-gain,0.01,0.037818053415448485,0.0031870603561401367,0.04267925145075201,0.003435969352722168,0.723678469657898,0.005408287048339844,6.271548045333475e-07,0,0,"The Westin is a mountainous stone, which is a stone's throw from the mountain of the hillside of"
extra:uniform-gain:eps+0.10,extra,uniform-gain,0.1,0.399660084701769,0.033927083015441895,0.4490306697464094,0.03634342551231384,7.368916034698486,0.05483102798461914,6.70653535053134e-05,3,0,"The Westin is a mountainous stone, which is a stone's throw from the mountain of the hillside of"
extra:pascal-row-energy:eps-0.10,extra,pascal-row-energy,-0.1,0.2346992489175572,0.016694530844688416,0.23536622598480123,0.017326146364212036,3.130134344100952,0.02451467514038086,3.981112968176603e-06,8,0,"The Westin is a mountainous stone, which is a stone's throw from the mountain of the hillside of"
extra:pascal-row-energy:eps-0.01,extra,pascal-row-energy,-0.01,0.02448434931931008,0.001743897795677185,0.024446793763942157,0.0018047243356704712,0.31812354922294617,0.002490520477294922,7.201197149697691e-08,1,0,"The Westin is a mountainous stone, which is a stone's throw from the mountain of the hillside of"
extra:pascal-row-energy:eps+0.01,extra,pascal-row-energy,0.01,0.02467775875196218,0.0017583072185516357,0.0246172583648144,0.001818537712097168,0.3188093602657318,0.0024962425231933594,7.908192856120877e-08,0,0,"The Westin is a mountainous stone, which is a stone's throw from the mountain of the hillside of"
extra:pascal-row-energy:eps+0.10,extra,pascal-row-energy,0.1,0.2536974248666267,0.01810409128665924,0.25212125199777363,0.018677443265914917,3.199903726577759,0.025015830993652344,4.344401531852782e-06,6,0,"The Westin is a mountainous stone, which is a stone's throw from the mountain of the hillside of"
extra:gaussian-center-energy:eps-0.10,extra,gaussian-center-energy,-0.1,0.27284295373906675,0.020241692662239075,0.2819885601169717,0.02132876217365265,4.178399562835693,0.03240776062011719,8.1161706475541e-06,7,0,"The Westin is a mountainous stone, which is a stone's throw from the mountain of the hillside of"
extra:gaussian-center-energy:eps-0.01,extra,gaussian-center-energy,-0.01,0.028540494639301674,0.002123713493347168,0.029373324590956117,0.002230927348136902,0.42701485753059387,0.003310680389404297,1.3887256500311196e-07,0,0,"The Westin is a mountainous stone, which is a stone's throw from the mountain of the hillside of"
extra:gaussian-center-energy:eps+0.01,extra,gaussian-center-energy,0.01,0.02879719316820443,0.0021443963050842285,0.02961131580909576,0.002251178026199341,0.428618848323822,0.003323078155517578,1.0402436600998044e-07,0,0,"The Westin is a mountainous stone, which is a stone's throw from the mountain of the hillside of"
extra:gaussian-center-energy:eps+0.10,extra,gaussian-center-energy,0.1,0.2982410837050371,0.022285565733909607,0.30554579422192224,0.02332925796508789,4.33866024017334,0.033562660217285156,9.836192475631833e-06,3,0,"The Westin is a mountainous stone, which is a stone's throw from the mountain of the hillside of"
extra:impulse-center-energy:eps-0.10,extra,impulse-center-energy,-0.1,0.1364034505584949,0.013515204191207886,0.14121513786306167,0.013267263770103455,0.5150009989738464,0.004167795181274414,2.6596360839903355e-05,18,0,"The Westin is a mountainous stone, which is a stone's throw from the mountain of the hillside of"
extra:impulse-center-energy:eps-0.01,extra,impulse-center-energy,-0.01,0.015587172748061054,0.0014830157160758972,0.01610620247875798,0.001455642282962799,0.06130579859018326,0.0005011558532714844,3.7720019463449717e-07,10,0,"The Westin is a mountainous stone, which is a stone's throw from the mountain of the hillside of"
extra:impulse-center-energy:eps+0.01,extra,impulse-center-energy,0.01,0.01596870670464106,0.0015030726790428162,0.01649561680343534,0.001475304365158081,0.06349700689315796,0.0005202293395996094,3.895183908753097e-07,5,0,"The Westin is a mountainous stone, which is a stone's throw from the mountain of the hillside of"
extra:impulse-center-energy:eps+0.10,extra,impulse-center-energy,0.1,0.15592417567545852,0.015387721359729767,0.16371779879198406,0.015101484954357147,0.6671136021614075,0.005435466766357422,3.412994556128979e-05,27,0,"The Westin is a mountainous stone, which is a stone's throw from the mountain of the hillside of"
extra:ancestor-chain-energy:eps-0.10,extra,ancestor-chain-energy,-0.1,0.29732744881500645,0.02572302520275116,0.3778326516699827,0.030783891677856445,6.877284049987793,0.04735755920410156,8.731032721698284e-05,1,0,"The Westin is a mountainous stone, which is a stone's throw from the mountain of the hillside of"
extra:ancestor-chain-energy:eps-0.01,extra,ancestor-chain-energy,-0.01,0.0319894357094083,0.002779066562652588,0.04015780769764904,0.0033051669597625732,0.7006641626358032,0.004853725433349609,9.823415894061327e-07,0,0,"The Westin is a mountainous stone, which is a stone's throw from the mountain of the hillside of"
extra:ancestor-chain-energy:eps+0.01,extra,ancestor-chain-energy,0.01,0.032505162242946924,0.0028259754180908203,0.04068419908940608,0.003356039524078369,0.7025317549705505,0.004870414733886719,1.0105286492034793e-06,0,0,"The Westin is a mountainous stone, which is a stone's throw from the mountain of the hillside of"
extra:ancestor-chain-energy:eps+0.10,extra,ancestor-chain-energy,0.1,0.3476954323832165,0.03031960129737854,0.42875267893577157,0.03573578596115112,7.040690898895264,0.04878997802734375,0.00011471775360405445,0,0,"The Westin is a mountainous stone, which is a stone's throw from the mountain of the hillside of"
extra:subtree-energy:eps-0.10,extra,subtree-energy,-0.1,0.18807264963179962,0.019107915461063385,0.22593327087752135,0.020770832896232605,2.748537063598633,0.021010398864746094,9.182887151837349e-05,1,0,"The Westin is a mountainous stone, which is a stone's throw from the mountain of the hillside of"
extra:subtree-energy:eps-0.01,extra,subtree-energy,-0.01,0.019961628238813263,0.0020698755979537964,0.023867081357766943,0.0022504478693008423,0.2765241861343384,0.0021238327026367188,1.0790317901410162e-06,0,0,"The Westin is a mountainous stone, which is a stone's throw from the mountain of the hillside of"
extra:subtree-energy:eps+0.01,extra,subtree-energy,0.01,0.020267326080840937,0.0021022409200668335,0.024215474718785067,0.002285689115524292,0.2794124186038971,0.002147674560546875,1.1331976565998048e-06,0,0,"The Westin is a mountainous stone, which is a stone's throw from the mountain of the hillside of"
extra:subtree-energy:eps+0.10,extra,subtree-energy,0.1,0.21613895894559987,0.02227608859539032,0.2573536133209508,0.02421794831752777,2.9467875957489014,0.022667407989501953,0.00012223655357956886,0,0,"The Westin is a mountainous stone, which is a stone's throw from the mountain of the hillside of"
extra:triangle-redistribute:eps-0.10,extra,triangle-redistribute,-0.1,0.1523827044319213,0.011468261480331421,0.21481387248542297,0.01680736243724823,3.1523284912109375,0.021172523498535156,4.1134931962005794e-05,12,0,"The Westin is a mountainous stone, which is a stone's throw from the mountain of the hillside of"
extra:triangle-redistribute:eps-0.01,extra,triangle-redistribute,-0.01,0.015157467778203168,0.0011098980903625488,0.021793555527748327,0.0016703605651855469,0.32783639430999756,0.002196788787841797,4.297598934499547e-07,4,0,"The Westin is a mountainous stone, which is a stone's throw from the mountain of the hillside of"
extra:triangle-redistribute:eps+0.01,extra,triangle-redistribute,0.01,0.0151229678077061,0.0011004656553268433,0.02183542671759201,0.001665547490119934,0.3303808867931366,0.0022125244140625,4.204430297249928e-07,1,0,"The Westin is a mountainous stone, which is a stone's throw from the mountain of the hillside of"
extra:triangle-redistribute:eps+0.10,extra,triangle-redistribute,0.1,0.14893195735901918,0.010543599724769592,0.21872926865376116,0.016323968768119812,3.4001636505126953,0.022706031799316406,4.322358290664852e-05,9,0,"The Westin is a mountainous stone, which is a stone's throw from the mountain of the hillside of"
extra:center-surround:eps-0.10,extra,center-surround,-0.1,0.12242133494774177,0.008065268397331238,0.17429498683183323,0.012078434228897095,2.5311145782470703,0.017803192138671875,3.549782559275627e-05,10,0,"The Westin is a mountainous stone, which is a stone's throw from the mountain of the hillside of"
extra:center-surround:eps-0.01,extra,center-surround,-0.01,0.012258159413123249,0.0008438453078269958,0.01761218813982246,0.001195371150970459,0.25913283228874207,0.001819610595703125,3.8559301174245775e-07,4,0,"The Westin is a mountainous stone, which is a stone's throw from the mountain of the hillside of"
extra:center-surround:eps+0.01,extra,center-surround,0.01,0.012254068762551378,0.0008502975106239319,0.017639159983439127,0.0011921077966690063,0.26048675179481506,0.001827239990234375,3.3537799026817083e-07,0,0,"The Westin is a mountainous stone, which is a stone's throw from the mountain of the hillside of"
extra:center-surround:eps+0.10,extra,center-surround,0.1,0.12188330064334647,0.008696824312210083,0.1767256084282786,0.011747226119041443,2.661487579345703,0.01861286163330078,3.4593918826431036e-05,9,0,"The Westin is a mountainous stone, which is a stone's throw from the mountain of the hillside of"
extra:alternating-highpass:eps-0.10,extra,alternating-highpass,-0.1,0.12420336261425119,0.009619444608688354,0.15197945330702067,0.009592622518539429,0.6051564812660217,0.0052490234375,7.41004478186369e-05,25,0,"The Westin is a mountainous stone, which is a stone's throw from the mountain of the hillside of"
extra:alternating-highpass:eps-0.01,extra,alternating-highpass,-0.01,0.01231247232296893,0.0009182989597320557,0.01505289959685597,0.0009159296751022339,0.058591246604919434,0.0005016326904296875,7.311609806492925e-07,3,0,"The Westin is a mountainous stone, which is a stone's throw from the mountain of the hillside of"
extra:alternating-highpass:eps+0.01,extra,alternating-highpass,0.01,0.012349986531666508,0.000909075140953064,0.015108823158178521,0.0009067803621292114,0.05842960625886917,0.000499725341796875,7.176713552325964e-07,8,0,"The Westin is a mountainous stone, which is a stone's throw from the mountain of the hillside of"
extra:alternating-highpass:eps+0.10,extra,alternating-highpass,0.1,0.12549588692814512,0.008694574236869812,0.15381409147572694,0.009377561509609222,0.5837417244911194,0.004984855651855469,7.030554115772247e-05,19,0,"The Westin is a mountainous stone, which is a stone's throw from the mountain of the hillside of"
extra:depth-fine-minus-coarse:eps-0.10,extra,depth-fine-minus-coarse,-0.1,0.2417387213043405,0.023932278156280518,0.31130823485605175,0.027721405029296875,4.91640567779541,0.03227710723876953,2.576131373643875e-05,0,0,"The Westin is a mountainous stone, which is a stone's throw from the mountain of the hillside of"
extra:depth-fine-minus-coarse:eps-0.01,extra,depth-fine-minus-coarse,-0.01,0.023461512864925628,0.00231914222240448,0.030657502273506047,0.002704039216041565,0.5026484727859497,0.0032644271850585938,2.6775524020195007e-07,0,0,"The Westin is a mountainous stone, which is a stone's throw from the mountain of the hillside of"
extra:depth-fine-minus-coarse:eps+0.01,extra,depth-fine-minus-coarse,0.01,0.02322410018292779,0.0022936463356018066,0.030449694574067803,0.002678811550140381,0.5031875371932983,0.0032663345336914062,2.69974407274276e-07,0,0,"The Westin is a mountainous stone, which is a stone's throw from the mountain of the hillside of"
extra:depth-fine-minus-coarse:eps+0.10,extra,depth-fine-minus-coarse,0.1,0.21884395864294257,0.021475300192832947,0.29131683138696174,0.025293663144111633,4.969200611114502,0.03218793869018555,2.487732854206115e-05,2,0,"The Westin is a mountainous stone, which is a stone's throw from the mountain of the hillside of"
extra:haar-local-sibling:eps-0.10,extra,haar-local-sibling,-0.1,0.13206463963373136,0.00915256142616272,0.1494682555544087,0.009102851152420044,1.6768757104873657,0.011983394622802734,2.7050613425672054e-05,25,0,"The Westin is a mountainous stone, which is a stone's throw from the mountain of the hillside of"
extra:haar-local-sibling:eps-0.01,extra,haar-local-sibling,-0.01,0.013264777512962851,0.0008963346481323242,0.01496792046408716,0.0009351968765258789,0.17245011031627655,0.0012273788452148438,2.866581780835986e-07,3,0,"The Westin is a mountainous stone, which is a stone's throw from the mountain of the hillside of"
extra:haar-local-sibling:eps+0.01,extra,haar-local-sibling,0.01,0.013334194867902546,0.000911027193069458,0.015012940508914878,0.0009493529796600342,0.17332054674625397,0.0012331008911132812,2.825036062858999e-07,8,0,"The Westin is a mountainous stone, which is a stone's throw from the mountain of the hillside of"
extra:haar-local-sibling:eps+0.10,extra,haar-local-sibling,0.1,0.13655349668405856,0.009785830974578857,0.152033116575248,0.01013907790184021,1.770057201385498,0.012547969818115234,2.526643220335245e-05,18,0,"The Westin is a mountainous stone, which is a stone's throw from the mountain of the hillside of"
