channel,filter,coord,merge,node,root_depth,path_bits,right_count,active_position,normalization,raw_value,normalized_value,centered
base,impulse-center-energy,24,2,0,2,00,0,9,energy-rms,0.0,0.0,0
base,impulse-center-energy,28,3,0,1,0,0,10,energy-rms,0.0,0.0,0
base,ancestor-chain-energy,0,0,0,4,0000,0,0,energy-rms,0.0,0.0,0
base,ancestor-chain-energy,1,0,1,4,0001,1,1,energy-rms,0.0,0.0,0
base,ancestor-chain-energy,2,0,2,4,0010,1,2,energy-rms,0.0,0.0,0
base,ancestor-chain-energy,3,0,3,4,0011,2,3,energy-rms,1.0,1.6583123951777,0
base,ancestor-chain-energy,4,0,4,4,0100,1,4,energy-rms,0.0,0.0,0
base,ancestor-chain-energy,5,0,5,4,0101,2,5,energy-rms,0.0,0.0,0
base,ancestor-chain-energy,16,1,0,3,000,0,6,energy-rms,0.0,0.0,0
base,ancestor-chain-energy,17,1,1,3,001,1,7,energy-rms,1.0,1.6583123951777,0
base,ancestor-chain-energy,18,1,2,3,010,1,8,energy-rms,0.0,0.0,0
base,ancestor-chain-energy,24,2,0,2,00,0,9,energy-rms,1.0,1.6583123951777,0
base,ancestor-chain-energy,28,3,0,1,0,0,10,energy-rms,1.0,1.6583123951777,0
base,subtree-energy,0,0,0,4,0000,0,0,energy-rms,0.0,0.0,0
base,subtree-energy,1,0,1,4,0001,1,1,energy-rms,0.0,0.0,0
base,subtree-energy,2,0,2,4,0010,1,2,energy-rms,1.0,1.9148542155126762,0
base,subtree-energy,3,0,3,4,0011,2,3,energy-rms,1.0,1.9148542155126762,0
base,subtree-energy,4,0,4,4,0100,1,4,energy-rms,0.0,0.0,0
base,subtree-energy,5,0,5,4,0101,2,5,energy-rms,0.0,0.0,0
base,subtree-energy,16,1,0,3,000,0,6,energy-rms,0.0,0.0,0
base,subtree-energy,17,1,1,3,001,1,7,energy-rms,1.0,1.9148542155126762,0
base,subtree-energy,18,1,2,3,010,1,8,energy-rms,0.0,0.0,0
base,subtree-energy,24,2,0,2,00,0,9,energy-rms,0.0,0.0,0
base,subtree-energy,28,3,0,1,0,0,10,energy-rms,0.0,0.0,0
base,triangle-redistribute,0,0,0,4,0000,0,0,zero-mean-rms,0.0,-1.419904585617662,1
base,triangle-redistribute,1,0,1,4,0001,1,1,zero-mean-rms,0.19999999999999996,-0.7951465679458908,1
base,triangle-redistribute,2,0,2,4,0010,1,2,zero-mean-rms,0.4,-0.1703885502741193,1
base,triangle-redistribute,3,0,3,4,0011,2,3,zero-mean-rms,0.6,0.4543694673976518,1
base,triangle-redistribute,4,0,4,4,0100,1,4,zero-mean-rms,0.8,1.0791274850694232,1
base,triangle-redistribute,5,0,5,4,0101,2,5,zero-mean-rms,1.0,1.7038855027411943,1
base,triangle-redistribute,16,1,0,3,000,0,6,zero-mean-rms,0.8,1.0791274850694232,1
base,triangle-redistribute,17,1,1,3,001,1,7,zero-mean-rms,0.6,0.4543694673976518,1
base,triangle-redistribute,18,1,2,3,010,1,8,zero-mean-rms,0.4,-0.1703885502741193,1
base,triangle-redistribute,24,2,0,2,00,0,9,zero-mean-rms,0.19999999999999996,-0.7951465679458908,1
base,triangle-redistribute,28,3,0,1,0,0,10,zero-mean-rms,0.0,-1.419904585617662,1
base,center-surround,0,0,0,4,0000,0,0,zero-mean-rms,-0.3147870483915923,-0.7024842540602255,1
base,center-surround,1,0,1,4,0001,1,1,zero-mean-rms,-0.4415467719759586,-0.9515828201725947,1
base,center-surround,2,0,2,4,0010,1,2,zero-mean-rms,-0.3392046343493918,-0.7504678365265062,1
base,center-surround,3,0,3,4,0011,2,3,zero-mean-rms,0.11480832866642045,0.14172390139879767,1
base,center-surround,4,0,4,4,0100,1,4,zero-mean-rms,0.7155182746276623,1.3221933908955321,1
base,center-surround,5,0,5,4,0101,2,5,zero-mean-rms,1.0,1.8812352369299927,1
base,center-surround,16,1,0,3,000,0,6,zero-mean-rms,0.7155182746276623,1.3221933908955321,1
base,center-surround,17,1,1,3,001,1,7,zero-mean-rms,0.11480832866642045,0.14172390139879767,1
base,center-surround,18,1,2,3,010,1,8,zero-mean-rms,-0.3392046343493918,-0.7504678365265062,1
base,center-surround,24,2,0,2,00,0,9,zero-mean-rms,-0.4415467719759586,-0.9515828201725947,1
base,center-surround,28,3,0,1,0,0,10,zero-mean-rms,-0.3147870483915923,-0.7024842540602255,1
base,alternating-highpass,0,0,0,4,0000,0,0,zero-mean-rms,1.0,0.9128709291752769,1
base,alternating-highpass,1,0,1,4,0001,1,1,zero-mean-rms,-1.0,-1.0954451150103321,1
base,alternating-highpass,2,0,2,4,0010,1,2,zero-mean-rms,1.0,0.9128709291752769,1
base,alternating-highpass,3,0,3,4,0011,2,3,zero-mean-rms,-1.0,-1.0954451150103321,1
base,alternating-highpass,4,0,4,4,0100,1,4,zero-mean-rms,1.0,0.9128709291752769,1
base,alternating-highpass,5,0,5,4,0101,2,5,zero-mean-rms,-1.0,-1.0954451150103321,1
base,alternating-highpass,16,1,0,3,000,0,6,zero-mean-rms,1.0,0.9128709291752769,1
base,alternating-highpass,17,1,1,3,001,1,7,zero-mean-rms,-1.0,-1.0954451150103321,1
base,alternating-highpass,18,1,2,3,010,1,8,zero-mean-rms,1.0,0.9128709291752769,1
base,alternating-highpass,24,2,0,2,00,0,9,zero-mean-rms,-1.0,-1.0954451150103321,1
base,alternating-highpass,28,3,0,1,0,0,10,zero-mean-rms,1.0,0.9128709291752769,1
base,depth-fine-minus-coarse,0,0,0,4,0000,0,0,zero-mean-rms,4.0,0.7559289460184543,1
base,depth-fine-minus-coarse,1,0,1,4,0001,1,1,zero-mean-rms,4.0,0.7559289460184543,1
base,depth-fine-minus-coarse,2,0,2,4,0010,1,2,zero-mean-rms,4.0,0.7559289460184543,1
base,depth-fine-minus-coarse,3,0,3,4,0011,2,3,zero-mean-rms,4.0,0.7559289460184543,1
base,depth-fine-minus-coarse,4,0,4,4,0100,1,4,zero-mean-rms,4.0,0.7559289460184543,1
base,depth-fine-minus-coarse,5,0,5,4,0101,2,5,zero-mean-rms,4.0,0.7559289460184543,1
base,depth-fine-minus-coarse,16,1,0,3,000,0,6,zero-mean-rms,3.0,-0.28347335475692065,1
base,depth-fine-minus-coarse,17,1,1,3,001,1,7,zero-mean-rms,3.0,-0.28347335475692065,1
base,depth-fine-minus-coarse,18,1,2,3,010,1,8,zero-mean-rms,3.0,-0.28347335475692065,1
base,depth-fine-minus-coarse,24,2,0,2,00,0,9,zero-mean-rms,2.0,-1.3228756555322956,1
base,depth-fine-minus-coarse,28,3,0,1,0,0,10,zero-mean-rms,1.0,-2.3622779563076706,1
base,haar-local-sibling,0,0,0,4,0000,0,0,zero-mean-rms,1.0,0.7559289460184545,1
base,haar-local-sibling,1,0,1,4,0001,1,1,zero-mean-rms,-1.0,-1.3228756555322954,1
base,haar-local-sibling,2,0,2,4,0010,1,2,zero-mean-rms,1.0,0.7559289460184545,1
base,haar-local-sibling,3,0,3,4,0011,2,3,zero-mean-rms,-1.0,-1.3228756555322954,1
base,haar-local-sibling,4,0,4,4,0100,1,4,zero-mean-rms,1.0,0.7559289460184545,1
base,haar-local-sibling,5,0,5,4,0101,2,5,zero-mean-rms,-1.0,-1.3228756555322954,1
base,haar-local-sibling,16,1,0,3,000,0,6,zero-mean-rms,1.0,0.7559289460184545,1
base,haar-local-sibling,17,1,1,3,001,1,7,zero-mean-rms,-1.0,-1.3228756555322954,1
base,haar-local-sibling,18,1,2,3,010,1,8,zero-mean-rms,1.0,0.7559289460184545,1
base,haar-local-sibling,24,2,0,2,00,0,9,zero-mean-rms,1.0,0.7559289460184545,1
base,haar-local-sibling,28,3,0,1,0,0,10,zero-mean-rms,1.0,0.7559289460184545,1
extra,uniform-gain,0,0,0,4,0000,0,0,energy-rms,1.0,1.0,0
extra,uniform-gain,1,0,1,4,0001,1,1,energy-rms,1.0,1.0,0
extra,uniform-gain,2,0,2,4,0010,1,2,energy-rms,1.0,1.0,0
extra,uniform-gain,3,0,3,4,0011,2,3,energy-rms,1.0,1.0,0
extra,uniform-gain,4,0,4,4,0100,1,4,energy-rms,1.0,1.0,0
extra,uniform-gain,5,0,5,4,0101,2,5,energy-rms,1.0,1.0,0
extra,uniform-gain,16,1,0,3,000,0,6,energy-rms,1.0,1.0,0
extra,uniform-gain,17,1,1,3,001,1,7,energy-rms,1.0,1.0,0
extra,uniform-gain,18,1,2,3,010,1,8,energy-rms,1.0,1.0,0
extra,uniform-gain,24,2,0,2,00,0,9,energy-rms,1.0,1.0,0
extra,uniform-gain,28,3,0,1,0,0,10,energy-rms,1.0,1.0,0
extra,pascal-row-energy,0,0,0,4,0000,0,0,energy-rms,0.003968253968253968,0.007716086134471262,0
extra,pascal-row-energy,1,0,1,4,0001,1,1,energy-rms,0.03968253968253968,0.07716086134471262,0
extra,pascal-row-energy,2,0,2,4,0010,1,2,energy-rms,0.17857142857142858,0.3472238760512068,0
extra,pascal-row-energy,3,0,3,4,0011,2,3,energy-rms,0.47619047619047616,0.9259303361365514,0
extra,pascal-row-energy,4,0,4,4,0100,1,4,energy-rms,0.8333333333333334,1.6203780882389651,0
extra,pascal-row-energy,5,0,5,4,0101,2,5,energy-rms,1.0,1.9444537058867581,0
extra,pascal-row-energy,16,1,0,3,000,0,6,energy-rms,0.8333333333333334,1.6203780882389651,0
extra,pascal-row-energy,17,1,1,3,001,1,7,energy-rms,0.47619047619047616,0.9259303361365514,0
extra,pascal-row-energy,18,1,2,3,010,1,8,energy-rms,0.17857142857142858,0.3472238760512068,0
extra,pascal-row-energy,24,2,0,2,00,0,9,energy-rms,0.03968253968253968,0.07716086134471262,0
extra,pascal-row-energy,28,3,0,1,0,0,10,energy-rms,0.003968253968253968,0.007716086134471262,0
extra,gaussian-center-energy,0,0,0,4,0000,0,0,energy-rms,0.07557387471306087,0.12695197091771288,0
extra,gaussian-center-energy,1,0,1,4,0001,1,1,energy-rms,0.19149519501466308,0.32168116985778716,0
extra,gaussian-center-energy,2,0,2,4,0010,1,2,energy-rms,0.3946515457334271,0.6629512082952886,0
extra,gaussian-center-energy,3,0,3,4,0011,2,3,energy-rms,0.6615146556493746,1.1112383696680634,0
extra,gaussian-center-energy,4,0,4,4,0100,1,4,energy-rms,0.9018511586452826,1.514965092092265,0
extra,gaussian-center-energy,5,0,5,4,0101,2,5,energy-rms,1.0,1.67983938099938,0
extra,gaussian-center-energy,16,1,0,3,000,0,6,energy-rms,0.9018511586452826,1.514965092092265,0
extra,gaussian-center-energy,17,1,1,3,001,1,7,energy-rms,0.6615146556493746,1.1112383696680634,0
extra,gaussian-center-energy,18,1,2,3,010,1,8,energy-rms,0.3946515457334271,0.6629512082952886,0
extra,gaussian-center-energy,24,2,0,2,00,0,9,energy-rms,0.19149519501466308,0.32168116985778716,0
extra,gaussian-center-energy,28,3,0,1,0,0,10,energy-rms,0.07557387471306087,0.12695197091771288,0
extra,impulse-center-energy,0,0,0,4,0000,0,0,energy-rms,0.0,0.0,0
extra,impulse-center-energy,1,0,1,4,0001,1,1,energy-rms,0.0,0.0,0
extra,impulse-center-energy,2,0,2,4,0010,1,2,energy-rms,0.0,0.0,0
extra,impulse-center-energy,3,0,3,4,0011,2,3,energy-rms,0.0,0.0,0
extra,impulse-center-energy,4,0,4,4,0100,1,4,energy-rms,0.0,0.0,0
extra,impulse-center-energy,5,0,5,4,0101,2,5,energy-rms,1.0,3.3166247903554,0
extra,impulse-center-energy,16,1,0,3,000,0,6,energy-rms,0.0,0.0,0
extra,impulse-center-energy,17,1,1,3,001,1,7,energy-rms,0.0,0.0,0
extra,impulse-center-energy,18,1,2,3,010,1,8,energy-rms,0.0,0.0,0
extra,impulse-center-energy,24,2,0,2,00,0,9,energy-rms,0.0,0.0,0
extra,impulse-center-energy,28,3,0,1,0,0,10,energy-rms,0.0,0.0,0
extra,ancestor-chain-energy,0,0,0,4,0000,0,0,energy-rms,0.0,0.0,0
extra,ancestor-chain-energy,1,0,1,4,0001,1,1,energy-rms,0.0,0.0,0
extra,ancestor-chain-energy,2,0,2,4,0010,1,2,energy-rms,0.0,0.0,0
extra,ancestor-chain-energy,3,0,3,4,0011,2,3,energy-rms,1.0,1.6583123951777,0
extra,ancestor-chain-energy,4,0,4,4,0100,1,4,energy-rms,0.0,0.0,0
extra,ancestor-chain-energy,5,0,5,4,0101,2,5,energy-rms,0.0,0.0,0
extra,ancestor-chain-energy,16,1,0,3,000,0,6,energy-rms,0.0,0.0,0
extra,ancestor-chain-energy,17,1,1,3,001,1,7,energy-rms,1.0,1.6583123951777,0
extra,ancestor-chain-energy,18,1,2,3,010,1,8,energy-rms,0.0,0.0,0
extra,ancestor-chain-energy,24,2,0,2,00,0,9,energy-rms,1.0,1.6583123951777,0
extra,ancestor-chain-energy,28,3,0,1,0,0,10,energy-rms,1.0,1.6583123951777,0
extra,subtree-energy,0,0,0,4,0000,0,0,energy-rms,0.0,0.0,0
extra,subtree-energy,1,0,1,4,0001,1,1,energy-rms,0.0,0.0,0
extra,subtree-energy,2,0,2,4,0010,1,2,energy-rms,1.0,1.9148542155126762,0
extra,subtree-energy,3,0,3,4,0011,2,3,energy-rms,1.0,1.9148542155126762,0
extra,subtree-energy,4,0,4,4,0100,1,4,energy-rms,0.0,0.0,0
extra,subtree-energy,5,0,5,4,0101,2,5,energy-rms,0.0,0.0,0
extra,subtree-energy,16,1,0,3,000,0,6,energy-rms,0.0,0.0,0
extra,subtree-energy,17,1,1,3,001,1,7,energy-rms,1.0,1.9148542155126762,0
extra,subtree-energy,18,1,2,3,010,1,8,energy-rms,0.0,0.0,0
extra,subtree-energy,24,2,0,2,00,0,9,energy-rms,0.0,0.0,0
extra,subtree-energy,28,3,0,1,0,0,10,energy-rms,0.0,0.0,0
extra,triangle-redistribute,0,0,0,4,0000,0,0,zero-mean-rms,0.0,-1.419904585617662,1
extra,triangle-redistribute,1,0,1,4,0001,1,1,zero-mean-rms,0.19999999999999996,-0.7951465679458908,1
extra,triangle-redistribute,2,0,2,4,0010,1,2,zero-mean-rms,0.4,-0.1703885502741193,1
extra,triangle-redistribute,3,0,3,4,0011,2,3,zero-mean-rms,0.6,0.4543694673976518,1
extra,triangle-redistribute,4,0,4,4,0100,1,4,zero-mean-rms,0.8,1.0791274850694232,1
extra,triangle-redistribute,5,0,5,4,0101,2,5,zero-mean-rms,1.0,1.7038855027411943,1
extra,triangle-redistribute,16,1,0,3,000,0,6,zero-mean-rms,0.8,1.0791274850694232,1
extra,triangle-redistribute,17,1,1,3,001,1,7,zero-mean-rms,0.6,0.4543694673976518,1
extra,triangle-redistribute,18,1,2,3,010,1,8,zero-mean-rms,0.4,-0.1703885502741193,1
extra,triangle-redistribute,24,2,0,2,00,0,9,zero-mean-rms,0.19999999999999996,-0.7951465679458908,1
extra,triangle-redistribute,28,3,0,1,0,0,10,zero-mean-rms,0.0,-1.419904585617662,1
extra,center-surround,0,0,0,4,0000,0,0,zero-mean-rms,-0.3147870483915923,-0.7024842540602255,1
extra,center-surround,1,0,1,4,0001,1,1,zero-mean-rms,-0.4415467719759586,-0.9515828201725947,1
extra,center-surround,2,0,2,4,0010,1,2,zero-mean-rms,-0.3392046343493918,-0.7504678365265062,1
extra,center-surround,3,0,3,4,0011,2,3,zero-mean-rms,0.11480832866642045,0.14172390139879767,1
extra,center-surround,4,0,4,4,0100,1,4,zero-mean-rms,0.7155182746276623,1.3221933908955321,1
extra,center-surround,5,0,5,4,0101,2,5,zero-mean-rms,1.0,1.8812352369299927,1
extra,center-surround,16,1,0,3,000,0,6,zero-mean-rms,0.7155182746276623,1.3221933908955321,1
extra,center-surround,17,1,1,3,001,1,7,zero-mean-rms,0.11480832866642045,0.14172390139879767,1
extra,center-surround,18,1,2,3,010,1,8,zero-mean-rms,-0.3392046343493918,-0.7504678365265062,1
extra,center-surround,24,2,0,2,00,0,9,zero-mean-rms,-0.4415467719759586,-0.9515828201725947,1
extra,center-surround,28,3,0,1,0,0,10,zero-mean-rms,-0.3147870483915923,-0.7024842540602255,1
extra,alternating-highpass,0,0,0,4,0000,0,0,zero-mean-rms,1.0,0.9128709291752769,1
extra,alternating-highpass,1,0,1,4,0001,1,1,zero-mean-rms,-1.0,-1.0954451150103321,1
extra,alternating-highpass,2,0,2,4,0010,1,2,zero-mean-rms,1.0,0.9128709291752769,1
extra,alternating-highpass,3,0,3,4,0011,2,3,zero-mean-rms,-1.0,-1.0954451150103321,1
extra,alternating-highpass,4,0,4,4,0100,1,4,zero-mean-rms,1.0,0.9128709291752769,1
extra,alternating-highpass,5,0,5,4,0101,2,5,zero-mean-rms,-1.0,-1.0954451150103321,1
extra,alternating-highpass,16,1,0,3,000,0,6,zero-mean-rms,1.0,0.9128709291752769,1
extra,alternating-highpass,17,1,1,3,001,1,7,zero-mean-rms,-1.0,-1.0954451150103321,1
extra,alternating-highpass,18,1,2,3,010,1,8,zero-mean-rms,1.0,0.9128709291752769,1
extra,alternating-highpass,24,2,0,2,00,0,9,zero-mean-rms,-1.0,-1.0954451150103321,1
extra,alternating-highpass,28,3,0,1,0,0,10,zero-mean-rms,1.0,0.9128709291752769,1
extra,depth-fine-minus-coarse,0,0,0,4,0000,0,0,zero-mean-rms,4.0,0.7559289460184543,1
extra,depth-fine-minus-coarse,1,0,1,4,0001,1,1,zero-mean-rms,4.0,0.7559289460184543,1
extra,depth-fine-minus-coarse,2,0,2,4,0010,1,2,zero-mean-rms,4.0,0.7559289460184543,1
extra,depth-fine-minus-coarse,3,0,3,4,0011,2,3,zero-mean-rms,4.0,0.7559289460184543,1
extra,depth-fine-minus-coarse,4,0,4,4,0100,1,4,zero-mean-rms,4.0,0.7559289460184543,1
extra,depth-fine-minus-coarse,5,0,5,4,0101,2,5,zero-mean-rms,4.0,0.7559289460184543,1
extra,depth-fine-minus-coarse,16,1,0,3,000,0,6,zero-mean-rms,3.0,-0.28347335475692065,1
extra,depth-fine-minus-coarse,17,1,1,3,001,1,7,zero-mean-rms,3.0,-0.28347335475692065,1
extra,depth-fine-minus-coarse,18,1,2,3,010,1,8,zero-mean-rms,3.0,-0.28347335475692065,1
extra,depth-fine-minus-coarse,24,2,0,2,00,0,9,zero-mean-rms,2.0,-1.3228756555322956,1
extra,depth-fine-minus-coarse,28,3,0,1,0,0,10,zero-mean-rms,1.0,-2.3622779563076706,1
extra,haar-local-sibling,0,0,0,4,0000,0,0,zero-mean-rms,1.0,0.7559289460184545,1
extra,haar-local-sibling,1,0,1,4,0001,1,1,zero-mean-rms,-1.0,-1.3228756555322954,1
extra,haar-local-sibling,2,0,2,4,0010,1,2,zero-mean-rms,1.0,0.7559289460184545,1
extra,haar-local-sibling,3,0,3,4,0011,2,3,zero-mean-rms,-1.0,-1.3228756555322954,1
extra,haar-local-sibling,4,0,4,4,0100,1,4,zero-mean-rms,1.0,0.7559289460184545,1
extra,haar-local-sibling,5,0,5,4,0101,2,5,zero-mean-rms,-1.0,-1.3228756555322954,1
extra,haar-local-sibling,16,1,0,3,000,0,6,zero-mean-rms,1.0,0.7559289460184545,1
extra,haar-local-sibling,17,1,1,3,001,1,7,zero-mean-rms,-1.0,-1.3228756555322954,1
extra,haar-local-sibling,18,1,2,3,010,1,8,zero-mean-rms,1.0,0.7559289460184545,1
extra,haar-local-sibling,24,2,0,2,00,0,9,zero-mean-rms,1.0,0.7559289460184545,1
extra,haar-local-sibling,28,3,0,1,0,0,10,zero-mean-rms,1.0,0.7559289460184545,1
