owner,name,group,shape,dtype,count,mean,std,min,max,l2
model,extra.compressor.read_kernel.net.0.weight,extra.compressor,768x1152,float32,884736,-2.2057276510167867e-05,0.015120976604521275,-0.052263252437114716,0.05115063488483429,14.222867012023926
model,extra.compressor.read_kernel.net.0.bias,extra.compressor,768,float32,768,-0.00017232126265298575,0.014658519066870213,-0.026711951941251755,0.03633817657828331,0.40625688433647156
model,extra.compressor.read_kernel.net.2.weight,extra.compressor,384x768,float32,294912,1.0936776561720762e-05,0.01892932690680027,-0.05354490503668785,0.05475664511322975,10.27972412109375
model,extra.compressor.read_kernel.net.2.bias,extra.compressor,384,float32,384,0.001646780176088214,0.018547482788562775,-0.039570003747940063,0.03943101689219475,0.36488473415374756
model,extra.compressor.branch.weight,extra.compressor,384x384,float32,147456,-1.392909325659275e-05,0.0314498208463192,-0.1234554871916771,0.12321337312459946,12.07673168182373
model,extra.compressor.query_norm.weight,extra.compressor,384,float32,384,0.754138171672821,0.06461206823587418,0.612343430519104,0.9000848531723022,14.832170486450195
model,extra.compressor.query_norm.bias,extra.compressor,384,float32,384,-0.0015636286698281765,0.12799960374832153,-0.25097084045410156,0.226459801197052,2.5084569454193115
model,extra.compressor.slot_out.0.weight,extra.compressor,768x768,float32,589824,-0.00040987427928484976,0.03585265949368477,-0.31008970737457275,0.3548714518547058,27.53664207458496
model,extra.compressor.slot_out.0.bias,extra.compressor,768,float32,768,-0.010370341129601002,0.020567715167999268,-0.06694485992193222,0.06458735466003418,0.6383427977561951
model,extra.compressor.slot_out.2.weight,extra.compressor,384x768,float32,294912,-0.0001452912692911923,0.031071074306964874,-0.1911063939332962,0.17986437678337097,16.873579025268555
model,extra.compressor.slot_out.2.bias,extra.compressor,384,float32,384,0.0008430349407717586,0.036757420748472214,-0.1209336668252945,0.10831257700920105,0.7204847931861877
model,extra.compressor.slot_out.3.weight,extra.compressor,384,float32,384,0.880325973033905,0.04407701641321182,0.7109801173210144,1.042358636856079,17.27240562438965
model,extra.compressor.slot_out.3.bias,extra.compressor,384,float32,384,-0.004097200930118561,0.027141809463500977,-0.06594682484865189,0.06330437958240509,0.5378944873809814
model,extra.reconstructor.up_gain_logit,extra.reconstructor,scalar,float32,1,-3.1698081493377686,0.0,-3.1698081493377686,-3.1698081493377686,3.1698081493377686
model,extra.reconstructor.read_gain_logit,extra.reconstructor,scalar,float32,1,-2.9345054626464844,0.0,-2.9345054626464844,-2.9345054626464844,2.9345054626464844
model,extra.reconstructor.embedding.weight,extra.reconstructor,32003x384,float32,12289152,1.712415905785747e-05,0.8761679530143738,-4.671792984008789,4.840465068817139,3071.484619140625
model,extra.reconstructor.query.weight,extra.reconstructor,384x384,float32,147456,-4.487932164920494e-05,0.050941769033670425,-0.1877065896987915,0.2009783238172531,19.561647415161133
model,extra.reconstructor.cell.weight_ih,extra.reconstructor,1152x768,float32,884736,0.00039398708031512797,0.056683603674173355,-0.2566501796245575,0.2657007575035095,53.318115234375
model,extra.reconstructor.cell.weight_hh,extra.reconstructor,1152x384,float32,442368,-9.777816012501717e-05,0.0548706017434597,-0.24802863597869873,0.41989827156066895,36.49490737915039
model,extra.reconstructor.cell.bias_ih,extra.reconstructor,1152,float32,1152,-0.03708404675126076,0.06619188189506531,-0.2125007063150406,0.07783519476652145,2.575187921524048
model,extra.reconstructor.cell.bias_hh,extra.reconstructor,1152,float32,1152,-0.03688504174351692,0.06773579865694046,-0.21627745032310486,0.09812615066766739,2.6177926063537598
model,extra.reconstructor.output.weight,extra.reconstructor,32003x768,float32,24578304,-0.0002643241314217448,0.05000843480229378,-0.3100912272930145,0.333551287651062,247.9278564453125
model,extra.reconstructor.output.bias,extra.reconstructor,32003,float32,32003,0.056508246809244156,0.04756241291761398,-0.16558729112148285,0.49922874569892883,13.213177680969238
model,extra.reconstructor.up_kernel.net.0.weight,extra.reconstructor,768x1152,float32,884736,0.00011465595162007958,0.027024978771805763,-0.19240160286426544,0.21620580554008484,25.420032501220703
model,extra.reconstructor.up_kernel.net.0.bias,extra.reconstructor,768,float32,768,-0.002250527497380972,0.02821316011250019,-0.08333203196525574,0.0827578529715538,0.7843496203422546
model,extra.reconstructor.up_kernel.net.2.weight,extra.reconstructor,384x768,float32,294912,-4.866825838689692e-05,0.027678044512867928,-0.1402532160282135,0.1441396176815033,15.030806541442871
model,extra.reconstructor.up_kernel.net.2.bias,extra.reconstructor,384,float32,384,0.0030474902596324682,0.049706101417541504,-0.1472364068031311,0.18679428100585938,0.9758656024932861
model,extra.reconstructor.read_kernel.net.0.weight,extra.reconstructor,768x1152,float32,884736,-4.30868640250992e-05,0.03780672699213028,-0.24010951817035675,0.2469518929719925,35.56118392944336
model,extra.reconstructor.read_kernel.net.0.bias,extra.reconstructor,768,float32,768,-0.026196416467428207,0.021273408085107803,-0.10585825145244598,0.025139091536402702,0.9352038502693176
model,extra.reconstructor.read_kernel.net.2.weight,extra.reconstructor,384x768,float32,294912,0.0002564542228356004,0.0416366308927536,-0.26763686537742615,0.22868715226650238,22.611534118652344
model,extra.reconstructor.read_kernel.net.2.bias,extra.reconstructor,384,float32,384,-0.00411201361566782,0.0332212932407856,-0.09249161183834076,0.08879876136779785,0.6559697389602661
model,extra.reconstructor.branch.weight,extra.reconstructor,384x384,float32,147456,-9.706596756586805e-05,0.03377554938197136,-0.12299368530511856,0.12838153541088104,12.969862937927246
model,extra.reconstructor.depth_embedding.weight,extra.reconstructor,6x384,float32,2304,0.0038663276936858892,0.7436805367469788,-2.573174476623535,2.8585855960845947,35.6971435546875
f04-guided-theta,base.head,base.head,5x16,float32,80,-0.0035669077187776566,0.03548651561141014,-0.05486573651432991,0.057485274970531464,0.31900036334991455
f04-guided-theta,base.bias,base.bias,5,float32,5,-0.028931749984622,0.013990879990160465,-0.04166224226355553,-0.002308094408363104,0.0718606561422348
f04-guided-theta,base.projection.weight,base.projection,16x768,float32,12288,-0.0003848102642223239,0.02879842184484005,-0.08502469211816788,0.08611447364091873,3.1926262378692627
f04-guided-theta,extra.head,extra.head,5x16,float32,80,0.00642058253288269,0.029856590554118156,-0.052562788128852844,0.0518924742937088,0.2731504738330841
f04-guided-theta,extra.bias,extra.bias,5,float32,5,-0.022295678034424782,0.01712028682231903,-0.049554694443941116,0.0031449731905013323,0.06285703927278519
f04-guided-theta,extra.projection.weight,extra.projection,16x1152,float32,18432,-6.873674919916084e-06,0.021131880581378937,-0.07339613884687424,0.0699145719408989,2.868959426879883
