channel,coord,merge,node,epsilon,own_delta_l2,max_ancestor_delta_l2,root_delta_l2,on_path_energy,off_path_energy,off_path_ratio
base,3,0,3,-0.001,0.01026987936347723,0.0072034508921206,0.0031456234864890575,0.00020080950710181684,0.0,0.0
base,3,0,3,0.001,0.010274494998157024,0.007206609006971121,0.003149062627926469,0.00020103154088035662,0.0,0.0
base,3,0,3,0.01,0.10292904824018478,0.07218196243047714,0.03152293711900711,0.02016810451702611,0.0,0.0
base,3,0,3,0.1,1.0447885990142822,0.7328030467033386,0.32006749510765076,2.0784708250377824,0.0,0.0
base,4,0,4,-0.1,1.0177868604660034,0.7091397047042847,0.49722710251808167,2.536117917870458,0.0,0.0
base,4,0,4,-0.01,0.10398108512163162,0.07243615388870239,0.05079226568341255,0.026465767349956287,0.0,0.0
base,4,0,4,-0.001,0.010417249985039234,0.0072551146149635315,0.005087095312774181,0.0002655495508458129,0.0,0.0
base,4,0,4,0.001,0.01042180135846138,0.007261965423822403,0.005092650186270475,0.00026595639902825307,0.0,0.0
base,4,0,4,0.01,0.10440360009670258,0.07273276895284653,0.05100021883845329,0.026682267715388758,0.0,0.0
base,4,0,4,0.1,1.0597587823867798,0.7381364107131958,0.5175663232803345,2.748529196474877,0.0,0.0
base,5,0,5,-0.1,0.9940129518508911,0.69189453125,0.48036274313926697,2.406994563187199,0.0,0.0
base,5,0,5,-0.01,0.10155199468135834,0.07067247480154037,0.04905877634882927,0.02511553208660025,0.0,0.0
base,5,0,5,-0.001,0.01017376035451889,0.007078848779201508,0.004915637895464897,0.0002520525916674468,0.0,0.0
base,5,0,5,0.001,0.010178137570619583,0.007085083983838558,0.004916180856525898,0.00025232898295069264,0.0,0.0
base,5,0,5,0.01,0.10196498781442642,0.07096126675605774,0.0492577999830246,0.025320523217580215,0.0,0.0
base,5,0,5,0.1,1.0350044965744019,0.7201758027076721,0.4998176097869873,2.608175967646865,0.0,0.0
base,16,1,0,-0.1,0.9611856341362,0.6193740367889404,0.4078640341758728,1.6402081614664716,0.0,0.0
base,16,1,0,-0.01,0.09819840639829636,0.06327185779809952,0.041662827134132385,0.017117837338005093,0.0,0.0
base,16,1,0,-0.001,0.00983776617795229,0.006338118109852076,0.004173906985670328,0.00017179638359655198,0.0,0.0
base,16,1,0,0.001,0.009842065162956715,0.006342622451484203,0.004175177775323391,0.00017195932514506643,0.0,0.0
base,16,1,0,0.01,0.09859754890203476,0.06352951377630234,0.04182897508144379,0.017256802082870615,0.0,0.0
base,16,1,0,0.1,1.0008232593536377,0.6448308825492859,0.42453163862228394,1.7779082879351726,0.0,0.0
base,17,1,1,-0.1,1.1854957342147827,0.8025255799293518,0.5267572999000549,2.604393948278382,0.0,0.0
base,17,1,1,-0.01,0.12111470848321915,0.08200359344482422,0.05379936471581459,0.027182105236489645,0.0,0.0
base,17,1,1,-0.001,0.012133769690990448,0.00821479968726635,0.005387371405959129,0.00027275884214740184,0.0,0.0
base,17,1,1,0.001,0.01213892549276352,0.008219633251428604,0.005392397753894329,0.000273071789979264,0.0,0.0
base,17,1,1,0.01,0.12160732597112656,0.0823417454957962,0.054014187306165695,0.02740356964183341,0.0,0.0
base,17,1,1,0.1,1.234383463859558,0.8359237909317017,0.5481007695198059,2.823300027191955,0.0,0.0
base,18,1,2,-0.1,1.2732577323913574,1.2732577323913574,0.89412921667099,4.841304618398119,0.0,0.0
base,18,1,2,-0.01,0.13008099794387817,0.13008099794387817,0.09132649004459381,0.05052318761988106,0.0,0.0
base,18,1,2,-0.001,0.01303197257220745,0.01303197257220745,0.009151102975010872,0.0005071499895640402,0.0,0.0
base,18,1,2,0.001,0.013037695549428463,0.013037695549428463,0.009151192381978035,0.0005074516545031191,0.0,0.0
base,18,1,2,0.01,0.13060976564884186,0.13060976564884186,0.09169203042984009,0.05093267865438422,0.0,0.0
base,18,1,2,0.1,1.3257646560668945,1.3257646560668945,0.9304112195968628,5.246633921655786,0.0,0.0
base,24,2,0,-0.1,1.267512559890747,0.8266618847846985,0.8266618847846985,2.973327832992375,0.0,0.0
base,24,2,0,-0.01,0.12949390709400177,0.08440980315208435,0.08440980315208435,0.03101870171081722,0.0,0.0
base,24,2,0,-0.001,0.01297302171587944,0.00845787487924099,0.00845787487924099,0.0003113705873864711,0.0,0.0
base,24,2,0,0.001,0.01297854632139206,0.008457720279693604,0.008457720279693604,0.00031150872927560025,0.0,0.0
base,24,2,0,0.01,0.13002023100852966,0.08474341034889221,0.08474341034889221,0.03126815166663288,0.0,0.0
base,24,2,0,0.1,1.3197826147079468,0.859829843044281,0.859829843044281,3.2204408680644505,0.0,0.0
base,28,3,0,-0.1,1.620724081993103,1.620724081993103,1.620724081993103,5.253493099904773,0.0,0.0
base,28,3,0,-0.01,0.16557958722114563,0.16557958722114563,0.16557958722114563,0.054833199408649946,0.0,0.0
base,28,3,0,-0.001,0.016587985679507256,0.016587985679507256,0.016587985679507256,0.0005503225378070756,0.0,0.0
base,28,3,0,0.001,0.016595425084233284,0.016595425084233284,0.016595425084233284,0.0005508162674527986,0.0,0.0
base,28,3,0,0.01,0.1662524938583374,0.1662524938583374,0.1662524938583374,0.05527978342823303,0.0,0.0
base,28,3,0,0.1,1.6875598430633545,1.6875598430633545,1.6875598430633545,5.695716447840027,0.0,0.0
extra,0,0,0,-0.1,0.02794813923537731,0.019713014364242554,0.009369103237986565,0.0015241887398332737,0.0,0.0
extra,0,0,0,-0.01,0.0028552901931107044,0.0020128367468714714,0.0009579065954312682,1.5905074216061415e-05,0.0,0.0
extra,0,0,0,-0.001,0.00028605153784155846,0.0002016107609961182,9.591650450602174e-05,1.5958909953890425e-07,0.0,0.0
extra,0,0,0,0.001,0.0002861773537006229,0.00020175849203951657,9.612976282369345e-05,1.5982459333491418e-07,0.0,0.0
extra,0,0,0,0.01,0.0028668956365436316,0.0020207257475703955,0.0009618743788450956,1.6033158552974732e-05,0.0,0.0
extra,0,0,0,0.1,0.02910066768527031,0.0204919520765543,0.009765641763806343,0.0016508983626715677,0.0,0.0
extra,1,0,1,-0.1,0.027916857972741127,0.01941094733774662,0.008975421078503132,0.0014906928892563813,0.0,0.0
extra,1,0,1,-0.01,0.002852089935913682,0.001981005072593689,0.0009162420756183565,1.5544367854680248e-05,0.0,0.0
extra,1,0,1,-0.001,0.0002857300278265029,0.00019840533786918968,9.176595631288365e-05,1.5597458694251082e-07,0.0,0.0
extra,1,0,1,0.001,0.0002858566294889897,0.0001985458075068891,9.1765214165207e-05,1.5610670919808465e-07,0.0,0.0
extra,1,0,1,0.01,0.002863688860088587,0.0019886542577296495,0.0009198987390846014,1.5668395808738432e-05,0.0,0.0
extra,1,0,1,0.1,0.02906809374690056,0.02017199620604515,0.009333440102636814,0.0016134191611016395,0.0,0.0
extra,2,0,2,-0.1,0.022142617031931877,0.01590532623231411,0.007447997573763132,0.0009704913462132603,0.0,0.0
extra,2,0,2,-0.01,0.0022621715907007456,0.0016249443870037794,0.0007614314672537148,1.013098650203904e-05,0.0,0.0
extra,2,0,2,-0.001,0.00022663397248834372,0.00016280700219795108,7.632156484760344e-05,1.0171333373634649e-07,0.0,0.0
extra,2,0,2,0.001,0.00022673062630929053,0.0001628607715247199,7.62773270253092e-05,1.0174948639697211e-07,0.0,0.0
extra,2,0,2,0.01,0.002271367935463786,0.0016315478133037686,0.0007646703743375838,1.0213902255819318e-05,0.0,0.0
extra,2,0,2,0.1,0.02305573783814907,0.016561221331357956,0.007767460308969021,0.0010525732186802087,0.0,0.0
extra,3,0,3,-0.1,0.027413319796323776,0.01969132386147976,0.0096304751932621,0.0015028277788207813,0.0,0.0
extra,3,0,3,-0.01,0.002800647635012865,0.002011744538322091,0.0009923364268615842,1.5719342231589384e-05,0.0,0.0
extra,3,0,3,-0.001,0.0002805792319122702,0.00020154728554189205,9.952607069863006e-05,1.5783106223892356e-07,0.0,0.0
extra,3,0,3,0.001,0.0002806990232784301,0.0002016231883317232,9.960243187379092e-05,1.579639055431288e-07,0.0,0.0
extra,3,0,3,0.01,0.0028120356146246195,0.0020199199207127094,0.0009984620846807957,1.585565638234106e-05,0.0,0.0
extra,3,0,3,0.1,0.02854379452764988,0.02050335519015789,0.01023833081126213,0.0016379295417758644,0.0,0.0
extra,4,0,4,-0.1,0.02555329166352749,0.017779149115085602,0.010910199023783207,0.0015232318868313218,0.0,0.0
extra,4,0,4,-0.01,0.002610620344057679,0.0018174145370721817,0.0011270984541624784,1.5962031630681317e-05,0.0,0.0
extra,4,0,4,-0.001,0.00026154107763431966,0.00018212490249425173,0.00011302876373520121,1.602936983702185e-07,0.0,0.0
extra,4,0,4,0.001,0.0002616540004964918,0.00018215877935290337,0.00011319007171550766,1.6045044243642113e-07,0.0,0.0
extra,4,0,4,0.01,0.0026212374214082956,0.0018250608118250966,0.0011346059618517756,1.6107240930449758e-05,0.0,0.0
extra,4,0,4,0.1,0.026607060804963112,0.018535688519477844,0.011638054624199867,0.0016659678133329296,0.0,0.0
extra,5,0,5,-0.1,0.025970226153731346,0.01812334917485714,0.011758928187191486,0.0016079090013265945,0.0,0.0
extra,5,0,5,-0.01,0.0026532155461609364,0.001852570683695376,0.0012017744593322277,1.6792112712771717e-05,0.0,0.0
extra,5,0,5,-0.001,0.0002658057783264667,0.00018564183847047389,0.00012039216380799189,1.6856704238587449e-07,0.0,0.0
extra,5,0,5,0.001,0.0002659237361513078,0.00018568859377410263,0.0001204946092911996,1.6871384290075548e-07,0.0,0.0
extra,5,0,5,0.01,0.002664003986865282,0.0018603132339194417,0.0012069110525771976,1.693171647629174e-05,0.0,0.0
extra,5,0,5,0.1,0.02704118937253952,0.018894454464316368,0.012260948307812214,0.0017458884485034801,0.0,0.0
extra,16,1,0,-0.1,0.038804661482572556,0.026328375563025475,0.01818574219942093,0.0028604275512523654,0.0,0.0
extra,16,1,0,-0.01,0.0039644320495426655,0.002690047724172473,0.0018599525792524219,2.9871925427902034e-05,0.0,0.0
extra,16,1,0,-0.001,0.0003971666737925261,0.0002695647708605975,0.00018633842410054058,2.9985054905309113e-07,0.0,0.0
extra,16,1,0,0.001,0.0003973432758357376,0.0002695281582418829,0.00018647321849130094,3.0007162936614544e-07,0.0,0.0
extra,16,1,0,0.01,0.003980548121035099,0.0027009702753275633,0.0018680054927244782,3.0118892813776752e-05,0.0,0.0
extra,16,1,0,0.1,0.040404897183179855,0.027419252321124077,0.018974699079990387,0.0031044495245851796,0.0,0.0
extra,17,1,1,-0.1,0.03410087153315544,0.023111900314688683,0.016383375972509384,0.0022338593919900736,0.0,0.0
extra,17,1,1,-0.01,0.0034838749561458826,0.0023614682722836733,0.0016869687242433429,2.3405644064213336e-05,0.0,0.0
extra,17,1,1,-0.001,0.0003490225353743881,0.00023665443586651236,0.00016924692317843437,2.3511109422519693e-07,0.0,0.0
extra,17,1,1,0.001,0.00034917419543489814,0.00023661760496906936,0.0001692220102995634,2.3518268727855809e-07,0.0,0.0
extra,17,1,1,0.01,0.00349803757853806,0.0023710376117378473,0.0016971213044598699,2.361852770124307e-05,0.0,0.0
extra,17,1,1,0.1,0.03550713136792183,0.02406982146203518,0.017386946827173233,0.0024447245231350063,0.0,0.0
extra,18,1,2,-0.1,0.034206781536340714,0.034206781536340714,0.021381312981247902,0.00325452889575404,0.0,0.0
extra,18,1,2,-0.01,0.0034946983214467764,0.0034946983214467764,0.0022010270040482283,3.411487246094487e-05,0.0,0.0
extra,18,1,2,-0.001,0.0003501075552776456,0.0003501075552776456,0.0002207033830927685,3.42570567142166e-07,0.0,0.0
extra,18,1,2,0.001,0.00035026343539357185,0.00035026343539357185,0.00022087931574787945,3.429442925979166e-07,0.0,0.0
extra,18,1,2,0.01,0.0035089002922177315,0.0035089002922177315,0.0022143980022519827,3.4431879546206507e-05,0.0,0.0
extra,18,1,2,0.1,0.0356173999607563,0.0356173999607563,0.022685294970870018,0.003566443575759727,0.0,0.0
extra,24,2,0,-0.1,0.04481803625822067,0.03152637556195259,0.03152637556195259,0.003996481086189746,0.0,0.0
extra,24,2,0,-0.01,0.004578784573823214,0.0032416365575045347,0.0032416365575045347,4.198168331538113e-05,0.0,0.0
extra,24,2,0,-0.001,0.0004587134753819555,0.00032493489561602473,0.00032493489561602473,4.215834252749857e-07,0.0,0.0
extra,24,2,0,0.001,0.0004589170857798308,0.0003252493334002793,0.0003252493334002793,4.2217914937530465e-07,0.0,0.0
extra,24,2,0,0.01,0.004597395658493042,0.003259081393480301,0.003259081393480301,4.237926989938967e-05,0.0,0.0
extra,24,2,0,0.1,0.04666625335812569,0.033254582434892654,0.033254582434892654,0.004389473708322919,0.0,0.0
extra,28,3,0,-0.1,0.05319422110915184,0.05319422110915184,0.05319422110915184,0.0056592503188186705,0.0,0.0
extra,28,3,0,-0.01,0.005434519611299038,0.005434519611299038,0.005434519611299038,5.906800681118769e-05,0.0,0.0
extra,28,3,0,-0.001,0.0005444441339932382,0.0005444441339932382,0.0005444441339932382,5.928388300792942e-07,0.0,0.0
extra,28,3,0,0.001,0.0005446893628686666,0.0005446893628686666,0.0005446893628686666,5.93373004044548e-07,0.0,0.0
extra,28,3,0,0.01,0.005456617567688227,0.005456617567688227,0.005456617567688227,5.954935056000756e-05,0.0,0.0
extra,28,3,0,0.1,0.055387839674949646,0.055387839674949646,0.055387839674949646,0.006135625567715852,0.0,0.0
