intervention,concept,surface,piece_index,token_id,piece,decode_step,probability,rank
baseline,push,pushes,0,26,▁p,12,0.0009620592463761568,71
baseline,push,pushes,0,26,▁p,13,0.005411781370639801,16
baseline,push,pushes,0,26,▁p,14,0.013561475090682507,10
baseline,push,pushes,0,26,▁p,15,0.0015835793456062675,36
baseline,push,pushes,0,26,▁p,16,1.7731495972839184e-05,148
baseline,push,pushes,0,26,▁p,17,0.0029566276352852583,29
baseline,push,pushes,0,26,▁p,18,0.0022246248554438353,55
baseline,push,pushes,0,26,▁p,19,0.003030977211892605,35
baseline,push,pushes,0,26,▁p,20,0.006525732111185789,18
baseline,push,pushes,0,26,▁p,21,0.0008928300812840462,37
baseline,push,pushes,0,26,▁p,22,0.000577992876060307,66
baseline,push,pushes,0,26,▁p,23,0.006994789931923151,18
baseline,push,pushes,1,74,us,0,4.533427727437811e-06,4307
baseline,push,pushes,1,74,us,1,4.77758985653054e-05,2472
baseline,push,pushes,1,74,us,2,1.7582235045665584e-07,19038
baseline,push,pushes,1,74,us,3,3.2894324704102473e-06,5597
baseline,push,pushes,1,74,us,4,5.454483925859677e-06,5771
baseline,push,pushes,1,74,us,5,3.456559716141783e-05,1034
baseline,push,pushes,1,74,us,6,0.0003456956474110484,335
baseline,push,pushes,1,74,us,7,0.000255454215221107,592
baseline,push,pushes,1,74,us,8,8.492684173688758e-06,2444
baseline,push,pushes,1,74,us,9,3.4341162518103374e-06,5207
baseline,push,pushes,1,74,us,10,0.00012427962792571634,948
baseline,push,pushes,1,74,us,11,0.008165073581039906,20
baseline,push,pushes,1,74,us,12,0.00017579011910129339,251
baseline,push,pushes,1,74,us,13,3.316068250569515e-05,1758
baseline,push,pushes,1,74,us,14,3.931780520360917e-05,1847
baseline,push,pushes,1,74,us,15,2.339449019927997e-05,927
baseline,push,pushes,1,74,us,16,7.331729648285545e-06,330
baseline,push,pushes,1,74,us,17,2.893734199460596e-05,3348
baseline,push,pushes,1,74,us,18,7.6443946454674e-05,1155
baseline,push,pushes,1,74,us,19,8.315187187690753e-07,12482
baseline,push,pushes,1,74,us,20,7.71307895774953e-06,5070
baseline,push,pushes,1,74,us,21,7.651600753888488e-06,1778
baseline,push,pushes,1,74,us,22,8.146972504619043e-06,2144
baseline,push,pushes,1,74,us,23,3.62511163984891e-05,2152
baseline,push,pushes,2,994,hes,0,1.2187786069262074e-06,7658
baseline,push,pushes,2,994,hes,1,1.581569631525781e-05,4369
baseline,push,pushes,2,994,hes,2,2.2411718703096994e-07,17661
baseline,push,pushes,2,994,hes,3,6.218259386514546e-06,4059
baseline,push,pushes,2,994,hes,4,5.689393674401799e-06,5659
baseline,push,pushes,2,994,hes,5,1.2366816690700944e-06,7244
baseline,push,pushes,2,994,hes,6,1.7488745243099402e-06,7841
baseline,push,pushes,2,994,hes,7,2.9877271572331665e-06,7906
baseline,push,pushes,2,994,hes,8,6.839918933110312e-05,638
baseline,push,pushes,2,994,hes,9,0.0016495174495503306,110
baseline,push,pushes,2,994,hes,10,1.19331252790289e-05,3335
baseline,push,pushes,2,994,hes,11,9.743916598381475e-05,275
baseline,push,pushes,2,994,hes,12,1.3622739061247557e-05,1622
baseline,push,pushes,2,994,hes,13,5.508573394763516e-06,4853
baseline,push,pushes,2,994,hes,14,1.2116264542783028e-06,9362
baseline,push,pushes,2,994,hes,15,2.0104844224988483e-05,1032
baseline,push,pushes,2,994,hes,16,8.886278379804935e-08,4727
baseline,push,pushes,2,994,hes,17,1.0129024303751066e-06,21089
baseline,push,pushes,2,994,hes,18,7.595288479933515e-06,6559
baseline,push,pushes,2,994,hes,19,1.5240040056596627e-06,9666
baseline,push,pushes,2,994,hes,20,1.3727976693189703e-06,10388
baseline,push,pushes,2,994,hes,21,9.950126695912331e-06,1484
baseline,push,pushes,2,994,hes,22,3.7309446270228364e-06,3449
baseline,push,pushes,2,994,hes,23,3.3436997455282835e-06,6818
baseline,push,pushed,0,17595,▁pushed,0,2.0798941022803774e-06,6045
baseline,push,pushed,0,17595,▁pushed,1,1.4215989722288214e-05,4602
baseline,push,pushed,0,17595,▁pushed,2,6.882361503812717e-06,4476
baseline,push,pushed,0,17595,▁pushed,3,6.1795913097739685e-06,4067
baseline,push,pushed,0,17595,▁pushed,4,9.406490789842792e-06,4543
baseline,push,pushed,0,17595,▁pushed,5,2.823996328515932e-05,1209
baseline,push,pushed,0,17595,▁pushed,6,3.7121712921361905e-06,5667
baseline,push,pushed,0,17595,▁pushed,7,4.283372163627064e-06,6815
baseline,push,pushed,0,17595,▁pushed,8,5.645573401125148e-05,736
baseline,push,pushed,0,17595,▁pushed,9,0.0008300922345370054,208
baseline,push,pushed,0,17595,▁pushed,10,2.4616532755317166e-05,2403
baseline,push,pushed,0,17595,▁pushed,11,2.3183611119748093e-06,2056
baseline,push,pushed,0,17595,▁pushed,12,2.7727062843041494e-05,1005
baseline,push,pushed,0,17595,▁pushed,13,3.68621385860024e-06,5944
baseline,push,pushed,0,17595,▁pushed,14,4.0880463529902045e-06,5677
baseline,push,pushed,0,17595,▁pushed,15,1.2044933100696653e-05,1422
baseline,push,pushed,0,17595,▁pushed,16,3.1787184440190686e-08,7618
baseline,push,pushed,0,17595,▁pushed,17,0.00015452578372787684,738
baseline,push,pushed,0,17595,▁pushed,18,0.0002912267518695444,358
baseline,push,pushed,0,17595,▁pushed,19,2.117788972100243e-05,2401
baseline,push,pushed,0,17595,▁pushed,20,3.2725483833928593e-06,7366
baseline,push,pushed,0,17595,▁pushed,21,1.0274376336383284e-06,5952
baseline,push,pushed,0,17595,▁pushed,22,1.2204159247630741e-06,5979
baseline,push,pushed,0,17595,▁pushed,23,5.468665221997071e-06,5543
baseline,push,pushing,0,10766,▁push,0,2.0110499008296756e-06,6133
baseline,push,pushing,0,10766,▁push,1,0.0001389819080941379,1165
baseline,push,pushing,0,10766,▁push,2,1.790521309885662e-05,2712
baseline,push,pushing,0,10766,▁push,3,1.4428094800678082e-05,2565
baseline,push,pushing,0,10766,▁push,4,1.7638885765336454e-05,3373
baseline,push,pushing,0,10766,▁push,5,4.149072537984466e-06,3891
baseline,push,pushing,0,10766,▁push,6,1.0372411452408414e-05,3408
baseline,push,pushing,0,10766,▁push,7,1.1098530194431078e-05,4417
baseline,push,pushing,0,10766,▁push,8,1.0922140972979832e-05,2119
baseline,push,pushing,0,10766,▁push,9,9.288916771765798e-05,1044
baseline,push,pushing,0,10766,▁push,10,0.0003471499076113105,439
baseline,push,pushing,0,10766,▁push,11,9.179476023746247e-07,3443
baseline,push,pushing,0,10766,▁push,12,5.961092028883286e-06,2707
baseline,push,pushing,0,10766,▁push,13,2.0145545931882225e-05,2366
baseline,push,pushing,0,10766,▁push,14,2.3743916244711727e-05,2465
baseline,push,pushing,0,10766,▁push,15,3.245267862439505e-06,3063
baseline,push,pushing,0,10766,▁push,16,3.901963196994984e-08,6978
baseline,push,pushing,0,10766,▁push,17,0.00010091026342706755,1098
baseline,push,pushing,0,10766,▁push,18,6.358490645652637e-05,1354
baseline,push,pushing,0,10766,▁push,19,0.0008158414857462049,165
baseline,push,pushing,0,10766,▁push,20,8.316076127812266e-05,1366
baseline,push,pushing,0,10766,▁push,21,3.984693648817483e-06,2744
baseline,push,pushing,0,10766,▁push,22,7.0500791480299085e-06,2348
baseline,push,pushing,0,10766,▁push,23,2.996795592480339e-05,2393
baseline,push,pushing,1,30,ing,0,6.712372851325199e-06,3581
baseline,push,pushing,1,30,ing,1,3.610276280596736e-06,8331
baseline,push,pushing,1,30,ing,2,1.6464769942103885e-05,2856
baseline,push,pushing,1,30,ing,3,2.7784106350736693e-05,1689
baseline,push,pushing,1,30,ing,4,5.075921308161924e-06,5960
baseline,push,pushing,1,30,ing,5,0.00035810499684885144,186
baseline,push,pushing,1,30,ing,6,5.019246964366175e-05,1393
baseline,push,pushing,1,30,ing,7,1.4070335964788683e-05,3937
baseline,push,pushing,1,30,ing,8,0.0010797783033922315,91
baseline,push,pushing,1,30,ing,9,2.6522666303208098e-05,2066
baseline,push,pushing,1,30,ing,10,5.148540822119685e-06,4785
baseline,push,pushing,1,30,ing,11,0.00019070539565291256,184
baseline,push,pushing,1,30,ing,12,0.002099703997373581,37
baseline,push,pushing,1,30,ing,13,0.00020643956668209285,448
baseline,push,pushing,1,30,ing,14,1.927784614963457e-05,2771
baseline,push,pushing,1,30,ing,15,0.0007761397864669561,75
baseline,push,pushing,1,30,ing,16,1.6167359717655927e-05,163
baseline,push,pushing,1,30,ing,17,0.0012889872305095196,85
baseline,push,pushing,1,30,ing,18,0.002952751237899065,40
baseline,push,pushing,1,30,ing,19,4.618315188054112e-07,15738
baseline,push,pushing,1,30,ing,20,9.209165909851436e-07,12059
baseline,push,pushing,1,30,ing,21,0.00010971282608807087,228
baseline,push,pushing,1,30,ing,22,2.315097844984848e-05,1009
baseline,push,pushing,1,30,ing,23,6.0650313571386505e-06,5266
baseline,stone,stone,0,9557,▁stone,0,1.7254942576983012e-05,2380
baseline,stone,stone,0,9557,▁stone,1,0.0006642630323767662,282
baseline,stone,stone,0,9557,▁stone,2,0.00519849918782711,20
baseline,stone,stone,0,9557,▁stone,3,0.0002493071660865098,295
baseline,stone,stone,0,9557,▁stone,4,0.0007419838802888989,225
baseline,stone,stone,0,9557,▁stone,5,2.86951290036086e-05,1196
baseline,stone,stone,0,9557,▁stone,6,0.0002516270615160465,435
baseline,stone,stone,0,9557,▁stone,7,0.0008205386693589389,197
baseline,stone,stone,0,9557,▁stone,8,2.185398079745937e-05,1397
baseline,stone,stone,0,9557,▁stone,9,3.4980097552761436e-05,1777
baseline,stone,stone,0,9557,▁stone,10,0.006024693138897419,26
baseline,stone,stone,0,9557,▁stone,11,5.992313163005747e-05,369
baseline,stone,stone,0,9557,▁stone,12,0.0031705487053841352,29
baseline,stone,stone,0,9557,▁stone,13,0.022552015259861946,4
baseline,stone,stone,0,9557,▁stone,14,0.009827413596212864,13
baseline,stone,stone,0,9557,▁stone,15,0.0030732585582882166,18
baseline,stone,stone,0,9557,▁stone,16,1.4558770544681465e-06,1038
baseline,stone,stone,0,9557,▁stone,17,0.0019461445044726133,43
baseline,stone,stone,0,9557,▁stone,18,0.0006976838922128081,160
baseline,stone,stone,0,9557,▁stone,19,0.0013952431036159396,95
baseline,stone,stone,0,9557,▁stone,20,0.0036655685398727655,30
baseline,stone,stone,0,9557,▁stone,21,0.00041386098018847406,81
baseline,stone,stone,0,9557,▁stone,22,0.0005896170623600483,64
baseline,stone,stone,0,9557,▁stone,23,0.0027243427466601133,52
baseline,stone,stones,0,19056,▁stones,0,1.1728085155482404e-05,2814
baseline,stone,stones,0,19056,▁stones,1,0.0013230739859864116,126
baseline,stone,stones,0,19056,▁stones,2,0.0004080092185176909,286
baseline,stone,stones,0,19056,▁stones,3,0.00019083384540863335,363
baseline,stone,stones,0,19056,▁stones,4,0.0005709040560759604,298
baseline,stone,stones,0,19056,▁stones,5,3.0496414183289744e-05,1147
baseline,stone,stones,0,19056,▁stones,6,0.0003220731159672141,360
baseline,stone,stones,0,19056,▁stones,7,0.0004439560871105641,365
baseline,stone,stones,0,19056,▁stones,8,2.4474772999383276e-06,4933
baseline,stone,stones,0,19056,▁stones,9,2.3889801013865508e-05,2167
baseline,stone,stones,0,19056,▁stones,10,0.00019008174422197044,714
baseline,stone,stones,0,19056,▁stones,11,5.970166512270225e-06,1233
baseline,stone,stones,0,19056,▁stones,12,0.00010617896623443812,348
baseline,stone,stones,0,19056,▁stones,13,0.006149077322334051,13
baseline,stone,stones,0,19056,▁stones,14,0.004036839120090008,38
baseline,stone,stones,0,19056,▁stones,15,0.0003889357321895659,131
baseline,stone,stones,0,19056,▁stones,16,6.112907158239977e-07,1755
baseline,stone,stones,0,19056,▁stones,17,0.0006814721273258328,172
baseline,stone,stones,0,19056,▁stones,18,0.00045471623889170587,229
baseline,stone,stones,0,19056,▁stones,19,8.412078022956848e-05,1002
baseline,stone,stones,0,19056,▁stones,20,0.002148882020264864,61
baseline,stone,stones,0,19056,▁stones,21,0.00015421828720718622,169
baseline,stone,stones,0,19056,▁stones,22,0.0003973600687459111,101
baseline,stone,stones,0,19056,▁stones,23,0.001974709564819932,67
baseline,stone,rock,0,8500,▁rock,0,6.469020945587545e-07,10193
baseline,stone,rock,0,8500,▁rock,1,6.43112653051503e-05,2058
baseline,stone,rock,0,8500,▁rock,2,0.00025775283575057983,432
baseline,stone,rock,0,8500,▁rock,3,3.379541158210486e-05,1494
baseline,stone,rock,0,8500,▁rock,4,0.0002082260325551033,702
baseline,stone,rock,0,8500,▁rock,5,4.016999355371809e-06,3962
baseline,stone,rock,0,8500,▁rock,6,7.96225322119426e-06,3904
baseline,stone,rock,0,8500,▁rock,7,7.049312262097374e-05,1622
baseline,stone,rock,0,8500,▁rock,8,5.987056397316337e-07,9765
baseline,stone,rock,0,8500,▁rock,9,4.590742719301488e-06,4569
baseline,stone,rock,0,8500,▁rock,10,0.0003547235974110663,428
baseline,stone,rock,0,8500,▁rock,11,6.810583386140934e-07,4073
baseline,stone,rock,0,8500,▁rock,12,3.8474328903248534e-05,778
baseline,stone,rock,0,8500,▁rock,13,0.0004895886522717774,182
baseline,stone,rock,0,8500,▁rock,14,0.0008315105806104839,162
baseline,stone,rock,0,8500,▁rock,15,7.782004831824452e-05,396
baseline,stone,rock,0,8500,▁rock,16,1.0758346746797542e-07,4331
baseline,stone,rock,0,8500,▁rock,17,3.436695988057181e-05,2933
baseline,stone,rock,0,8500,▁rock,18,4.08882369811181e-05,1936
baseline,stone,rock,0,8500,▁rock,19,5.54891157662496e-05,1333
baseline,stone,rock,0,8500,▁rock,20,0.0004619200772140175,324
baseline,stone,rock,0,8500,▁rock,21,2.5996181648224592e-05,742
baseline,stone,rock,0,8500,▁rock,22,4.6254266635514796e-05,589
baseline,stone,rock,0,8500,▁rock,23,0.0008521979325450957,166
baseline,stone,rocks,0,8500,▁rock,0,6.469020945587545e-07,10193
baseline,stone,rocks,0,8500,▁rock,1,6.43112653051503e-05,2058
baseline,stone,rocks,0,8500,▁rock,2,0.00025775283575057983,432
baseline,stone,rocks,0,8500,▁rock,3,3.379541158210486e-05,1494
baseline,stone,rocks,0,8500,▁rock,4,0.0002082260325551033,702
baseline,stone,rocks,0,8500,▁rock,5,4.016999355371809e-06,3962
baseline,stone,rocks,0,8500,▁rock,6,7.96225322119426e-06,3904
baseline,stone,rocks,0,8500,▁rock,7,7.049312262097374e-05,1622
baseline,stone,rocks,0,8500,▁rock,8,5.987056397316337e-07,9765
baseline,stone,rocks,0,8500,▁rock,9,4.590742719301488e-06,4569
baseline,stone,rocks,0,8500,▁rock,10,0.0003547235974110663,428
baseline,stone,rocks,0,8500,▁rock,11,6.810583386140934e-07,4073
baseline,stone,rocks,0,8500,▁rock,12,3.8474328903248534e-05,778
baseline,stone,rocks,0,8500,▁rock,13,0.0004895886522717774,182
baseline,stone,rocks,0,8500,▁rock,14,0.0008315105806104839,162
baseline,stone,rocks,0,8500,▁rock,15,7.782004831824452e-05,396
baseline,stone,rocks,0,8500,▁rock,16,1.0758346746797542e-07,4331
baseline,stone,rocks,0,8500,▁rock,17,3.436695988057181e-05,2933
baseline,stone,rocks,0,8500,▁rock,18,4.08882369811181e-05,1936
baseline,stone,rocks,0,8500,▁rock,19,5.54891157662496e-05,1333
baseline,stone,rocks,0,8500,▁rock,20,0.0004619200772140175,324
baseline,stone,rocks,0,8500,▁rock,21,2.5996181648224592e-05,742
baseline,stone,rocks,0,8500,▁rock,22,4.6254266635514796e-05,589
baseline,stone,rocks,0,8500,▁rock,23,0.0008521979325450957,166
baseline,stone,rocks,1,28561,s,0,2.0667224816861562e-05,2186
baseline,stone,rocks,1,28561,s,1,0.00020670477533712983,839
baseline,stone,rocks,1,28561,s,2,2.4202322492783424e-06,7209
baseline,stone,rocks,1,28561,s,3,0.00022685076692141593,309
baseline,stone,rocks,1,28561,s,4,0.0017645988846197724,86
baseline,stone,rocks,1,28561,s,5,0.00022386196360457689,275
baseline,stone,rocks,1,28561,s,6,5.874519956705626e-06,4563
baseline,stone,rocks,1,28561,s,7,4.941482620779425e-05,2050
baseline,stone,rocks,1,28561,s,8,0.006980327423661947,24
baseline,stone,rocks,1,28561,s,9,1.0509196727070957e-05,3170
baseline,stone,rocks,1,28561,s,10,4.377088203000312e-08,24844
baseline,stone,rocks,1,28561,s,11,0.0015283743850886822,64
baseline,stone,rocks,1,28561,s,12,9.702729585114866e-05,377
baseline,stone,rocks,1,28561,s,13,6.555284926434979e-05,1103
baseline,stone,rocks,1,28561,s,14,0.00029253476532176137,445
baseline,stone,rocks,1,28561,s,15,0.00018751939933281392,220
baseline,stone,rocks,1,28561,s,16,1.1180160981894005e-05,229
baseline,stone,rocks,1,28561,s,17,0.00024297811614815146,480
baseline,stone,rocks,1,28561,s,18,0.0032230590004473925,39
baseline,stone,rocks,1,28561,s,19,2.2895048459758982e-05,2283
baseline,stone,rocks,1,28561,s,20,6.744770507793874e-05,1587
baseline,stone,rocks,1,28561,s,21,0.0007014783914200962,51
baseline,stone,rocks,1,28561,s,22,4.007916504633613e-05,672
baseline,stone,rocks,1,28561,s,23,0.0003517097211442888,403
baseline,stone,boulder,0,34,▁b,0,0.00019699244876392186,517
baseline,stone,boulder,0,34,▁b,1,0.003802602645009756,30
baseline,stone,boulder,0,34,▁b,2,0.003589007304981351,32
baseline,stone,boulder,0,34,▁b,3,0.0016480153426527977,44
baseline,stone,boulder,0,34,▁b,4,0.006683798972517252,17
baseline,stone,boulder,0,34,▁b,5,0.0008183752652257681,106
baseline,stone,boulder,0,34,▁b,6,0.0010135238990187645,127
baseline,stone,boulder,0,34,▁b,7,0.007279164157807827,13
baseline,stone,boulder,0,34,▁b,8,0.0007396255386993289,124
baseline,stone,boulder,0,34,▁b,9,0.0014813343295827508,117
baseline,stone,boulder,0,34,▁b,10,0.009758180007338524,14
baseline,stone,boulder,0,34,▁b,11,4.7234236262738705e-05,410
baseline,stone,boulder,0,34,▁b,12,0.0007676414679735899,81
baseline,stone,boulder,0,34,▁b,13,0.0011981558054685593,79
baseline,stone,boulder,0,34,▁b,14,0.0038273571990430355,42
baseline,stone,boulder,0,34,▁b,15,0.014618651941418648,7
baseline,stone,boulder,0,34,▁b,16,1.1079020623583347e-05,235
baseline,stone,boulder,0,34,▁b,17,0.0016901715425774455,59
baseline,stone,boulder,0,34,▁b,18,0.0015344771090894938,71
baseline,stone,boulder,0,34,▁b,19,0.0016342500457540154,80
baseline,stone,boulder,0,34,▁b,20,0.0032653268426656723,39
baseline,stone,boulder,0,34,▁b,21,0.0005594244576059282,62
baseline,stone,boulder,0,34,▁b,22,0.0002976534015033394,129
baseline,stone,boulder,0,34,▁b,23,0.0031299362890422344,44
baseline,stone,boulder,1,356,ould,0,2.0010301682304998e-07,16813
baseline,stone,boulder,1,356,ould,1,3.4401611515022523e-07,18885
baseline,stone,boulder,1,356,ould,2,1.2931019455209025e-06,9388
baseline,stone,boulder,1,356,ould,3,2.4396302933382685e-07,16341
baseline,stone,boulder,1,356,ould,4,1.6337200747784664e-07,20571
baseline,stone,boulder,1,356,ould,5,9.627810726442476e-08,19409
baseline,stone,boulder,1,356,ould,6,1.1860586823786434e-07,20609
baseline,stone,boulder,1,356,ould,7,1.226695900413688e-07,23377
baseline,stone,boulder,1,356,ould,8,3.575560185709037e-07,12160
baseline,stone,boulder,1,356,ould,9,4.7355584342767543e-07,11817
baseline,stone,boulder,1,356,ould,10,1.7856286831374746e-06,7538
baseline,stone,boulder,1,356,ould,11,2.1393349015852436e-05,612
baseline,stone,boulder,1,356,ould,12,8.139187229971867e-06,2240
baseline,stone,boulder,1,356,ould,13,2.781627472359105e-06,6799
baseline,stone,boulder,1,356,ould,14,1.3440419479593402e-06,9005
baseline,stone,boulder,1,356,ould,15,1.4846155238501524e-07,12626
baseline,stone,boulder,1,356,ould,16,4.532101272047839e-08,6499
baseline,stone,boulder,1,356,ould,17,2.607636133689084e-06,14830
baseline,stone,boulder,1,356,ould,18,1.4342456324811792e-06,15978
baseline,stone,boulder,1,356,ould,19,1.7948834738490405e-06,8966
baseline,stone,boulder,1,356,ould,20,4.84190081806446e-07,15317
baseline,stone,boulder,1,356,ould,21,9.136423955169448e-07,6327
baseline,stone,boulder,1,356,ould,22,7.180173611232021e-08,17972
baseline,stone,boulder,1,356,ould,23,1.6709890360289137e-07,20066
baseline,stone,boulder,2,8,er,0,5.0381436267343815e-06,4113
baseline,stone,boulder,2,8,er,1,3.3238973173865816e-06,8614
baseline,stone,boulder,2,8,er,2,3.0013737273293373e-07,16158
baseline,stone,boulder,2,8,er,3,7.830770300643053e-06,3604
baseline,stone,boulder,2,8,er,4,5.407218395703239e-06,5793
baseline,stone,boulder,2,8,er,5,2.4088460122584365e-05,1339
baseline,stone,boulder,2,8,er,6,7.26142161511234e-06,4109
baseline,stone,boulder,2,8,er,7,1.2619606422958896e-05,4152
baseline,stone,boulder,2,8,er,8,4.216848174110055e-05,905
baseline,stone,boulder,2,8,er,9,2.0842757294303738e-05,2338
baseline,stone,boulder,2,8,er,10,2.518197834433522e-05,2375
baseline,stone,boulder,2,8,er,11,0.026892079040408134,8
baseline,stone,boulder,2,8,er,12,0.0007550864247605205,82
baseline,stone,boulder,2,8,er,13,4.963842366123572e-05,1348
baseline,stone,boulder,2,8,er,14,3.5122637200402096e-05,1971
baseline,stone,boulder,2,8,er,15,5.377683191909455e-05,517
baseline,stone,boulder,2,8,er,16,1.3367584870138671e-05,196
baseline,stone,boulder,2,8,er,17,0.0002989461936522275,366
baseline,stone,boulder,2,8,er,18,0.00032616022508591413,323
baseline,stone,boulder,2,8,er,19,1.938271680046455e-06,8666
baseline,stone,boulder,2,8,er,20,1.3894103858547169e-06,10341
baseline,stone,boulder,2,8,er,21,0.00012905182666145265,195
baseline,stone,boulder,2,8,er,22,1.87985242519062e-05,1192
baseline,stone,boulder,2,8,er,23,2.6293388145859353e-05,2572
baseline,stone,boulders,0,34,▁b,0,0.00019699244876392186,517
baseline,stone,boulders,0,34,▁b,1,0.003802602645009756,30
baseline,stone,boulders,0,34,▁b,2,0.003589007304981351,32
baseline,stone,boulders,0,34,▁b,3,0.0016480153426527977,44
baseline,stone,boulders,0,34,▁b,4,0.006683798972517252,17
baseline,stone,boulders,0,34,▁b,5,0.0008183752652257681,106
baseline,stone,boulders,0,34,▁b,6,0.0010135238990187645,127
baseline,stone,boulders,0,34,▁b,7,0.007279164157807827,13
baseline,stone,boulders,0,34,▁b,8,0.0007396255386993289,124
baseline,stone,boulders,0,34,▁b,9,0.0014813343295827508,117
baseline,stone,boulders,0,34,▁b,10,0.009758180007338524,14
baseline,stone,boulders,0,34,▁b,11,4.7234236262738705e-05,410
baseline,stone,boulders,0,34,▁b,12,0.0007676414679735899,81
baseline,stone,boulders,0,34,▁b,13,0.0011981558054685593,79
baseline,stone,boulders,0,34,▁b,14,0.0038273571990430355,42
baseline,stone,boulders,0,34,▁b,15,0.014618651941418648,7
baseline,stone,boulders,0,34,▁b,16,1.1079020623583347e-05,235
baseline,stone,boulders,0,34,▁b,17,0.0016901715425774455,59
baseline,stone,boulders,0,34,▁b,18,0.0015344771090894938,71
baseline,stone,boulders,0,34,▁b,19,0.0016342500457540154,80
baseline,stone,boulders,0,34,▁b,20,0.0032653268426656723,39
baseline,stone,boulders,0,34,▁b,21,0.0005594244576059282,62
baseline,stone,boulders,0,34,▁b,22,0.0002976534015033394,129
baseline,stone,boulders,0,34,▁b,23,0.0031299362890422344,44
baseline,stone,boulders,1,356,ould,0,2.0010301682304998e-07,16813
baseline,stone,boulders,1,356,ould,1,3.4401611515022523e-07,18885
baseline,stone,boulders,1,356,ould,2,1.2931019455209025e-06,9388
baseline,stone,boulders,1,356,ould,3,2.4396302933382685e-07,16341
baseline,stone,boulders,1,356,ould,4,1.6337200747784664e-07,20571
baseline,stone,boulders,1,356,ould,5,9.627810726442476e-08,19409
baseline,stone,boulders,1,356,ould,6,1.1860586823786434e-07,20609
baseline,stone,boulders,1,356,ould,7,1.226695900413688e-07,23377
baseline,stone,boulders,1,356,ould,8,3.575560185709037e-07,12160
baseline,stone,boulders,1,356,ould,9,4.7355584342767543e-07,11817
baseline,stone,boulders,1,356,ould,10,1.7856286831374746e-06,7538
baseline,stone,boulders,1,356,ould,11,2.1393349015852436e-05,612
baseline,stone,boulders,1,356,ould,12,8.139187229971867e-06,2240
baseline,stone,boulders,1,356,ould,13,2.781627472359105e-06,6799
baseline,stone,boulders,1,356,ould,14,1.3440419479593402e-06,9005
baseline,stone,boulders,1,356,ould,15,1.4846155238501524e-07,12626
baseline,stone,boulders,1,356,ould,16,4.532101272047839e-08,6499
baseline,stone,boulders,1,356,ould,17,2.607636133689084e-06,14830
baseline,stone,boulders,1,356,ould,18,1.4342456324811792e-06,15978
baseline,stone,boulders,1,356,ould,19,1.7948834738490405e-06,8966
baseline,stone,boulders,1,356,ould,20,4.84190081806446e-07,15317
baseline,stone,boulders,1,356,ould,21,9.136423955169448e-07,6327
baseline,stone,boulders,1,356,ould,22,7.180173611232021e-08,17972
baseline,stone,boulders,1,356,ould,23,1.6709890360289137e-07,20066
baseline,stone,boulders,2,88,ers,0,8.428159162576776e-06,3211
baseline,stone,boulders,2,88,ers,1,3.0512239845847944e-06,8892
baseline,stone,boulders,2,88,ers,2,4.3856670117747854e-07,14199
