held_out_family,feature,auroc,average_precision,balanced_accuracy,score_gap,active_features,finite,shuffled_auroc_mean,shuffled_auroc_max
press,d5:read_facing:leaf,0.644375,0.5858629930084358,0.6000000000000001,36.53724715231246,640,True,0.4154999999999999,0.604375
press,d6:fold:root,0.6375,0.6181891117450578,0.575,29.487457897118556,640,True,0.39312500000000006,0.481875
press,d6:fold:middle,0.68375,0.6440943075424103,0.6125,38.71375913484699,640,True,0.3475,0.399375
press,d6:fold:leaf,0.6975,0.6645463996811083,0.6375,46.40761267207968,640,True,0.346375,0.428125
press,d6:read_facing:root,0.6625,0.6210481966466161,0.6375,39.041433420253554,640,True,0.351,0.371875
press,d6:read_facing:middle,0.69375,0.6820369133065829,0.6375,63.50501903263668,640,True,0.312875,0.32125
press,d6:read_facing:leaf,0.6975,0.6645463996811083,0.6375,46.40761267207968,640,True,0.346375,0.428125
press,d7:fold:root,0.623125,0.6162774425236333,0.5874999999999999,33.06814623918794,640,True,0.390625,0.4225
press,d7:fold:middle,0.6575,0.6387191948206894,0.575,52.56701987041857,640,True,0.35625000000000007,0.42625
press,d7:fold:leaf,0.674375,0.6600879483323487,0.5625,56.50146123328662,640,True,0.35825,0.433125
press,d7:read_facing:root,0.655625,0.5922461977415927,0.6375,58.547436106948425,640,True,0.38675000000000004,0.558125
press,d7:read_facing:middle,0.6975,0.6567641420538828,0.6000000000000001,101.16473011198552,640,True,0.30775,0.323125
press,d7:read_facing:leaf,0.674375,0.6600879483323487,0.5625,56.50146123328662,640,True,0.35825,0.433125
force,input_bow,0.59125,0.5656546896913384,0.5375,1.708716599710712,3301,True,0.4835,0.535625
force,d5:fold:root,0.6025,0.6063603882505355,0.6125,17.012984937275284,640,True,0.467375,0.565625
force,d5:fold:middle,0.6025,0.6137502311488163,0.6,15.993190271393447,640,True,0.45599999999999996,0.564375
force,d5:fold:leaf,0.591875,0.6061085161541783,0.6,18.80444391990256,640,True,0.45562500000000006,0.556875
force,d5:read_facing:root,0.58875,0.5699209863227648,0.5875,16.746743553937804,640,True,0.459875,0.54875
force,d5:read_facing:middle,0.59125,0.5743051536124055,0.5375,29.71529066240989,640,True,0.42975,0.47625
force,d5:read_facing:leaf,0.591875,0.6061085161541783,0.6,18.80444391990256,640,True,0.45562500000000006,0.556875
force,d6:fold:root,0.61,0.6253492526799643,0.55,18.09134339297047,640,True,0.43562500000000004,0.4825
force,d6:fold:middle,0.62,0.6223553972003442,0.5625,18.774510798865187,640,True,0.418,0.49
force,d6:fold:leaf,0.61125,0.620816160686459,0.575,21.398267227119558,640,True,0.414,0.445625
force,d6:read_facing:root,0.6025,0.6142527608534314,0.5375000000000001,18.276679330782994,640,True,0.4325,0.479375
force,d6:read_facing:middle,0.57875,0.5550285771069972,0.5625,23.065322380880037,640,True,0.43062500000000004,0.455
force,d6:read_facing:leaf,0.61125,0.620816160686459,0.575,21.398267227119558,640,True,0.414,0.445625
force,d7:fold:root,0.604375,0.6533070261989524,0.5625,23.445447969169283,640,True,0.41412499999999997,0.45125
force,d7:fold:middle,0.599375,0.6369896669945094,0.5375,26.472373881711036,640,True,0.43574999999999997,0.496875
force,d7:fold:leaf,0.595625,0.6338826790560479,0.5625,27.022595762905873,640,True,0.41974999999999996,0.474375
force,d7:read_facing:root,0.593125,0.5879377065565661,0.6,29.21464640939357,640,True,0.42700000000000005,0.4775
force,d7:read_facing:middle,0.5875,0.5943538670008973,0.6375,41.02260790603975,640,True,0.42349999999999993,0.435625
force,d7:read_facing:leaf,0.595625,0.6338826790560479,0.5625,27.022595762905873,640,True,0.41974999999999996,0.474375
other_tui,input_bow,0.576875,0.5587036792587129,0.5375,1.006215257553866,3295,True,0.488375,0.600625
other_tui,d5:fold:root,0.6825,0.6243761585160886,0.6499999999999999,35.76246709747581,640,True,0.43137499999999995,0.50625
other_tui,d5:fold:middle,0.669375,0.6131985330542722,0.6499999999999999,34.75189510960615,640,True,0.44375,0.58625
other_tui,d5:fold:leaf,0.66625,0.6154052384469058,0.6499999999999999,44.817821043197924,640,True,0.398,0.57375
other_tui,d5:read_facing:root,0.660625,0.6297118528210598,0.65,48.46091146468065,640,True,0.456125,0.63
other_tui,d5:read_facing:middle,0.6525,0.5798342769737247,0.6375,64.0090419424102,640,True,0.49924999999999986,0.654375
other_tui,d5:read_facing:leaf,0.66625,0.6154052384469058,0.6499999999999999,44.817821043197924,640,True,0.398,0.57375
other_tui,d6:fold:root,0.69,0.6521617321412181,0.7,36.76427289388832,640,True,0.45562500000000006,0.595
other_tui,d6:fold:middle,0.68875,0.647693485414319,0.6625000000000001,40.410918300765616,640,True,0.44262500000000005,0.57625
other_tui,d6:fold:leaf,0.6875,0.6561798330719306,0.675,48.76374089382886,640,True,0.43375,0.5625
other_tui,d6:read_facing:root,0.685,0.666851100477241,0.65,42.0291189730643,640,True,0.45675,0.600625
other_tui,d6:read_facing:middle,0.676875,0.6423525258845236,0.65,60.9477228126497,640,True,0.46225000000000005,0.675625
other_tui,d6:read_facing:leaf,0.6875,0.6561798330719306,0.675,48.76374089382886,640,True,0.43375,0.5625
other_tui,d7:fold:root,0.718125,0.6668543295322923,0.6625,41.58253249377023,640,True,0.41612499999999997,0.571875
other_tui,d7:fold:middle,0.71625,0.6950550504423694,0.675,60.05718824737902,640,True,0.3675,0.516875
other_tui,d7:fold:leaf,0.715,0.6628360995791036,0.7,64.0799534661855,640,True,0.362125,0.5275
other_tui,d7:read_facing:root,0.7,0.6700658830606916,0.6375,61.90525291386293,640,True,0.452875,0.6875
other_tui,d7:read_facing:middle,0.716875,0.686787921176127,0.6875,103.20281143161861,640,True,0.372875,0.719375
other_tui,d7:read_facing:leaf,0.715,0.6628360995791036,0.7,64.0799534661855,640,True,0.362125,0.5275
