2026/09/07 13:07:46.943, NVIDIA GeForce RTX 3090, P5, 270.00 W, 130.53 W, 61, 1 MiB, 24576 MiB, 0 %
2026/09/07 13:08:14.958, NVIDIA GeForce RTX 3090, P2, 270.00 W, 230.68 W, 74, 9662 MiB, 24576 MiB, 41 %
2026/09/07 13:08:16.958, NVIDIA GeForce RTX 3090, P2, 270.00 W, 214.39 W, 73, 9662 MiB, 24576 MiB, 61 %
2026/09/07 13:08:18.959, NVIDIA GeForce RTX 3090, P2, 270.00 W, 225.89 W, 72, 9662 MiB, 24576 MiB, 37 %
2026/09/07 13:08:20.959, NVIDIA GeForce RTX 3090, P2, 270.00 W, 193.39 W, 71, 9662 MiB, 24576 MiB, 5 %
2026/09/07 13:08:22.960, NVIDIA GeForce RTX 3090, P2, 270.00 W, 231.26 W, 72, 9662 MiB, 24576 MiB, 63 %
2026/09/07 13:08:24.961, NVIDIA GeForce RTX 3090, P2, 270.00 W, 198.52 W, 71, 9662 MiB, 24576 MiB, 0 %
2026/09/07 13:08:26.961, NVIDIA GeForce RTX 3090, P2, 270.00 W, 228.33 W, 72, 9662 MiB, 24576 MiB, 63 %
2026/09/07 13:08:28.962, NVIDIA GeForce RTX 3090, P2, 270.00 W, 197.46 W, 70, 9662 MiB, 24576 MiB, 0 %
2026/09/07 13:08:30.962, NVIDIA GeForce RTX 3090, P2, 270.00 W, 224.47 W, 72, 9662 MiB, 24576 MiB, 37 %
2026/09/07 13:08:32.963, NVIDIA GeForce RTX 3090, P2, 270.00 W, 213.24 W, 71, 9662 MiB, 24576 MiB, 40 %
2026/09/07 13:08:34.964, NVIDIA GeForce RTX 3090, P2, 270.00 W, 238.79 W, 73, 9662 MiB, 24576 MiB, 52 %
2026/09/07 13:08:36.964, NVIDIA GeForce RTX 3090, P2, 270.00 W, 232.94 W, 72, 9662 MiB, 24576 MiB, 62 %
2026/09/07 13:08:38.965, NVIDIA GeForce RTX 3090, P2, 270.00 W, 240.91 W, 72, 9662 MiB, 24576 MiB, 10 %
2026/09/07 13:08:40.965, NVIDIA GeForce RTX 3090, P2, 270.00 W, 226.36 W, 72, 9662 MiB, 24576 MiB, 51 %
2026/09/07 13:08:42.966, NVIDIA GeForce RTX 3090, P2, 270.00 W, 230.02 W, 74, 9662 MiB, 24576 MiB, 57 %
2026/09/07 13:08:44.967, NVIDIA GeForce RTX 3090, P2, 270.00 W, 225.09 W, 73, 9662 MiB, 24576 MiB, 36 %
2026/09/07 13:08:46.967, NVIDIA GeForce RTX 3090, P2, 270.00 W, 207.58 W, 73, 9662 MiB, 24576 MiB, 36 %
2026/09/07 13:08:48.968, NVIDIA GeForce RTX 3090, P2, 270.00 W, 222.57 W, 71, 9662 MiB, 24576 MiB, 5 %
2026/09/07 13:08:50.969, NVIDIA GeForce RTX 3090, P2, 270.00 W, 176.55 W, 70, 9662 MiB, 24576 MiB, 33 %
2026/09/07 13:08:52.970, NVIDIA GeForce RTX 3090, P2, 270.00 W, 229.99 W, 72, 9662 MiB, 24576 MiB, 8 %
2026/09/07 13:08:54.970, NVIDIA GeForce RTX 3090, P2, 270.00 W, 194.45 W, 70, 9662 MiB, 24576 MiB, 0 %
2026/09/07 13:08:56.971, NVIDIA GeForce RTX 3090, P2, 270.00 W, 240.23 W, 72, 9662 MiB, 24576 MiB, 47 %
2026/09/07 13:08:58.971, NVIDIA GeForce RTX 3090, P2, 270.00 W, 232.07 W, 71, 9662 MiB, 24576 MiB, 5 %
2026/09/07 13:09:00.972, NVIDIA GeForce RTX 3090, P2, 270.00 W, 233.21 W, 73, 9662 MiB, 24576 MiB, 46 %
2026/09/07 13:09:02.973, NVIDIA GeForce RTX 3090, P2, 270.00 W, 231.89 W, 71, 9662 MiB, 24576 MiB, 5 %
2026/09/07 13:09:04.973, NVIDIA GeForce RTX 3090, P2, 270.00 W, 229.49 W, 71, 9662 MiB, 24576 MiB, 31 %
2026/09/07 13:09:06.974, NVIDIA GeForce RTX 3090, P2, 270.00 W, 220.38 W, 72, 9662 MiB, 24576 MiB, 48 %
2026/09/07 13:09:08.974, NVIDIA GeForce RTX 3090, P2, 270.00 W, 234.55 W, 73, 9662 MiB, 24576 MiB, 47 %
2026/09/07 13:09:10.975, NVIDIA GeForce RTX 3090, P2, 270.00 W, 232.52 W, 73, 9662 MiB, 24576 MiB, 64 %
2026/09/07 13:09:12.976, NVIDIA GeForce RTX 3090, P2, 270.00 W, 219.13 W, 74, 9662 MiB, 24576 MiB, 63 %
2026/09/07 13:09:14.976, NVIDIA GeForce RTX 3090, P2, 270.00 W, 216.52 W, 70, 9662 MiB, 24576 MiB, 31 %
2026/09/07 13:09:16.977, NVIDIA GeForce RTX 3090, P2, 270.00 W, 203.01 W, 72, 9662 MiB, 24576 MiB, 13 %
2026/09/07 13:09:18.977, NVIDIA GeForce RTX 3090, P2, 270.00 W, 236.26 W, 71, 9662 MiB, 24576 MiB, 3 %
2026/09/07 13:09:20.978, NVIDIA GeForce RTX 3090, P2, 270.00 W, 199.64 W, 71, 9662 MiB, 24576 MiB, 0 %
2026/09/07 13:09:22.979, NVIDIA GeForce RTX 3090, P2, 270.00 W, 236.11 W, 72, 9662 MiB, 24576 MiB, 47 %
2026/09/07 13:09:24.980, NVIDIA GeForce RTX 3090, P2, 270.00 W, 221.46 W, 71, 9662 MiB, 24576 MiB, 5 %
2026/09/07 13:09:26.980, NVIDIA GeForce RTX 3090, P2, 270.00 W, 226.24 W, 72, 9662 MiB, 24576 MiB, 63 %
2026/09/07 13:09:28.981, NVIDIA GeForce RTX 3090, P2, 270.00 W, 233.01 W, 71, 9662 MiB, 24576 MiB, 0 %
2026/09/07 13:09:30.981, NVIDIA GeForce RTX 3090, P2, 270.00 W, 232.07 W, 71, 9662 MiB, 24576 MiB, 38 %
2026/09/07 13:09:32.982, NVIDIA GeForce RTX 3090, P2, 270.00 W, 233.23 W, 72, 9662 MiB, 24576 MiB, 4 %
2026/09/07 13:09:34.983, NVIDIA GeForce RTX 3090, P2, 270.00 W, 239.40 W, 73, 9662 MiB, 24576 MiB, 33 %
2026/09/07 13:09:36.983, NVIDIA GeForce RTX 3090, P2, 270.00 W, 238.52 W, 72, 9662 MiB, 24576 MiB, 56 %
2026/09/07 13:09:38.984, NVIDIA GeForce RTX 3090, P2, 270.00 W, 214.58 W, 73, 9662 MiB, 24576 MiB, 0 %
2026/09/07 13:09:40.984, NVIDIA GeForce RTX 3090, P2, 270.00 W, 230.60 W, 74, 9662 MiB, 24576 MiB, 23 %
2026/09/07 13:09:42.985, NVIDIA GeForce RTX 3090, P2, 270.00 W, 215.57 W, 73, 9662 MiB, 24576 MiB, 0 %
2026/09/07 13:09:44.985, NVIDIA GeForce RTX 3090, P2, 270.00 W, 221.56 W, 72, 9662 MiB, 24576 MiB, 47 %
2026/09/07 13:09:46.986, NVIDIA GeForce RTX 3090, P2, 270.00 W, 201.08 W, 73, 9662 MiB, 24576 MiB, 6 %
2026/09/07 13:09:48.987, NVIDIA GeForce RTX 3090, P2, 270.00 W, 232.84 W, 72, 9662 MiB, 24576 MiB, 60 %
2026/09/07 13:09:50.987, NVIDIA GeForce RTX 3090, P2, 270.00 W, 201.60 W, 71, 9662 MiB, 24576 MiB, 0 %
2026/09/07 13:09:52.988, NVIDIA GeForce RTX 3090, P2, 270.00 W, 228.66 W, 71, 9662 MiB, 24576 MiB, 60 %
2026/09/07 13:09:54.988, NVIDIA GeForce RTX 3090, P2, 270.00 W, 197.91 W, 71, 9662 MiB, 24576 MiB, 0 %
2026/09/07 13:09:56.990, NVIDIA GeForce RTX 3090, P2, 270.00 W, 237.09 W, 73, 9662 MiB, 24576 MiB, 36 %
2026/09/07 13:09:58.990, NVIDIA GeForce RTX 3090, P2, 270.00 W, 231.69 W, 71, 9662 MiB, 24576 MiB, 5 %
2026/09/07 13:10:00.991, NVIDIA GeForce RTX 3090, P2, 270.00 W, 230.96 W, 73, 9662 MiB, 24576 MiB, 40 %
2026/09/07 13:10:02.991, NVIDIA GeForce RTX 3090, P2, 270.00 W, 224.80 W, 71, 9662 MiB, 24576 MiB, 0 %
2026/09/07 13:10:04.992, NVIDIA GeForce RTX 3090, P2, 270.00 W, 230.74 W, 72, 9662 MiB, 24576 MiB, 37 %
2026/09/07 13:10:06.992, NVIDIA GeForce RTX 3090, P2, 270.00 W, 233.06 W, 72, 9662 MiB, 24576 MiB, 26 %
2026/09/07 13:10:08.993, NVIDIA GeForce RTX 3090, P2, 270.00 W, 236.37 W, 72, 9662 MiB, 24576 MiB, 18 %
2026/09/07 13:10:10.994, NVIDIA GeForce RTX 3090, P2, 270.00 W, 229.98 W, 73, 9662 MiB, 24576 MiB, 51 %
2026/09/07 13:10:12.994, NVIDIA GeForce RTX 3090, P2, 270.00 W, 234.14 W, 73, 9662 MiB, 24576 MiB, 48 %
2026/09/07 13:10:14.995, NVIDIA GeForce RTX 3090, P2, 270.00 W, 230.38 W, 73, 9662 MiB, 24576 MiB, 61 %
2026/09/07 13:10:16.995, NVIDIA GeForce RTX 3090, P2, 270.00 W, 216.11 W, 74, 9662 MiB, 24576 MiB, 50 %
2026/09/07 13:10:18.996, NVIDIA GeForce RTX 3090, P2, 270.00 W, 225.84 W, 73, 9662 MiB, 24576 MiB, 28 %
2026/09/07 13:10:20.997, NVIDIA GeForce RTX 3090, P2, 270.00 W, 196.05 W, 72, 9662 MiB, 24576 MiB, 29 %
2026/09/07 13:10:22.998, NVIDIA GeForce RTX 3090, P2, 270.00 W, 229.18 W, 72, 9662 MiB, 24576 MiB, 36 %
2026/09/07 13:10:24.998, NVIDIA GeForce RTX 3090, P2, 270.00 W, 203.58 W, 71, 9662 MiB, 24576 MiB, 0 %
2026/09/07 13:10:26.999, NVIDIA GeForce RTX 3090, P2, 270.00 W, 234.04 W, 72, 9662 MiB, 24576 MiB, 65 %
2026/09/07 13:10:29.000, NVIDIA GeForce RTX 3090, P2, 270.00 W, 224.18 W, 71, 9662 MiB, 24576 MiB, 0 %
2026/09/07 13:10:31.000, NVIDIA GeForce RTX 3090, P2, 270.00 W, 237.60 W, 73, 9662 MiB, 24576 MiB, 36 %
2026/09/07 13:10:33.001, NVIDIA GeForce RTX 3090, P2, 270.00 W, 232.98 W, 72, 9662 MiB, 24576 MiB, 7 %
2026/09/07 13:10:35.002, NVIDIA GeForce RTX 3090, P2, 270.00 W, 242.44 W, 73, 9662 MiB, 24576 MiB, 30 %
2026/09/07 13:10:37.002, NVIDIA GeForce RTX 3090, P2, 270.00 W, 227.79 W, 72, 9662 MiB, 24576 MiB, 50 %
2026/09/07 13:10:39.003, NVIDIA GeForce RTX 3090, P2, 270.00 W, 235.54 W, 71, 9662 MiB, 24576 MiB, 11 %
2026/09/07 13:10:41.003, NVIDIA GeForce RTX 3090, P2, 270.00 W, 229.17 W, 73, 9662 MiB, 24576 MiB, 32 %
2026/09/07 13:10:43.004, NVIDIA GeForce RTX 3090, P2, 270.00 W, 239.39 W, 74, 9662 MiB, 24576 MiB, 35 %
2026/09/07 13:10:45.005, NVIDIA GeForce RTX 3090, P2, 270.00 W, 226.79 W, 73, 9662 MiB, 24576 MiB, 8 %
2026/09/07 13:10:47.005, NVIDIA GeForce RTX 3090, P2, 270.00 W, 216.66 W, 73, 9662 MiB, 24576 MiB, 33 %
2026/09/07 13:10:49.006, NVIDIA GeForce RTX 3090, P2, 270.00 W, 231.49 W, 73, 9662 MiB, 24576 MiB, 4 %
2026/09/07 13:10:51.007, NVIDIA GeForce RTX 3090, P2, 270.00 W, 225.85 W, 74, 9662 MiB, 24576 MiB, 29 %
2026/09/07 13:10:53.007, NVIDIA GeForce RTX 3090, P2, 270.00 W, 222.47 W, 73, 9662 MiB, 24576 MiB, 31 %
2026/09/07 13:10:55.008, NVIDIA GeForce RTX 3090, P2, 270.00 W, 210.53 W, 73, 9662 MiB, 24576 MiB, 0 %
2026/09/07 13:10:57.008, NVIDIA GeForce RTX 3090, P2, 270.00 W, 226.83 W, 72, 9662 MiB, 24576 MiB, 47 %
2026/09/07 13:10:59.009, NVIDIA GeForce RTX 3090, P2, 270.00 W, 201.85 W, 72, 9662 MiB, 24576 MiB, 5 %
2026/09/07 13:11:01.010, NVIDIA GeForce RTX 3090, P2, 270.00 W, 225.43 W, 72, 9662 MiB, 24576 MiB, 4 %
2026/09/07 13:11:03.010, NVIDIA GeForce RTX 3090, P2, 270.00 W, 202.73 W, 71, 9662 MiB, 24576 MiB, 0 %
2026/09/07 13:11:05.011, NVIDIA GeForce RTX 3090, P2, 270.00 W, 228.09 W, 72, 9662 MiB, 24576 MiB, 47 %
2026/09/07 13:11:07.012, NVIDIA GeForce RTX 3090, P2, 270.00 W, 206.96 W, 71, 9662 MiB, 24576 MiB, 5 %
2026/09/07 13:11:09.012, NVIDIA GeForce RTX 3090, P2, 270.00 W, 225.53 W, 72, 9662 MiB, 24576 MiB, 62 %
2026/09/07 13:11:11.013, NVIDIA GeForce RTX 3090, P2, 270.00 W, 225.40 W, 72, 9662 MiB, 24576 MiB, 2 %
2026/09/07 13:11:13.013, NVIDIA GeForce RTX 3090, P2, 270.00 W, 244.80 W, 72, 9662 MiB, 24576 MiB, 28 %
2026/09/07 13:11:15.014, NVIDIA GeForce RTX 3090, P2, 270.00 W, 228.07 W, 73, 9662 MiB, 24576 MiB, 47 %
2026/09/07 13:11:17.014, NVIDIA GeForce RTX 3090, P2, 270.00 W, 237.08 W, 74, 9662 MiB, 24576 MiB, 47 %
2026/09/07 13:11:19.015, NVIDIA GeForce RTX 3090, P2, 270.00 W, 226.38 W, 73, 9662 MiB, 24576 MiB, 59 %
2026/09/07 13:11:21.016, NVIDIA GeForce RTX 3090, P2, 270.00 W, 219.59 W, 73, 9662 MiB, 24576 MiB, 20 %
2026/09/07 13:11:23.016, NVIDIA GeForce RTX 3090, P2, 270.00 W, 225.87 W, 73, 9662 MiB, 24576 MiB, 32 %
2026/09/07 13:11:25.017, NVIDIA GeForce RTX 3090, P2, 270.00 W, 206.20 W, 73, 9662 MiB, 24576 MiB, 0 %
2026/09/07 13:11:27.018, NVIDIA GeForce RTX 3090, P2, 270.00 W, 220.49 W, 72, 9662 MiB, 24576 MiB, 52 %
2026/09/07 13:11:29.018, NVIDIA GeForce RTX 3090, P2, 270.00 W, 201.04 W, 72, 9662 MiB, 24576 MiB, 9 %
2026/09/07 13:11:31.019, NVIDIA GeForce RTX 3090, P2, 270.00 W, 225.84 W, 72, 9662 MiB, 24576 MiB, 63 %
2026/09/07 13:11:33.020, NVIDIA GeForce RTX 3090, P2, 270.00 W, 203.06 W, 71, 9662 MiB, 24576 MiB, 0 %
2026/09/07 13:11:35.020, NVIDIA GeForce RTX 3090, P2, 270.00 W, 232.76 W, 73, 9662 MiB, 24576 MiB, 38 %
2026/09/07 13:11:37.021, NVIDIA GeForce RTX 3090, P2, 270.00 W, 214.13 W, 71, 9662 MiB, 24576 MiB, 18 %
2026/09/07 13:11:39.022, NVIDIA GeForce RTX 3090, P2, 270.00 W, 229.58 W, 73, 9662 MiB, 24576 MiB, 34 %
2026/09/07 13:11:41.022, NVIDIA GeForce RTX 3090, P2, 270.00 W, 214.05 W, 71, 9662 MiB, 24576 MiB, 0 %
2026/09/07 13:11:43.023, NVIDIA GeForce RTX 3090, P2, 270.00 W, 228.97 W, 72, 9662 MiB, 24576 MiB, 47 %
2026/09/07 13:11:45.023, NVIDIA GeForce RTX 3090, P2, 270.00 W, 218.97 W, 71, 9662 MiB, 24576 MiB, 4 %
2026/09/07 13:11:47.024, NVIDIA GeForce RTX 3090, P2, 270.00 W, 234.37 W, 72, 9662 MiB, 24576 MiB, 34 %
2026/09/07 13:11:49.024, NVIDIA GeForce RTX 3090, P2, 270.00 W, 235.88 W, 73, 9662 MiB, 24576 MiB, 49 %
2026/09/07 13:11:51.025, NVIDIA GeForce RTX 3090, P2, 270.00 W, 237.60 W, 72, 9662 MiB, 24576 MiB, 11 %
2026/09/07 13:11:53.026, NVIDIA GeForce RTX 3090, P2, 270.00 W, 227.04 W, 73, 9662 MiB, 24576 MiB, 50 %
2026/09/07 13:11:55.026, NVIDIA GeForce RTX 3090, P2, 270.00 W, 231.35 W, 73, 9662 MiB, 24576 MiB, 47 %
2026/09/07 13:11:57.027, NVIDIA GeForce RTX 3090, P2, 270.00 W, 225.74 W, 73, 9662 MiB, 24576 MiB, 65 %
2026/09/07 13:11:59.027, NVIDIA GeForce RTX 3090, P2, 270.00 W, 226.26 W, 73, 9662 MiB, 24576 MiB, 63 %
2026/09/07 13:12:01.028, NVIDIA GeForce RTX 3090, P2, 270.00 W, 223.53 W, 73, 9662 MiB, 24576 MiB, 21 %
2026/09/07 13:12:03.029, NVIDIA GeForce RTX 3090, P2, 270.00 W, 177.21 W, 71, 9662 MiB, 24576 MiB, 0 %
2026/09/07 13:12:05.029, NVIDIA GeForce RTX 3090, P2, 270.00 W, 224.61 W, 71, 9662 MiB, 24576 MiB, 46 %
2026/09/07 13:12:07.030, NVIDIA GeForce RTX 3090, P2, 270.00 W, 198.50 W, 73, 9662 MiB, 24576 MiB, 9 %
2026/09/07 13:12:09.031, NVIDIA GeForce RTX 3090, P2, 270.00 W, 238.57 W, 72, 9662 MiB, 24576 MiB, 60 %
2026/09/07 13:12:11.031, NVIDIA GeForce RTX 3090, P2, 270.00 W, 200.94 W, 71, 9662 MiB, 24576 MiB, 0 %
2026/09/07 13:12:13.032, NVIDIA GeForce RTX 3090, P2, 270.00 W, 229.53 W, 72, 9662 MiB, 24576 MiB, 41 %
2026/09/07 13:12:15.032, NVIDIA GeForce RTX 3090, P2, 270.00 W, 207.31 W, 71, 9662 MiB, 24576 MiB, 5 %
2026/09/07 13:12:17.033, NVIDIA GeForce RTX 3090, P2, 270.00 W, 233.78 W, 73, 9662 MiB, 24576 MiB, 25 %
2026/09/07 13:12:19.034, NVIDIA GeForce RTX 3090, P2, 270.00 W, 222.44 W, 71, 9662 MiB, 24576 MiB, 47 %
2026/09/07 13:12:21.034, NVIDIA GeForce RTX 3090, P2, 270.00 W, 228.70 W, 72, 9662 MiB, 24576 MiB, 32 %
2026/09/07 13:12:23.035, NVIDIA GeForce RTX 3090, P2, 270.00 W, 236.69 W, 73, 9662 MiB, 24576 MiB, 47 %
2026/09/07 13:12:25.036, NVIDIA GeForce RTX 3090, P2, 270.00 W, 233.89 W, 72, 9662 MiB, 24576 MiB, 55 %
2026/09/07 13:12:27.036, NVIDIA GeForce RTX 3090, P2, 270.00 W, 234.96 W, 74, 9662 MiB, 24576 MiB, 62 %
2026/09/07 13:12:29.037, NVIDIA GeForce RTX 3090, P2, 270.00 W, 232.66 W, 73, 9662 MiB, 24576 MiB, 47 %
2026/09/07 13:12:31.037, NVIDIA GeForce RTX 3090, P2, 270.00 W, 225.23 W, 74, 9662 MiB, 24576 MiB, 30 %
2026/09/07 13:12:33.038, NVIDIA GeForce RTX 3090, P2, 270.00 W, 219.39 W, 73, 9662 MiB, 24576 MiB, 62 %
2026/09/07 13:12:35.039, NVIDIA GeForce RTX 3090, P2, 270.00 W, 219.15 W, 71, 9662 MiB, 24576 MiB, 34 %
2026/09/07 13:12:37.039, NVIDIA GeForce RTX 3090, P2, 270.00 W, 204.79 W, 72, 9662 MiB, 24576 MiB, 15 %
2026/09/07 13:12:39.040, NVIDIA GeForce RTX 3090, P2, 270.00 W, 233.61 W, 72, 9662 MiB, 24576 MiB, 8 %
2026/09/07 13:12:41.041, NVIDIA GeForce RTX 3090, P2, 270.00 W, 210.22 W, 72, 9662 MiB, 24576 MiB, 35 %
2026/09/07 13:12:43.041, NVIDIA GeForce RTX 3090, P2, 270.00 W, 187.30 W, 70, 9662 MiB, 24576 MiB, 37 %
2026/09/07 13:12:45.042, NVIDIA GeForce RTX 3090, P2, 270.00 W, 181.99 W, 69, 9662 MiB, 24576 MiB, 29 %
2026/09/07 13:12:47.043, NVIDIA GeForce RTX 3090, P2, 270.00 W, 179.69 W, 69, 9662 MiB, 24576 MiB, 28 %
2026/09/07 13:12:49.043, NVIDIA GeForce RTX 3090, P2, 270.00 W, 162.29 W, 68, 9662 MiB, 24576 MiB, 6 %
2026/09/07 13:12:51.044, NVIDIA GeForce RTX 3090, P2, 270.00 W, 183.85 W, 69, 3958 MiB, 24576 MiB, 21 %
2026/09/07 13:12:53.044, NVIDIA GeForce RTX 3090, P2, 270.00 W, 215.27 W, 72, 3958 MiB, 24576 MiB, 20 %
