2026/09/08 07:21:02.147, NVIDIA GeForce RTX 3090, P8, 270.00 W, 41.45 W, 46, 1 MiB, 24576 MiB, 0 %
2026/09/08 07:23:32.173, NVIDIA GeForce RTX 3090, P2, 270.00 W, 166.56 W, 67, 6086 MiB, 24576 MiB, 0 %
2026/09/08 07:23:42.174, NVIDIA GeForce RTX 3090, P2, 270.00 W, 176.20 W, 67, 6086 MiB, 24576 MiB, 8 %
2026/09/08 07:23:52.176, NVIDIA GeForce RTX 3090, P2, 270.00 W, 187.20 W, 68, 6086 MiB, 24576 MiB, 37 %
2026/09/08 07:24:02.177, NVIDIA GeForce RTX 3090, P2, 270.00 W, 193.77 W, 69, 6086 MiB, 24576 MiB, 32 %
2026/09/08 07:24:12.178, NVIDIA GeForce RTX 3090, P2, 270.00 W, 171.33 W, 68, 6086 MiB, 24576 MiB, 0 %
2026/09/08 07:24:22.179, NVIDIA GeForce RTX 3090, P2, 270.00 W, 185.38 W, 69, 6086 MiB, 24576 MiB, 18 %
2026/09/08 07:24:32.181, NVIDIA GeForce RTX 3090, P2, 270.00 W, 188.94 W, 69, 6086 MiB, 24576 MiB, 32 %
2026/09/08 07:24:42.182, NVIDIA GeForce RTX 3090, P2, 270.00 W, 185.95 W, 69, 6086 MiB, 24576 MiB, 25 %
2026/09/08 07:24:52.183, NVIDIA GeForce RTX 3090, P2, 270.00 W, 177.97 W, 67, 6086 MiB, 24576 MiB, 21 %
2026/09/08 07:25:02.184, NVIDIA GeForce RTX 3090, P2, 270.00 W, 186.74 W, 68, 6086 MiB, 24576 MiB, 34 %
2026/09/08 07:25:12.185, NVIDIA GeForce RTX 3090, P2, 270.00 W, 192.68 W, 69, 6086 MiB, 24576 MiB, 37 %
2026/09/08 07:25:22.187, NVIDIA GeForce RTX 3090, P2, 270.00 W, 178.33 W, 69, 6086 MiB, 24576 MiB, 38 %
2026/09/08 07:25:32.188, NVIDIA GeForce RTX 3090, P2, 270.00 W, 179.71 W, 67, 6086 MiB, 24576 MiB, 0 %
2026/09/08 07:25:42.189, NVIDIA GeForce RTX 3090, P2, 270.00 W, 191.12 W, 69, 6086 MiB, 24576 MiB, 39 %
2026/09/08 07:25:52.190, NVIDIA GeForce RTX 3090, P2, 270.00 W, 183.48 W, 69, 6086 MiB, 24576 MiB, 36 %
2026/09/08 07:26:02.192, NVIDIA GeForce RTX 3090, P2, 270.00 W, 167.02 W, 67, 6086 MiB, 24576 MiB, 0 %
2026/09/08 07:26:12.193, NVIDIA GeForce RTX 3090, P2, 270.00 W, 189.05 W, 70, 6086 MiB, 24576 MiB, 32 %
2026/09/08 07:26:22.194, NVIDIA GeForce RTX 3090, P2, 270.00 W, 194.33 W, 70, 6086 MiB, 24576 MiB, 11 %
2026/09/08 07:26:32.195, NVIDIA GeForce RTX 3090, P2, 270.00 W, 172.04 W, 69, 6086 MiB, 24576 MiB, 0 %
2026/09/08 07:26:42.196, NVIDIA GeForce RTX 3090, P2, 270.00 W, 187.34 W, 68, 6086 MiB, 24576 MiB, 4 %
2026/09/08 07:26:52.198, NVIDIA GeForce RTX 3090, P2, 270.00 W, 189.56 W, 69, 6086 MiB, 24576 MiB, 31 %
2026/09/08 07:27:02.199, NVIDIA GeForce RTX 3090, P2, 270.00 W, 192.49 W, 70, 6086 MiB, 24576 MiB, 39 %
2026/09/08 07:27:12.200, NVIDIA GeForce RTX 3090, P2, 270.00 W, 163.56 W, 68, 6086 MiB, 24576 MiB, 1 %
2026/09/08 07:27:22.201, NVIDIA GeForce RTX 3090, P2, 270.00 W, 188.40 W, 70, 6086 MiB, 24576 MiB, 36 %
2026/09/08 07:27:32.203, NVIDIA GeForce RTX 3090, P2, 270.00 W, 197.61 W, 70, 6086 MiB, 24576 MiB, 20 %
2026/09/08 07:27:42.204, NVIDIA GeForce RTX 3090, P2, 270.00 W, 164.16 W, 69, 6086 MiB, 24576 MiB, 7 %
2026/09/08 07:27:52.205, NVIDIA GeForce RTX 3090, P2, 270.00 W, 177.88 W, 68, 6086 MiB, 24576 MiB, 5 %
2026/09/08 07:28:02.207, NVIDIA GeForce RTX 3090, P2, 270.00 W, 192.64 W, 71, 6086 MiB, 24576 MiB, 39 %
2026/09/08 07:28:12.208, NVIDIA GeForce RTX 3090, P2, 270.00 W, 197.54 W, 70, 6086 MiB, 24576 MiB, 33 %
2026/09/08 07:28:22.209, NVIDIA GeForce RTX 3090, P2, 270.00 W, 176.14 W, 70, 6086 MiB, 24576 MiB, 0 %
2026/09/08 07:28:32.210, NVIDIA GeForce RTX 3090, P2, 270.00 W, 180.57 W, 68, 6086 MiB, 24576 MiB, 17 %
2026/09/08 07:28:42.212, NVIDIA GeForce RTX 3090, P2, 270.00 W, 190.62 W, 71, 6086 MiB, 24576 MiB, 33 %
2026/09/08 07:28:52.213, NVIDIA GeForce RTX 3090, P2, 270.00 W, 196.24 W, 70, 6086 MiB, 24576 MiB, 32 %
2026/09/08 07:29:02.214, NVIDIA GeForce RTX 3090, P2, 270.00 W, 183.95 W, 70, 6086 MiB, 24576 MiB, 31 %
2026/09/08 07:29:12.216, NVIDIA GeForce RTX 3090, P2, 270.00 W, 182.84 W, 68, 6086 MiB, 24576 MiB, 29 %
2026/09/08 07:29:22.217, NVIDIA GeForce RTX 3090, P2, 270.00 W, 189.65 W, 70, 6086 MiB, 24576 MiB, 32 %
2026/09/08 07:29:32.218, NVIDIA GeForce RTX 3090, P2, 270.00 W, 194.49 W, 70, 6086 MiB, 24576 MiB, 32 %
2026/09/08 07:29:42.219, NVIDIA GeForce RTX 3090, P2, 270.00 W, 194.07 W, 70, 6086 MiB, 24576 MiB, 34 %
2026/09/08 07:29:52.221, NVIDIA GeForce RTX 3090, P2, 270.00 W, 178.34 W, 70, 6086 MiB, 24576 MiB, 38 %
2026/09/08 07:30:02.222, NVIDIA GeForce RTX 3090, P2, 270.00 W, 177.25 W, 68, 6086 MiB, 24576 MiB, 7 %
2026/09/08 07:30:12.223, NVIDIA GeForce RTX 3090, P2, 270.00 W, 189.58 W, 71, 6086 MiB, 24576 MiB, 1 %
2026/09/08 07:30:22.224, NVIDIA GeForce RTX 3090, P2, 270.00 W, 196.96 W, 71, 6086 MiB, 24576 MiB, 38 %
2026/09/08 07:30:32.226, NVIDIA GeForce RTX 3090, P2, 270.00 W, 172.24 W, 70, 6086 MiB, 24576 MiB, 38 %
2026/09/08 07:30:42.227, NVIDIA GeForce RTX 3090, P2, 270.00 W, 186.05 W, 69, 6086 MiB, 24576 MiB, 32 %
2026/09/08 07:30:52.228, NVIDIA GeForce RTX 3090, P2, 270.00 W, 191.66 W, 71, 6086 MiB, 24576 MiB, 35 %
2026/09/08 07:31:02.229, NVIDIA GeForce RTX 3090, P2, 270.00 W, 198.53 W, 70, 6086 MiB, 24576 MiB, 28 %
2026/09/08 07:31:12.230, NVIDIA GeForce RTX 3090, P2, 270.00 W, 186.54 W, 70, 6086 MiB, 24576 MiB, 25 %
2026/09/08 07:31:22.232, NVIDIA GeForce RTX 3090, P2, 270.00 W, 172.50 W, 68, 6086 MiB, 24576 MiB, 3 %
2026/09/08 07:31:32.233, NVIDIA GeForce RTX 3090, P2, 270.00 W, 191.37 W, 71, 6086 MiB, 24576 MiB, 9 %
2026/09/08 07:31:42.234, NVIDIA GeForce RTX 3090, P2, 270.00 W, 196.10 W, 71, 6086 MiB, 24576 MiB, 37 %
2026/09/08 07:31:52.235, NVIDIA GeForce RTX 3090, P2, 270.00 W, 186.49 W, 70, 6086 MiB, 24576 MiB, 25 %
2026/09/08 07:32:02.237, NVIDIA GeForce RTX 3090, P2, 270.00 W, 177.51 W, 68, 6086 MiB, 24576 MiB, 7 %
2026/09/08 07:32:12.238, NVIDIA GeForce RTX 3090, P2, 270.00 W, 193.46 W, 71, 6086 MiB, 24576 MiB, 25 %
2026/09/08 07:32:22.239, NVIDIA GeForce RTX 3090, P2, 270.00 W, 197.72 W, 71, 6086 MiB, 24576 MiB, 35 %
2026/09/08 07:32:32.240, NVIDIA GeForce RTX 3090, P2, 270.00 W, 185.83 W, 70, 6086 MiB, 24576 MiB, 32 %
2026/09/08 07:32:42.241, NVIDIA GeForce RTX 3090, P2, 270.00 W, 183.64 W, 70, 6086 MiB, 24576 MiB, 36 %
2026/09/08 07:32:52.243, NVIDIA GeForce RTX 3090, P2, 270.00 W, 175.78 W, 69, 6086 MiB, 24576 MiB, 2 %
2026/09/08 07:33:02.244, NVIDIA GeForce RTX 3090, P2, 270.00 W, 173.14 W, 68, 6086 MiB, 24576 MiB, 8 %
2026/09/08 07:33:12.245, NVIDIA GeForce RTX 3090, P2, 270.00 W, 175.31 W, 70, 6086 MiB, 24576 MiB, 39 %
2026/09/08 07:33:22.246, NVIDIA GeForce RTX 3090, P2, 270.00 W, 183.95 W, 69, 6086 MiB, 24576 MiB, 32 %
2026/09/08 07:33:32.248, NVIDIA GeForce RTX 3090, P2, 270.00 W, 191.70 W, 70, 6086 MiB, 24576 MiB, 19 %
2026/09/08 07:33:42.249, NVIDIA GeForce RTX 3090, P2, 270.00 W, 197.45 W, 70, 6086 MiB, 24576 MiB, 40 %
2026/09/08 07:33:52.250, NVIDIA GeForce RTX 3090, P2, 270.00 W, 173.47 W, 70, 6086 MiB, 24576 MiB, 38 %
2026/09/08 07:34:02.251, NVIDIA GeForce RTX 3090, P2, 270.00 W, 189.26 W, 69, 6086 MiB, 24576 MiB, 39 %
2026/09/08 07:34:12.252, NVIDIA GeForce RTX 3090, P2, 270.00 W, 191.15 W, 70, 6086 MiB, 24576 MiB, 34 %
2026/09/08 07:34:22.254, NVIDIA GeForce RTX 3090, P2, 270.00 W, 197.50 W, 71, 6086 MiB, 24576 MiB, 37 %
2026/09/08 07:34:32.255, NVIDIA GeForce RTX 3090, P2, 270.00 W, 169.69 W, 70, 6086 MiB, 24576 MiB, 11 %
2026/09/08 07:34:42.256, NVIDIA GeForce RTX 3090, P2, 270.00 W, 189.95 W, 70, 6086 MiB, 24576 MiB, 39 %
2026/09/08 07:34:52.258, NVIDIA GeForce RTX 3090, P2, 270.00 W, 196.54 W, 71, 6086 MiB, 24576 MiB, 37 %
2026/09/08 07:35:02.259, NVIDIA GeForce RTX 3090, P2, 270.00 W, 174.41 W, 70, 6086 MiB, 24576 MiB, 36 %
2026/09/08 07:35:12.260, NVIDIA GeForce RTX 3090, P2, 270.00 W, 187.09 W, 69, 6086 MiB, 24576 MiB, 34 %
2026/09/08 07:35:22.261, NVIDIA GeForce RTX 3090, P2, 270.00 W, 189.93 W, 69, 6086 MiB, 24576 MiB, 0 %
2026/09/08 07:35:32.262, NVIDIA GeForce RTX 3090, P2, 270.00 W, 190.04 W, 70, 6086 MiB, 24576 MiB, 40 %
2026/09/08 07:35:42.264, NVIDIA GeForce RTX 3090, P2, 270.00 W, 191.05 W, 70, 6086 MiB, 24576 MiB, 34 %
2026/09/08 07:35:52.265, NVIDIA GeForce RTX 3090, P2, 270.00 W, 195.35 W, 71, 6086 MiB, 24576 MiB, 39 %
2026/09/08 07:36:02.266, NVIDIA GeForce RTX 3090, P2, 270.00 W, 176.45 W, 71, 6086 MiB, 24576 MiB, 40 %
2026/09/08 07:36:12.267, NVIDIA GeForce RTX 3090, P2, 270.00 W, 183.23 W, 69, 6086 MiB, 24576 MiB, 24 %
2026/09/08 07:36:22.269, NVIDIA GeForce RTX 3090, P2, 270.00 W, 192.27 W, 71, 6086 MiB, 24576 MiB, 6 %
2026/09/08 07:36:32.270, NVIDIA GeForce RTX 3090, P2, 270.00 W, 198.13 W, 71, 6086 MiB, 24576 MiB, 33 %
2026/09/08 07:36:42.271, NVIDIA GeForce RTX 3090, P2, 270.00 W, 187.66 W, 70, 6086 MiB, 24576 MiB, 22 %
2026/09/08 07:36:52.272, NVIDIA GeForce RTX 3090, P2, 270.00 W, 171.02 W, 68, 6086 MiB, 24576 MiB, 0 %
2026/09/08 07:37:02.274, NVIDIA GeForce RTX 3090, P2, 270.00 W, 186.28 W, 69, 6086 MiB, 24576 MiB, 39 %
2026/09/08 07:37:12.275, NVIDIA GeForce RTX 3090, P2, 270.00 W, 193.00 W, 70, 6086 MiB, 24576 MiB, 35 %
2026/09/08 07:37:22.276, NVIDIA GeForce RTX 3090, P2, 270.00 W, 200.36 W, 71, 6086 MiB, 24576 MiB, 34 %
2026/09/08 07:37:32.277, NVIDIA GeForce RTX 3090, P2, 270.00 W, 174.36 W, 70, 6086 MiB, 24576 MiB, 0 %
2026/09/08 07:37:42.279, NVIDIA GeForce RTX 3090, P2, 270.00 W, 183.07 W, 69, 6086 MiB, 24576 MiB, 0 %
2026/09/08 07:37:52.280, NVIDIA GeForce RTX 3090, P2, 270.00 W, 188.04 W, 70, 6086 MiB, 24576 MiB, 23 %
2026/09/08 07:38:02.281, NVIDIA GeForce RTX 3090, P2, 270.00 W, 197.61 W, 70, 6086 MiB, 24576 MiB, 22 %
2026/09/08 07:38:12.282, NVIDIA GeForce RTX 3090, P2, 270.00 W, 185.72 W, 71, 6086 MiB, 24576 MiB, 32 %
2026/09/08 07:38:22.283, NVIDIA GeForce RTX 3090, P2, 270.00 W, 183.37 W, 69, 6086 MiB, 24576 MiB, 0 %
2026/09/08 07:38:32.285, NVIDIA GeForce RTX 3090, P2, 270.00 W, 191.41 W, 70, 6086 MiB, 24576 MiB, 32 %
2026/09/08 07:38:42.286, NVIDIA GeForce RTX 3090, P2, 270.00 W, 198.44 W, 71, 6086 MiB, 24576 MiB, 33 %
2026/09/08 07:38:52.287, NVIDIA GeForce RTX 3090, P2, 270.00 W, 177.39 W, 71, 6086 MiB, 24576 MiB, 0 %
2026/09/08 07:39:02.289, NVIDIA GeForce RTX 3090, P2, 270.00 W, 186.06 W, 69, 6086 MiB, 24576 MiB, 0 %
2026/09/08 07:39:12.290, NVIDIA GeForce RTX 3090, P2, 270.00 W, 192.61 W, 71, 6086 MiB, 24576 MiB, 39 %
2026/09/08 07:39:22.292, NVIDIA GeForce RTX 3090, P2, 270.00 W, 197.40 W, 71, 6086 MiB, 24576 MiB, 38 %
2026/09/08 07:39:32.293, NVIDIA GeForce RTX 3090, P2, 270.00 W, 184.75 W, 71, 6086 MiB, 24576 MiB, 35 %
2026/09/08 07:39:42.294, NVIDIA GeForce RTX 3090, P2, 270.00 W, 183.67 W, 69, 6086 MiB, 24576 MiB, 27 %
2026/09/08 07:39:52.295, NVIDIA GeForce RTX 3090, P2, 270.00 W, 189.19 W, 71, 6086 MiB, 24576 MiB, 3 %
2026/09/08 07:40:02.297, NVIDIA GeForce RTX 3090, P2, 270.00 W, 193.62 W, 70, 6086 MiB, 24576 MiB, 32 %
2026/09/08 07:40:12.298, NVIDIA GeForce RTX 3090, P2, 270.00 W, 166.75 W, 69, 6086 MiB, 24576 MiB, 0 %
2026/09/08 07:40:22.299, NVIDIA GeForce RTX 3090, P2, 270.00 W, 192.71 W, 71, 6086 MiB, 24576 MiB, 39 %
2026/09/08 07:40:32.301, NVIDIA GeForce RTX 3090, P2, 270.00 W, 198.12 W, 71, 6086 MiB, 24576 MiB, 20 %
2026/09/08 07:40:42.302, NVIDIA GeForce RTX 3090, P2, 270.00 W, 188.13 W, 70, 6086 MiB, 24576 MiB, 14 %
2026/09/08 07:40:52.303, NVIDIA GeForce RTX 3090, P2, 270.00 W, 170.25 W, 70, 6086 MiB, 24576 MiB, 39 %
2026/09/08 07:41:02.304, NVIDIA GeForce RTX 3090, P2, 270.00 W, 183.04 W, 69, 6086 MiB, 24576 MiB, 26 %
2026/09/08 07:41:12.306, NVIDIA GeForce RTX 3090, P2, 270.00 W, 192.19 W, 71, 6086 MiB, 24576 MiB, 21 %
2026/09/08 07:41:22.307, NVIDIA GeForce RTX 3090, P2, 270.00 W, 200.73 W, 71, 6086 MiB, 24576 MiB, 39 %
2026/09/08 07:41:32.308, NVIDIA GeForce RTX 3090, P2, 270.00 W, 169.00 W, 70, 6086 MiB, 24576 MiB, 36 %
2026/09/08 07:41:42.310, NVIDIA GeForce RTX 3090, P2, 270.00 W, 190.32 W, 70, 6086 MiB, 24576 MiB, 39 %
2026/09/08 07:41:52.311, NVIDIA GeForce RTX 3090, P2, 270.00 W, 194.00 W, 71, 6086 MiB, 24576 MiB, 31 %
2026/09/08 07:42:02.312, NVIDIA GeForce RTX 3090, P2, 270.00 W, 192.65 W, 70, 6086 MiB, 24576 MiB, 31 %
2026/09/08 07:42:12.314, NVIDIA GeForce RTX 3090, P2, 270.00 W, 161.83 W, 69, 6086 MiB, 24576 MiB, 0 %
2026/09/08 07:42:22.315, NVIDIA GeForce RTX 3090, P2, 270.00 W, 188.73 W, 71, 6086 MiB, 24576 MiB, 13 %
2026/09/08 07:42:32.316, NVIDIA GeForce RTX 3090, P2, 270.00 W, 200.07 W, 71, 6086 MiB, 24576 MiB, 14 %
2026/09/08 07:42:42.318, NVIDIA GeForce RTX 3090, P2, 270.00 W, 172.42 W, 70, 6086 MiB, 24576 MiB, 0 %
2026/09/08 07:42:52.319, NVIDIA GeForce RTX 3090, P2, 270.00 W, 188.81 W, 70, 6086 MiB, 24576 MiB, 39 %
2026/09/08 07:43:02.320, NVIDIA GeForce RTX 3090, P2, 270.00 W, 193.00 W, 70, 6086 MiB, 24576 MiB, 37 %
2026/09/08 07:43:12.322, NVIDIA GeForce RTX 3090, P2, 270.00 W, 199.24 W, 71, 6086 MiB, 24576 MiB, 38 %
2026/09/08 07:43:22.323, NVIDIA GeForce RTX 3090, P2, 270.00 W, 187.59 W, 70, 6086 MiB, 24576 MiB, 29 %
2026/09/08 07:43:32.324, NVIDIA GeForce RTX 3090, P2, 270.00 W, 185.60 W, 70, 6086 MiB, 24576 MiB, 21 %
2026/09/08 07:43:42.326, NVIDIA GeForce RTX 3090, P2, 270.00 W, 172.50 W, 69, 6086 MiB, 24576 MiB, 33 %
2026/09/08 07:43:52.327, NVIDIA GeForce RTX 3090, P2, 270.00 W, 174.83 W, 69, 6086 MiB, 24576 MiB, 29 %
2026/09/08 07:44:02.328, NVIDIA GeForce RTX 3090, P2, 270.00 W, 191.73 W, 71, 6086 MiB, 24576 MiB, 15 %
2026/09/08 07:44:12.329, NVIDIA GeForce RTX 3090, P2, 270.00 W, 192.02 W, 70, 6086 MiB, 24576 MiB, 36 %
2026/09/08 07:44:22.331, NVIDIA GeForce RTX 3090, P2, 270.00 W, 172.20 W, 69, 6086 MiB, 24576 MiB, 0 %
2026/09/08 07:44:32.332, NVIDIA GeForce RTX 3090, P2, 270.00 W, 191.62 W, 71, 6086 MiB, 24576 MiB, 39 %
2026/09/08 07:44:42.333, NVIDIA GeForce RTX 3090, P2, 270.00 W, 195.10 W, 71, 6086 MiB, 24576 MiB, 31 %
2026/09/08 07:44:52.335, NVIDIA GeForce RTX 3090, P2, 270.00 W, 176.22 W, 71, 6086 MiB, 24576 MiB, 0 %
2026/09/08 07:45:02.336, NVIDIA GeForce RTX 3090, P2, 270.00 W, 189.78 W, 70, 6086 MiB, 24576 MiB, 6 %
2026/09/08 07:45:12.337, NVIDIA GeForce RTX 3090, P2, 270.00 W, 192.59 W, 70, 6086 MiB, 24576 MiB, 10 %
2026/09/08 07:45:22.338, NVIDIA GeForce RTX 3090, P2, 270.00 W, 200.76 W, 71, 6086 MiB, 24576 MiB, 24 %
2026/09/08 07:45:32.340, NVIDIA GeForce RTX 3090, P2, 270.00 W, 171.08 W, 71, 6086 MiB, 24576 MiB, 0 %
2026/09/08 07:45:42.341, NVIDIA GeForce RTX 3090, P2, 270.00 W, 191.91 W, 71, 6086 MiB, 24576 MiB, 29 %
2026/09/08 07:45:52.342, NVIDIA GeForce RTX 3090, P2, 270.00 W, 199.33 W, 71, 6086 MiB, 24576 MiB, 34 %
2026/09/08 07:46:02.344, NVIDIA GeForce RTX 3090, P2, 270.00 W, 187.22 W, 71, 6086 MiB, 24576 MiB, 32 %
2026/09/08 07:46:12.345, NVIDIA GeForce RTX 3090, P2, 270.00 W, 166.84 W, 69, 6086 MiB, 24576 MiB, 0 %
2026/09/08 07:46:22.346, NVIDIA GeForce RTX 3090, P2, 270.00 W, 191.89 W, 71, 6086 MiB, 24576 MiB, 37 %
2026/09/08 07:46:32.347, NVIDIA GeForce RTX 3090, P2, 270.00 W, 198.29 W, 71, 6086 MiB, 24576 MiB, 34 %
2026/09/08 07:46:42.349, NVIDIA GeForce RTX 3090, P2, 270.00 W, 185.57 W, 71, 6086 MiB, 24576 MiB, 34 %
2026/09/08 07:46:52.350, NVIDIA GeForce RTX 3090, P2, 270.00 W, 164.89 W, 69, 6086 MiB, 24576 MiB, 0 %
2026/09/08 07:47:02.351, NVIDIA GeForce RTX 3090, P2, 270.00 W, 187.73 W, 70, 6086 MiB, 24576 MiB, 32 %
2026/09/08 07:47:12.352, NVIDIA GeForce RTX 3090, P2, 270.00 W, 189.87 W, 71, 6086 MiB, 24576 MiB, 3 %
2026/09/08 07:47:22.354, NVIDIA GeForce RTX 3090, P2, 270.00 W, 198.20 W, 72, 6086 MiB, 24576 MiB, 31 %
2026/09/08 07:47:32.355, NVIDIA GeForce RTX 3090, P2, 270.00 W, 190.21 W, 71, 6086 MiB, 24576 MiB, 39 %
2026/09/08 07:47:42.356, NVIDIA GeForce RTX 3090, P2, 270.00 W, 162.81 W, 69, 6086 MiB, 24576 MiB, 2 %
2026/09/08 07:47:52.358, NVIDIA GeForce RTX 3090, P2, 270.00 W, 190.45 W, 70, 6086 MiB, 24576 MiB, 39 %
2026/09/08 07:48:02.359, NVIDIA GeForce RTX 3090, P2, 270.00 W, 194.00 W, 70, 6086 MiB, 24576 MiB, 5 %
2026/09/08 07:48:12.360, NVIDIA GeForce RTX 3090, P2, 270.00 W, 191.04 W, 71, 6086 MiB, 24576 MiB, 20 %
2026/09/08 07:48:22.362, NVIDIA GeForce RTX 3090, P2, 270.00 W, 164.44 W, 69, 6086 MiB, 24576 MiB, 3 %
2026/09/08 07:48:32.363, NVIDIA GeForce RTX 3090, P2, 270.00 W, 189.35 W, 70, 6086 MiB, 24576 MiB, 39 %
2026/09/08 07:48:42.364, NVIDIA GeForce RTX 3090, P2, 270.00 W, 192.44 W, 71, 6086 MiB, 24576 MiB, 32 %
2026/09/08 07:48:52.365, NVIDIA GeForce RTX 3090, P2, 270.00 W, 200.99 W, 72, 6086 MiB, 24576 MiB, 14 %
2026/09/08 07:49:02.367, NVIDIA GeForce RTX 3090, P2, 270.00 W, 187.60 W, 71, 6086 MiB, 24576 MiB, 32 %
2026/09/08 07:49:12.368, NVIDIA GeForce RTX 3090, P2, 270.00 W, 175.99 W, 69, 6086 MiB, 24576 MiB, 0 %
2026/09/08 07:49:22.369, NVIDIA GeForce RTX 3090, P2, 270.00 W, 190.06 W, 70, 6086 MiB, 24576 MiB, 38 %
2026/09/08 07:49:32.370, NVIDIA GeForce RTX 3090, P2, 270.00 W, 193.41 W, 70, 6086 MiB, 24576 MiB, 39 %
2026/09/08 07:49:42.371, NVIDIA GeForce RTX 3090, P2, 270.00 W, 187.30 W, 71, 6086 MiB, 24576 MiB, 34 %
2026/09/08 07:49:52.373, NVIDIA GeForce RTX 3090, P2, 270.00 W, 181.72 W, 69, 6086 MiB, 24576 MiB, 12 %
2026/09/08 07:50:02.374, NVIDIA GeForce RTX 3090, P2, 270.00 W, 192.10 W, 72, 6086 MiB, 24576 MiB, 37 %
2026/09/08 07:50:12.375, NVIDIA GeForce RTX 3090, P2, 270.00 W, 189.74 W, 71, 6086 MiB, 24576 MiB, 22 %
2026/09/08 07:50:22.376, NVIDIA GeForce RTX 3090, P2, 270.00 W, 171.88 W, 69, 6086 MiB, 24576 MiB, 14 %
2026/09/08 07:50:32.378, NVIDIA GeForce RTX 3090, P2, 270.00 W, 190.25 W, 70, 6086 MiB, 24576 MiB, 6 %
2026/09/08 07:50:42.379, NVIDIA GeForce RTX 3090, P2, 270.00 W, 198.65 W, 71, 6086 MiB, 24576 MiB, 32 %
2026/09/08 07:50:52.380, NVIDIA GeForce RTX 3090, P2, 270.00 W, 189.90 W, 71, 6086 MiB, 24576 MiB, 39 %
2026/09/08 07:51:02.381, NVIDIA GeForce RTX 3090, P2, 270.00 W, 173.33 W, 70, 6086 MiB, 24576 MiB, 32 %
2026/09/08 07:51:12.383, NVIDIA GeForce RTX 3090, P2, 270.00 W, 186.01 W, 69, 6086 MiB, 24576 MiB, 0 %
2026/09/08 07:51:22.384, NVIDIA GeForce RTX 3090, P2, 270.00 W, 194.48 W, 71, 6086 MiB, 24576 MiB, 39 %
2026/09/08 07:51:32.385, NVIDIA GeForce RTX 3090, P2, 270.00 W, 198.58 W, 72, 6086 MiB, 24576 MiB, 39 %
2026/09/08 07:51:42.386, NVIDIA GeForce RTX 3090, P2, 270.00 W, 182.93 W, 71, 6086 MiB, 24576 MiB, 11 %
2026/09/08 07:51:52.388, NVIDIA GeForce RTX 3090, P2, 270.00 W, 179.28 W, 69, 6086 MiB, 24576 MiB, 7 %
2026/09/08 07:52:02.389, NVIDIA GeForce RTX 3090, P2, 270.00 W, 192.76 W, 71, 6086 MiB, 24576 MiB, 39 %
2026/09/08 07:52:12.391, NVIDIA GeForce RTX 3090, P2, 270.00 W, 200.33 W, 72, 6086 MiB, 24576 MiB, 35 %
2026/09/08 07:52:22.392, NVIDIA GeForce RTX 3090, P2, 270.00 W, 175.83 W, 71, 6086 MiB, 24576 MiB, 37 %
2026/09/08 07:52:32.393, NVIDIA GeForce RTX 3090, P2, 270.00 W, 187.40 W, 70, 6086 MiB, 24576 MiB, 0 %
