2026/09/04 21:09:03.057, NVIDIA GeForce RTX 3090, P8, 270.00 W, 41.26 W, 42, 1 MiB, 24576 MiB, 0 %
2026/09/04 21:26:53.198, NVIDIA GeForce RTX 3090, P2, 270.00 W, 207.56 W, 71, 7222 MiB, 24576 MiB, 50 %
2026/09/04 21:27:03.199, NVIDIA GeForce RTX 3090, P2, 270.00 W, 221.88 W, 73, 7222 MiB, 24576 MiB, 4 %
2026/09/04 21:27:13.200, NVIDIA GeForce RTX 3090, P2, 270.00 W, 224.10 W, 72, 7222 MiB, 24576 MiB, 47 %
2026/09/04 21:27:23.202, NVIDIA GeForce RTX 3090, P2, 270.00 W, 223.22 W, 74, 7222 MiB, 24576 MiB, 0 %
2026/09/04 21:27:33.203, NVIDIA GeForce RTX 3090, P2, 270.00 W, 211.21 W, 71, 7222 MiB, 24576 MiB, 48 %
2026/09/04 21:27:43.204, NVIDIA GeForce RTX 3090, P2, 270.00 W, 222.58 W, 73, 7222 MiB, 24576 MiB, 49 %
2026/09/04 21:27:53.205, NVIDIA GeForce RTX 3090, P2, 270.00 W, 227.24 W, 73, 7222 MiB, 24576 MiB, 44 %
2026/09/04 21:28:03.207, NVIDIA GeForce RTX 3090, P2, 270.00 W, 215.69 W, 73, 7222 MiB, 24576 MiB, 43 %
2026/09/04 21:28:13.208, NVIDIA GeForce RTX 3090, P2, 270.00 W, 211.84 W, 71, 7222 MiB, 24576 MiB, 47 %
2026/09/04 21:28:23.209, NVIDIA GeForce RTX 3090, P2, 270.00 W, 222.74 W, 73, 7222 MiB, 24576 MiB, 8 %
2026/09/04 21:28:33.210, NVIDIA GeForce RTX 3090, P2, 270.00 W, 225.54 W, 71, 7222 MiB, 24576 MiB, 22 %
2026/09/04 21:28:43.212, NVIDIA GeForce RTX 3090, P2, 270.00 W, 219.27 W, 74, 7222 MiB, 24576 MiB, 0 %
2026/09/04 21:28:53.213, NVIDIA GeForce RTX 3090, P2, 270.00 W, 223.38 W, 73, 7222 MiB, 24576 MiB, 42 %
2026/09/04 21:29:03.214, NVIDIA GeForce RTX 3090, P2, 270.00 W, 222.61 W, 72, 7222 MiB, 24576 MiB, 0 %
2026/09/04 21:29:13.216, NVIDIA GeForce RTX 3090, P2, 270.00 W, 230.12 W, 73, 7222 MiB, 24576 MiB, 49 %
2026/09/04 21:29:23.217, NVIDIA GeForce RTX 3090, P2, 270.00 W, 232.68 W, 73, 7222 MiB, 24576 MiB, 33 %
2026/09/04 21:29:33.218, NVIDIA GeForce RTX 3090, P2, 270.00 W, 221.70 W, 74, 7222 MiB, 24576 MiB, 0 %
2026/09/04 21:29:43.220, NVIDIA GeForce RTX 3090, P2, 270.00 W, 205.58 W, 71, 7222 MiB, 24576 MiB, 50 %
2026/09/04 21:29:53.221, NVIDIA GeForce RTX 3090, P2, 270.00 W, 227.78 W, 73, 7222 MiB, 24576 MiB, 19 %
2026/09/04 21:30:03.222, NVIDIA GeForce RTX 3090, P2, 270.00 W, 228.57 W, 73, 7222 MiB, 24576 MiB, 48 %
2026/09/04 21:30:13.224, NVIDIA GeForce RTX 3090, P2, 270.00 W, 226.84 W, 73, 7222 MiB, 24576 MiB, 48 %
2026/09/04 21:30:23.225, NVIDIA GeForce RTX 3090, P2, 270.00 W, 214.66 W, 73, 7222 MiB, 24576 MiB, 45 %
2026/09/04 21:30:33.227, NVIDIA GeForce RTX 3090, P2, 270.00 W, 218.83 W, 72, 7222 MiB, 24576 MiB, 30 %
2026/09/04 21:30:43.228, NVIDIA GeForce RTX 3090, P2, 270.00 W, 224.10 W, 73, 7222 MiB, 24576 MiB, 46 %
2026/09/04 21:30:53.229, NVIDIA GeForce RTX 3090, P2, 270.00 W, 231.71 W, 72, 7222 MiB, 24576 MiB, 14 %
2026/09/04 21:31:03.230, NVIDIA GeForce RTX 3090, P2, 270.00 W, 215.14 W, 73, 7222 MiB, 24576 MiB, 26 %
2026/09/04 21:31:13.232, NVIDIA GeForce RTX 3090, P2, 270.00 W, 212.36 W, 72, 7222 MiB, 24576 MiB, 23 %
2026/09/04 21:31:23.233, NVIDIA GeForce RTX 3090, P2, 270.00 W, 219.14 W, 72, 7222 MiB, 24576 MiB, 31 %
2026/09/04 21:31:33.234, NVIDIA GeForce RTX 3090, P2, 270.00 W, 220.94 W, 72, 7222 MiB, 24576 MiB, 49 %
2026/09/04 21:31:43.235, NVIDIA GeForce RTX 3090, P2, 270.00 W, 219.77 W, 73, 7222 MiB, 24576 MiB, 15 %
2026/09/04 21:31:53.237, NVIDIA GeForce RTX 3090, P2, 270.00 W, 211.48 W, 72, 7222 MiB, 24576 MiB, 22 %
2026/09/04 21:32:03.238, NVIDIA GeForce RTX 3090, P2, 270.00 W, 222.17 W, 73, 7222 MiB, 24576 MiB, 4 %
2026/09/04 21:32:13.240, NVIDIA GeForce RTX 3090, P2, 270.00 W, 224.83 W, 73, 7222 MiB, 24576 MiB, 46 %
2026/09/04 21:32:23.241, NVIDIA GeForce RTX 3090, P2, 270.00 W, 223.30 W, 74, 7222 MiB, 24576 MiB, 31 %
2026/09/04 21:32:33.243, NVIDIA GeForce RTX 3090, P2, 270.00 W, 210.22 W, 73, 7222 MiB, 24576 MiB, 41 %
2026/09/04 21:32:43.244, NVIDIA GeForce RTX 3090, P2, 270.00 W, 220.02 W, 72, 7222 MiB, 24576 MiB, 29 %
2026/09/04 21:32:53.245, NVIDIA GeForce RTX 3090, P2, 270.00 W, 233.09 W, 73, 7222 MiB, 24576 MiB, 7 %
2026/09/04 21:33:03.247, NVIDIA GeForce RTX 3090, P2, 270.00 W, 228.83 W, 72, 7222 MiB, 24576 MiB, 31 %
2026/09/04 21:33:13.248, NVIDIA GeForce RTX 3090, P2, 270.00 W, 215.45 W, 72, 7222 MiB, 24576 MiB, 8 %
2026/09/04 21:33:23.250, NVIDIA GeForce RTX 3090, P2, 270.00 W, 226.46 W, 73, 7222 MiB, 24576 MiB, 4 %
2026/09/04 21:33:33.251, NVIDIA GeForce RTX 3090, P2, 270.00 W, 209.86 W, 72, 7222 MiB, 24576 MiB, 48 %
2026/09/04 21:33:43.252, NVIDIA GeForce RTX 3090, P2, 270.00 W, 223.72 W, 73, 7222 MiB, 24576 MiB, 48 %
2026/09/04 21:33:53.254, NVIDIA GeForce RTX 3090, P2, 270.00 W, 218.42 W, 71, 7222 MiB, 24576 MiB, 6 %
2026/09/04 21:34:03.255, NVIDIA GeForce RTX 3090, P2, 270.00 W, 220.27 W, 74, 7222 MiB, 24576 MiB, 21 %
2026/09/04 21:34:13.256, NVIDIA GeForce RTX 3090, P2, 270.00 W, 205.57 W, 72, 7222 MiB, 24576 MiB, 12 %
2026/09/04 21:34:23.257, NVIDIA GeForce RTX 3090, P2, 270.00 W, 223.54 W, 73, 7222 MiB, 24576 MiB, 48 %
2026/09/04 21:34:33.258, NVIDIA GeForce RTX 3090, P2, 270.00 W, 223.26 W, 72, 7222 MiB, 24576 MiB, 51 %
2026/09/04 21:34:43.260, NVIDIA GeForce RTX 3090, P2, 270.00 W, 219.97 W, 74, 7222 MiB, 24576 MiB, 0 %
2026/09/04 21:34:53.261, NVIDIA GeForce RTX 3090, P2, 270.00 W, 208.99 W, 72, 7222 MiB, 24576 MiB, 48 %
2026/09/04 21:35:03.262, NVIDIA GeForce RTX 3090, P2, 270.00 W, 224.21 W, 72, 7222 MiB, 24576 MiB, 28 %
2026/09/04 21:35:13.263, NVIDIA GeForce RTX 3090, P2, 270.00 W, 227.98 W, 73, 7222 MiB, 24576 MiB, 49 %
2026/09/04 21:35:23.265, NVIDIA GeForce RTX 3090, P2, 270.00 W, 222.32 W, 73, 7222 MiB, 24576 MiB, 47 %
2026/09/04 21:35:33.266, NVIDIA GeForce RTX 3090, P2, 270.00 W, 227.93 W, 73, 7222 MiB, 24576 MiB, 8 %
2026/09/04 21:35:43.267, NVIDIA GeForce RTX 3090, P2, 270.00 W, 215.95 W, 72, 7222 MiB, 24576 MiB, 3 %
2026/09/04 21:35:53.268, NVIDIA GeForce RTX 3090, P2, 270.00 W, 227.62 W, 73, 7222 MiB, 24576 MiB, 48 %
2026/09/04 21:36:03.269, NVIDIA GeForce RTX 3090, P2, 270.00 W, 229.91 W, 73, 7222 MiB, 24576 MiB, 50 %
2026/09/04 21:36:13.271, NVIDIA GeForce RTX 3090, P2, 270.00 W, 215.79 W, 74, 7222 MiB, 24576 MiB, 46 %
2026/09/04 21:36:23.272, NVIDIA GeForce RTX 3090, P2, 270.00 W, 216.53 W, 72, 7222 MiB, 24576 MiB, 46 %
2026/09/04 21:36:33.273, NVIDIA GeForce RTX 3090, P2, 270.00 W, 225.48 W, 73, 7222 MiB, 24576 MiB, 37 %
2026/09/04 21:36:43.275, NVIDIA GeForce RTX 3090, P2, 270.00 W, 235.27 W, 72, 7222 MiB, 24576 MiB, 30 %
2026/09/04 21:36:53.276, NVIDIA GeForce RTX 3090, P2, 270.00 W, 221.93 W, 74, 7222 MiB, 24576 MiB, 0 %
2026/09/04 21:37:03.278, NVIDIA GeForce RTX 3090, P2, 270.00 W, 210.40 W, 72, 7222 MiB, 24576 MiB, 18 %
2026/09/04 21:37:13.279, NVIDIA GeForce RTX 3090, P2, 270.00 W, 223.75 W, 72, 7222 MiB, 24576 MiB, 13 %
2026/09/04 21:37:23.281, NVIDIA GeForce RTX 3090, P2, 270.00 W, 232.90 W, 72, 7222 MiB, 24576 MiB, 27 %
2026/09/04 21:37:33.282, NVIDIA GeForce RTX 3090, P2, 270.00 W, 211.97 W, 74, 7222 MiB, 24576 MiB, 10 %
2026/09/04 21:37:43.283, NVIDIA GeForce RTX 3090, P2, 270.00 W, 217.69 W, 72, 7222 MiB, 24576 MiB, 47 %
2026/09/04 21:37:53.285, NVIDIA GeForce RTX 3090, P2, 270.00 W, 221.79 W, 72, 7222 MiB, 24576 MiB, 33 %
2026/09/04 21:38:03.286, NVIDIA GeForce RTX 3090, P2, 270.00 W, 226.78 W, 73, 7222 MiB, 24576 MiB, 11 %
2026/09/04 21:38:13.288, NVIDIA GeForce RTX 3090, P2, 270.00 W, 216.19 W, 74, 7222 MiB, 24576 MiB, 0 %
2026/09/04 21:38:23.289, NVIDIA GeForce RTX 3090, P2, 270.00 W, 224.01 W, 74, 7222 MiB, 24576 MiB, 0 %
2026/09/04 21:38:33.291, NVIDIA GeForce RTX 3090, P2, 270.00 W, 204.96 W, 72, 7222 MiB, 24576 MiB, 45 %
2026/09/04 21:38:43.292, NVIDIA GeForce RTX 3090, P2, 270.00 W, 228.50 W, 73, 7222 MiB, 24576 MiB, 48 %
2026/09/04 21:38:53.293, NVIDIA GeForce RTX 3090, P2, 270.00 W, 219.00 W, 73, 7222 MiB, 24576 MiB, 31 %
2026/09/04 21:39:03.295, NVIDIA GeForce RTX 3090, P2, 270.00 W, 224.35 W, 73, 7222 MiB, 24576 MiB, 43 %
2026/09/04 21:39:13.296, NVIDIA GeForce RTX 3090, P2, 270.00 W, 215.56 W, 73, 7222 MiB, 24576 MiB, 5 %
2026/09/04 21:39:23.297, NVIDIA GeForce RTX 3090, P2, 270.00 W, 217.83 W, 72, 7222 MiB, 24576 MiB, 36 %
2026/09/04 21:39:33.299, NVIDIA GeForce RTX 3090, P2, 270.00 W, 230.73 W, 73, 7222 MiB, 24576 MiB, 36 %
2026/09/04 21:39:43.300, NVIDIA GeForce RTX 3090, P2, 270.00 W, 219.29 W, 73, 7222 MiB, 24576 MiB, 30 %
2026/09/04 21:39:53.301, NVIDIA GeForce RTX 3090, P2, 270.00 W, 205.12 W, 71, 7222 MiB, 24576 MiB, 0 %
2026/09/04 21:40:03.302, NVIDIA GeForce RTX 3090, P2, 270.00 W, 224.82 W, 73, 7222 MiB, 24576 MiB, 12 %
2026/09/04 21:40:13.304, NVIDIA GeForce RTX 3090, P2, 270.00 W, 216.11 W, 72, 7222 MiB, 24576 MiB, 48 %
2026/09/04 21:40:23.305, NVIDIA GeForce RTX 3090, P2, 270.00 W, 202.63 W, 72, 7222 MiB, 24576 MiB, 38 %
2026/09/04 21:40:33.306, NVIDIA GeForce RTX 3090, P2, 270.00 W, 218.33 W, 72, 7222 MiB, 24576 MiB, 0 %
