2026/09/04 11:35:51.814, NVIDIA GeForce RTX 3090, 270.00 W, 168.26 W, 68, 1 MiB, 24576 MiB, 0 %
2026/09/04 11:37:05.841, NVIDIA GeForce RTX 3090, 270.00 W, 214.50 W, 72, 4704 MiB, 24576 MiB, 0 %
2026/09/04 11:37:07.842, NVIDIA GeForce RTX 3090, 270.00 W, 212.19 W, 71, 4704 MiB, 24576 MiB, 24 %
2026/09/04 11:37:09.842, NVIDIA GeForce RTX 3090, 270.00 W, 210.64 W, 71, 4704 MiB, 24576 MiB, 48 %
2026/09/04 11:37:11.843, NVIDIA GeForce RTX 3090, 270.00 W, 209.88 W, 71, 4704 MiB, 24576 MiB, 49 %
2026/09/04 11:37:13.844, NVIDIA GeForce RTX 3090, 270.00 W, 217.67 W, 71, 4704 MiB, 24576 MiB, 40 %
2026/09/04 11:37:15.844, NVIDIA GeForce RTX 3090, 270.00 W, 223.62 W, 72, 4704 MiB, 24576 MiB, 30 %
2026/09/04 11:37:17.845, NVIDIA GeForce RTX 3090, 270.00 W, 222.90 W, 74, 4704 MiB, 24576 MiB, 18 %
2026/09/04 11:37:19.846, NVIDIA GeForce RTX 3090, 270.00 W, 226.59 W, 73, 4704 MiB, 24576 MiB, 47 %
2026/09/04 11:37:21.846, NVIDIA GeForce RTX 3090, 270.00 W, 229.28 W, 72, 4704 MiB, 24576 MiB, 48 %
2026/09/04 11:37:23.847, NVIDIA GeForce RTX 3090, 270.00 W, 221.49 W, 71, 4704 MiB, 24576 MiB, 32 %
2026/09/04 11:37:25.848, NVIDIA GeForce RTX 3090, 270.00 W, 232.52 W, 72, 4704 MiB, 24576 MiB, 34 %
2026/09/04 11:37:27.848, NVIDIA GeForce RTX 3090, 270.00 W, 231.15 W, 73, 4704 MiB, 24576 MiB, 46 %
2026/09/04 11:37:29.849, NVIDIA GeForce RTX 3090, 270.00 W, 228.94 W, 73, 4704 MiB, 24576 MiB, 47 %
2026/09/04 11:37:31.850, NVIDIA GeForce RTX 3090, 270.00 W, 229.79 W, 73, 4704 MiB, 24576 MiB, 47 %
2026/09/04 11:37:33.850, NVIDIA GeForce RTX 3090, 270.00 W, 218.82 W, 71, 4704 MiB, 24576 MiB, 38 %
2026/09/04 11:37:35.851, NVIDIA GeForce RTX 3090, 270.00 W, 218.72 W, 72, 4704 MiB, 24576 MiB, 32 %
2026/09/04 11:37:37.851, NVIDIA GeForce RTX 3090, 270.00 W, 221.95 W, 73, 4704 MiB, 24576 MiB, 24 %
2026/09/04 11:37:39.852, NVIDIA GeForce RTX 3090, 270.00 W, 225.11 W, 74, 4704 MiB, 24576 MiB, 3 %
2026/09/04 11:37:41.853, NVIDIA GeForce RTX 3090, 270.00 W, 223.01 W, 74, 4704 MiB, 24576 MiB, 46 %
2026/09/04 11:37:43.853, NVIDIA GeForce RTX 3090, 270.00 W, 226.10 W, 74, 4704 MiB, 24576 MiB, 46 %
2026/09/04 11:37:45.854, NVIDIA GeForce RTX 3090, 270.00 W, 209.73 W, 72, 4704 MiB, 24576 MiB, 30 %
2026/09/04 11:37:47.855, NVIDIA GeForce RTX 3090, 270.00 W, 216.79 W, 73, 4704 MiB, 24576 MiB, 34 %
2026/09/04 11:37:49.855, NVIDIA GeForce RTX 3090, 270.00 W, 220.09 W, 72, 4704 MiB, 24576 MiB, 30 %
2026/09/04 11:37:51.856, NVIDIA GeForce RTX 3090, 270.00 W, 215.96 W, 71, 4704 MiB, 24576 MiB, 7 %
2026/09/04 11:37:53.856, NVIDIA GeForce RTX 3090, 270.00 W, 209.89 W, 71, 4704 MiB, 24576 MiB, 0 %
2026/09/04 11:37:55.857, NVIDIA GeForce RTX 3090, 270.00 W, 229.82 W, 72, 4704 MiB, 24576 MiB, 4 %
2026/09/04 11:37:57.858, NVIDIA GeForce RTX 3090, 270.00 W, 219.26 W, 72, 4704 MiB, 24576 MiB, 21 %
2026/09/04 11:37:59.858, NVIDIA GeForce RTX 3090, 270.00 W, 224.45 W, 72, 4704 MiB, 24576 MiB, 34 %
2026/09/04 11:38:01.859, NVIDIA GeForce RTX 3090, 270.00 W, 221.46 W, 73, 4704 MiB, 24576 MiB, 33 %
2026/09/04 11:38:03.860, NVIDIA GeForce RTX 3090, 270.00 W, 223.35 W, 72, 4704 MiB, 24576 MiB, 49 %
2026/09/04 11:38:05.860, NVIDIA GeForce RTX 3090, 270.00 W, 234.69 W, 73, 4704 MiB, 24576 MiB, 48 %
2026/09/04 11:38:07.861, NVIDIA GeForce RTX 3090, 270.00 W, 218.04 W, 72, 4704 MiB, 24576 MiB, 50 %
2026/09/04 11:38:09.861, NVIDIA GeForce RTX 3090, 270.00 W, 226.05 W, 72, 4704 MiB, 24576 MiB, 38 %
2026/09/04 11:38:11.862, NVIDIA GeForce RTX 3090, 270.00 W, 231.09 W, 72, 4704 MiB, 24576 MiB, 30 %
2026/09/04 11:38:13.862, NVIDIA GeForce RTX 3090, 270.00 W, 235.49 W, 73, 4704 MiB, 24576 MiB, 34 %
2026/09/04 11:38:15.863, NVIDIA GeForce RTX 3090, 270.00 W, 222.62 W, 72, 4704 MiB, 24576 MiB, 46 %
2026/09/04 11:38:17.863, NVIDIA GeForce RTX 3090, 270.00 W, 219.57 W, 72, 4704 MiB, 24576 MiB, 47 %
2026/09/04 11:38:19.864, NVIDIA GeForce RTX 3090, 270.00 W, 226.23 W, 73, 4704 MiB, 24576 MiB, 45 %
2026/09/04 11:38:21.864, NVIDIA GeForce RTX 3090, 270.00 W, 221.88 W, 73, 4704 MiB, 24576 MiB, 30 %
2026/09/04 11:38:23.865, NVIDIA GeForce RTX 3090, 270.00 W, 221.82 W, 73, 4704 MiB, 24576 MiB, 20 %
2026/09/04 11:38:25.866, NVIDIA GeForce RTX 3090, 270.00 W, 220.77 W, 73, 4704 MiB, 24576 MiB, 39 %
2026/09/04 11:38:27.866, NVIDIA GeForce RTX 3090, 270.00 W, 218.18 W, 74, 4704 MiB, 24576 MiB, 47 %
2026/09/04 11:38:29.867, NVIDIA GeForce RTX 3090, 270.00 W, 213.79 W, 72, 4704 MiB, 24576 MiB, 30 %
2026/09/04 11:38:31.867, NVIDIA GeForce RTX 3090, 270.00 W, 214.33 W, 72, 4704 MiB, 24576 MiB, 11 %
2026/09/04 11:38:33.868, NVIDIA GeForce RTX 3090, 270.00 W, 216.54 W, 71, 4704 MiB, 24576 MiB, 3 %
2026/09/04 11:38:35.869, NVIDIA GeForce RTX 3090, 270.00 W, 212.37 W, 71, 4704 MiB, 24576 MiB, 0 %
2026/09/04 11:38:37.869, NVIDIA GeForce RTX 3090, 270.00 W, 210.86 W, 71, 4704 MiB, 24576 MiB, 0 %
2026/09/04 11:38:39.870, NVIDIA GeForce RTX 3090, 270.00 W, 211.53 W, 71, 4704 MiB, 24576 MiB, 0 %
2026/09/04 11:38:41.870, NVIDIA GeForce RTX 3090, 270.00 W, 217.24 W, 71, 4704 MiB, 24576 MiB, 38 %
2026/09/04 11:38:43.871, NVIDIA GeForce RTX 3090, 270.00 W, 220.41 W, 73, 4704 MiB, 24576 MiB, 10 %
2026/09/04 11:38:45.871, NVIDIA GeForce RTX 3090, 270.00 W, 223.97 W, 73, 4704 MiB, 24576 MiB, 45 %
2026/09/04 11:38:47.872, NVIDIA GeForce RTX 3090, 270.00 W, 227.61 W, 72, 4704 MiB, 24576 MiB, 48 %
2026/09/04 11:38:49.872, NVIDIA GeForce RTX 3090, 270.00 W, 221.01 W, 73, 4704 MiB, 24576 MiB, 48 %
2026/09/04 11:38:51.873, NVIDIA GeForce RTX 3090, 270.00 W, 231.52 W, 72, 4704 MiB, 24576 MiB, 34 %
2026/09/04 11:38:53.873, NVIDIA GeForce RTX 3090, 270.00 W, 233.80 W, 72, 4704 MiB, 24576 MiB, 17 %
2026/09/04 11:38:55.874, NVIDIA GeForce RTX 3090, 270.00 W, 222.03 W, 72, 4704 MiB, 24576 MiB, 49 %
2026/09/04 11:38:57.875, NVIDIA GeForce RTX 3090, 270.00 W, 218.55 W, 74, 4704 MiB, 24576 MiB, 48 %
2026/09/04 11:38:59.876, NVIDIA GeForce RTX 3090, 270.00 W, 218.09 W, 71, 4704 MiB, 24576 MiB, 30 %
2026/09/04 11:39:01.876, NVIDIA GeForce RTX 3090, 270.00 W, 222.52 W, 73, 4704 MiB, 24576 MiB, 30 %
2026/09/04 11:39:03.877, NVIDIA GeForce RTX 3090, 270.00 W, 220.73 W, 73, 4704 MiB, 24576 MiB, 30 %
2026/09/04 11:39:05.877, NVIDIA GeForce RTX 3090, 270.00 W, 222.58 W, 73, 4704 MiB, 24576 MiB, 19 %
2026/09/04 11:39:07.878, NVIDIA GeForce RTX 3090, 270.00 W, 220.41 W, 74, 4704 MiB, 24576 MiB, 47 %
2026/09/04 11:39:09.878, NVIDIA GeForce RTX 3090, 270.00 W, 225.43 W, 74, 4704 MiB, 24576 MiB, 46 %
2026/09/04 11:39:11.879, NVIDIA GeForce RTX 3090, 270.00 W, 212.52 W, 72, 4704 MiB, 24576 MiB, 30 %
2026/09/04 11:39:13.880, NVIDIA GeForce RTX 3090, 270.00 W, 214.61 W, 72, 4704 MiB, 24576 MiB, 8 %
2026/09/04 11:39:15.880, NVIDIA GeForce RTX 3090, 270.00 W, 207.52 W, 71, 4704 MiB, 24576 MiB, 0 %
2026/09/04 11:39:17.881, NVIDIA GeForce RTX 3090, 270.00 W, 209.78 W, 71, 4704 MiB, 24576 MiB, 0 %
2026/09/04 11:39:19.882, NVIDIA GeForce RTX 3090, 270.00 W, 221.08 W, 72, 4704 MiB, 24576 MiB, 5 %
2026/09/04 11:39:21.883, NVIDIA GeForce RTX 3090, 270.00 W, 220.71 W, 72, 4704 MiB, 24576 MiB, 3 %
2026/09/04 11:39:23.884, NVIDIA GeForce RTX 3090, 270.00 W, 220.39 W, 74, 4704 MiB, 24576 MiB, 28 %
2026/09/04 11:39:25.885, NVIDIA GeForce RTX 3090, 270.00 W, 240.49 W, 74, 4704 MiB, 24576 MiB, 55 %
2026/09/04 11:39:27.885, NVIDIA GeForce RTX 3090, 270.00 W, 219.83 W, 72, 4704 MiB, 24576 MiB, 30 %
2026/09/04 11:39:29.886, NVIDIA GeForce RTX 3090, 270.00 W, 164.29 W, 69, 4704 MiB, 24576 MiB, 1 %
2026/09/04 11:39:31.886, NVIDIA GeForce RTX 3090, 270.00 W, 178.49 W, 69, 4704 MiB, 24576 MiB, 22 %
2026/09/04 11:39:33.887, NVIDIA GeForce RTX 3090, 270.00 W, 224.75 W, 73, 4704 MiB, 24576 MiB, 6 %
2026/09/04 11:39:35.887, NVIDIA GeForce RTX 3090, 270.00 W, 226.44 W, 73, 4704 MiB, 24576 MiB, 20 %
2026/09/04 11:39:37.888, NVIDIA GeForce RTX 3090, 270.00 W, 220.97 W, 74, 4704 MiB, 24576 MiB, 12 %
2026/09/04 11:39:39.889, NVIDIA GeForce RTX 3090, 270.00 W, 222.36 W, 74, 4704 MiB, 24576 MiB, 0 %
2026/09/04 11:39:41.889, NVIDIA GeForce RTX 3090, 270.00 W, 218.35 W, 73, 4704 MiB, 24576 MiB, 42 %
2026/09/04 11:39:43.890, NVIDIA GeForce RTX 3090, 270.00 W, 221.61 W, 72, 4704 MiB, 24576 MiB, 28 %
2026/09/04 11:39:45.890, NVIDIA GeForce RTX 3090, 270.00 W, 217.95 W, 73, 4704 MiB, 24576 MiB, 41 %
2026/09/04 11:39:47.891, NVIDIA GeForce RTX 3090, 270.00 W, 214.41 W, 72, 4704 MiB, 24576 MiB, 16 %
2026/09/04 11:39:49.892, NVIDIA GeForce RTX 3090, 270.00 W, 209.35 W, 71, 4704 MiB, 24576 MiB, 10 %
2026/09/04 11:39:51.892, NVIDIA GeForce RTX 3090, 270.00 W, 209.04 W, 71, 4704 MiB, 24576 MiB, 0 %
2026/09/04 11:39:53.893, NVIDIA GeForce RTX 3090, 270.00 W, 215.00 W, 71, 4704 MiB, 24576 MiB, 0 %
2026/09/04 11:39:55.893, NVIDIA GeForce RTX 3090, 270.00 W, 224.08 W, 71, 4704 MiB, 24576 MiB, 4 %
2026/09/04 11:39:57.894, NVIDIA GeForce RTX 3090, 270.00 W, 222.31 W, 72, 4704 MiB, 24576 MiB, 5 %
2026/09/04 11:39:59.894, NVIDIA GeForce RTX 3090, 270.00 W, 226.14 W, 73, 4704 MiB, 24576 MiB, 45 %
2026/09/04 11:40:01.895, NVIDIA GeForce RTX 3090, 270.00 W, 227.48 W, 74, 4704 MiB, 24576 MiB, 46 %
2026/09/04 11:40:03.896, NVIDIA GeForce RTX 3090, 270.00 W, 230.25 W, 73, 4704 MiB, 24576 MiB, 31 %
2026/09/04 11:40:05.896, NVIDIA GeForce RTX 3090, 270.00 W, 231.74 W, 72, 4704 MiB, 24576 MiB, 13 %
2026/09/04 11:40:07.897, NVIDIA GeForce RTX 3090, 270.00 W, 230.04 W, 71, 4704 MiB, 24576 MiB, 11 %
2026/09/04 11:40:09.897, NVIDIA GeForce RTX 3090, 270.00 W, 235.34 W, 73, 4704 MiB, 24576 MiB, 48 %
2026/09/04 11:40:11.898, NVIDIA GeForce RTX 3090, 270.00 W, 222.37 W, 72, 4704 MiB, 24576 MiB, 48 %
2026/09/04 11:40:13.899, NVIDIA GeForce RTX 3090, 270.00 W, 225.06 W, 73, 4704 MiB, 24576 MiB, 44 %
2026/09/04 11:40:15.899, NVIDIA GeForce RTX 3090, 270.00 W, 225.46 W, 74, 4704 MiB, 24576 MiB, 34 %
2026/09/04 11:40:17.900, NVIDIA GeForce RTX 3090, 270.00 W, 221.18 W, 73, 4704 MiB, 24576 MiB, 30 %
2026/09/04 11:40:19.901, NVIDIA GeForce RTX 3090, 270.00 W, 207.50 W, 74, 4704 MiB, 24576 MiB, 35 %
2026/09/04 11:40:21.902, NVIDIA GeForce RTX 3090, 270.00 W, 220.55 W, 74, 4704 MiB, 24576 MiB, 0 %
2026/09/04 11:40:23.902, NVIDIA GeForce RTX 3090, 270.00 W, 227.34 W, 74, 4704 MiB, 24576 MiB, 0 %
2026/09/04 11:40:25.903, NVIDIA GeForce RTX 3090, 270.00 W, 216.46 W, 73, 4704 MiB, 24576 MiB, 6 %
2026/09/04 11:40:27.904, NVIDIA GeForce RTX 3090, 270.00 W, 220.36 W, 72, 4704 MiB, 24576 MiB, 9 %
2026/09/04 11:40:29.905, NVIDIA GeForce RTX 3090, 270.00 W, 203.40 W, 71, 4704 MiB, 24576 MiB, 38 %
2026/09/04 11:40:31.905, NVIDIA GeForce RTX 3090, 270.00 W, 212.70 W, 71, 4704 MiB, 24576 MiB, 48 %
2026/09/04 11:40:33.906, NVIDIA GeForce RTX 3090, 270.00 W, 216.07 W, 71, 4704 MiB, 24576 MiB, 46 %
2026/09/04 11:40:35.906, NVIDIA GeForce RTX 3090, 270.00 W, 221.07 W, 72, 4704 MiB, 24576 MiB, 9 %
2026/09/04 11:40:37.907, NVIDIA GeForce RTX 3090, 270.00 W, 225.94 W, 74, 4704 MiB, 24576 MiB, 46 %
2026/09/04 11:40:39.908, NVIDIA GeForce RTX 3090, 270.00 W, 227.82 W, 73, 4704 MiB, 24576 MiB, 48 %
2026/09/04 11:40:41.908, NVIDIA GeForce RTX 3090, 270.00 W, 224.43 W, 73, 4704 MiB, 24576 MiB, 30 %
2026/09/04 11:40:43.909, NVIDIA GeForce RTX 3090, 270.00 W, 223.63 W, 72, 4704 MiB, 24576 MiB, 8 %
2026/09/04 11:40:45.909, NVIDIA GeForce RTX 3090, 270.00 W, 231.37 W, 74, 4704 MiB, 24576 MiB, 46 %
2026/09/04 11:40:47.910, NVIDIA GeForce RTX 3090, 270.00 W, 220.10 W, 74, 4704 MiB, 24576 MiB, 46 %
2026/09/04 11:40:49.910, NVIDIA GeForce RTX 3090, 270.00 W, 226.43 W, 73, 4704 MiB, 24576 MiB, 48 %
2026/09/04 11:40:51.911, NVIDIA GeForce RTX 3090, 270.00 W, 230.95 W, 73, 4704 MiB, 24576 MiB, 46 %
2026/09/04 11:40:53.912, NVIDIA GeForce RTX 3090, 270.00 W, 223.89 W, 73, 4704 MiB, 24576 MiB, 25 %
2026/09/04 11:40:55.912, NVIDIA GeForce RTX 3090, 270.00 W, 216.99 W, 74, 4704 MiB, 24576 MiB, 46 %
2026/09/04 11:40:57.913, NVIDIA GeForce RTX 3090, 270.00 W, 218.02 W, 73, 4704 MiB, 24576 MiB, 44 %
2026/09/04 11:40:59.913, NVIDIA GeForce RTX 3090, 270.00 W, 231.05 W, 72, 4704 MiB, 24576 MiB, 30 %
2026/09/04 11:41:01.914, NVIDIA GeForce RTX 3090, 270.00 W, 211.86 W, 71, 4704 MiB, 24576 MiB, 17 %
2026/09/04 11:41:03.914, NVIDIA GeForce RTX 3090, 270.00 W, 217.66 W, 71, 4704 MiB, 24576 MiB, 48 %
2026/09/04 11:41:05.915, NVIDIA GeForce RTX 3090, 270.00 W, 213.85 W, 71, 4704 MiB, 24576 MiB, 47 %
2026/09/04 11:41:07.916, NVIDIA GeForce RTX 3090, 270.00 W, 219.00 W, 72, 4704 MiB, 24576 MiB, 47 %
2026/09/04 11:41:09.917, NVIDIA GeForce RTX 3090, 270.00 W, 210.84 W, 71, 4704 MiB, 24576 MiB, 49 %
2026/09/04 11:41:11.917, NVIDIA GeForce RTX 3090, 270.00 W, 218.59 W, 72, 4704 MiB, 24576 MiB, 37 %
2026/09/04 11:41:13.918, NVIDIA GeForce RTX 3090, 270.00 W, 223.44 W, 74, 4704 MiB, 24576 MiB, 18 %
2026/09/04 11:41:15.918, NVIDIA GeForce RTX 3090, 270.00 W, 221.53 W, 73, 4704 MiB, 24576 MiB, 17 %
2026/09/04 11:41:17.919, NVIDIA GeForce RTX 3090, 270.00 W, 229.23 W, 73, 4704 MiB, 24576 MiB, 48 %
2026/09/04 11:41:19.920, NVIDIA GeForce RTX 3090, 270.00 W, 221.58 W, 72, 4704 MiB, 24576 MiB, 48 %
2026/09/04 11:41:21.920, NVIDIA GeForce RTX 3090, 270.00 W, 232.02 W, 72, 4704 MiB, 24576 MiB, 43 %
2026/09/04 11:41:23.921, NVIDIA GeForce RTX 3090, 270.00 W, 216.41 W, 72, 5206 MiB, 24576 MiB, 42 %
2026/09/04 11:41:25.921, NVIDIA GeForce RTX 3090, 270.00 W, 215.69 W, 72, 5206 MiB, 24576 MiB, 30 %
2026/09/04 11:41:27.922, NVIDIA GeForce RTX 3090, 270.00 W, 228.46 W, 72, 5206 MiB, 24576 MiB, 11 %
2026/09/04 11:41:29.922, NVIDIA GeForce RTX 3090, 270.00 W, 230.10 W, 73, 5206 MiB, 24576 MiB, 13 %
2026/09/04 11:41:31.923, NVIDIA GeForce RTX 3090, 270.00 W, 230.51 W, 74, 5206 MiB, 24576 MiB, 46 %
2026/09/04 11:41:33.924, NVIDIA GeForce RTX 3090, 270.00 W, 222.23 W, 72, 5206 MiB, 24576 MiB, 49 %
2026/09/04 11:41:35.924, NVIDIA GeForce RTX 3090, 270.00 W, 230.14 W, 72, 5206 MiB, 24576 MiB, 48 %
2026/09/04 11:41:37.925, NVIDIA GeForce RTX 3090, 270.00 W, 232.83 W, 72, 5206 MiB, 24576 MiB, 43 %
2026/09/04 11:41:39.926, NVIDIA GeForce RTX 3090, 270.00 W, 232.05 W, 72, 5206 MiB, 24576 MiB, 24 %
2026/09/04 11:41:41.926, NVIDIA GeForce RTX 3090, 270.00 W, 220.31 W, 70, 5206 MiB, 24576 MiB, 24 %
2026/09/04 11:41:43.927, NVIDIA GeForce RTX 3090, 270.00 W, 231.40 W, 73, 5206 MiB, 24576 MiB, 26 %
2026/09/04 11:41:45.927, NVIDIA GeForce RTX 3090, 270.00 W, 225.73 W, 72, 5206 MiB, 24576 MiB, 47 %
2026/09/04 11:41:47.928, NVIDIA GeForce RTX 3090, 270.00 W, 224.90 W, 73, 5206 MiB, 24576 MiB, 42 %
2026/09/04 11:41:49.929, NVIDIA GeForce RTX 3090, 270.00 W, 220.66 W, 73, 5206 MiB, 24576 MiB, 30 %
2026/09/04 11:41:51.929, NVIDIA GeForce RTX 3090, 270.00 W, 219.35 W, 73, 5206 MiB, 24576 MiB, 17 %
2026/09/04 11:41:53.930, NVIDIA GeForce RTX 3090, 270.00 W, 221.78 W, 74, 5206 MiB, 24576 MiB, 0 %
2026/09/04 11:41:55.931, NVIDIA GeForce RTX 3090, 270.00 W, 223.05 W, 74, 5206 MiB, 24576 MiB, 0 %
2026/09/04 11:41:57.931, NVIDIA GeForce RTX 3090, 270.00 W, 226.01 W, 73, 5206 MiB, 24576 MiB, 5 %
2026/09/04 11:41:59.932, NVIDIA GeForce RTX 3090, 270.00 W, 223.52 W, 72, 5206 MiB, 24576 MiB, 5 %
2026/09/04 11:42:01.933, NVIDIA GeForce RTX 3090, 270.00 W, 209.56 W, 71, 5206 MiB, 24576 MiB, 47 %
2026/09/04 11:42:03.933, NVIDIA GeForce RTX 3090, 270.00 W, 210.97 W, 71, 5206 MiB, 24576 MiB, 48 %
2026/09/04 11:42:05.934, NVIDIA GeForce RTX 3090, 270.00 W, 222.49 W, 72, 5206 MiB, 24576 MiB, 9 %
2026/09/04 11:42:07.935, NVIDIA GeForce RTX 3090, 270.00 W, 218.49 W, 72, 5206 MiB, 24576 MiB, 7 %
2026/09/04 11:42:09.935, NVIDIA GeForce RTX 3090, 270.00 W, 226.20 W, 73, 5206 MiB, 24576 MiB, 5 %
2026/09/04 11:42:11.936, NVIDIA GeForce RTX 3090, 270.00 W, 223.68 W, 73, 5206 MiB, 24576 MiB, 30 %
2026/09/04 11:42:13.936, NVIDIA GeForce RTX 3090, 270.00 W, 226.27 W, 73, 5206 MiB, 24576 MiB, 35 %
2026/09/04 11:42:15.937, NVIDIA GeForce RTX 3090, 270.00 W, 225.38 W, 73, 5206 MiB, 24576 MiB, 48 %
2026/09/04 11:42:17.938, NVIDIA GeForce RTX 3090, 270.00 W, 225.66 W, 72, 5206 MiB, 24576 MiB, 50 %
2026/09/04 11:42:19.938, NVIDIA GeForce RTX 3090, 270.00 W, 228.38 W, 72, 5206 MiB, 24576 MiB, 5 %
2026/09/04 11:42:21.939, NVIDIA GeForce RTX 3090, 270.00 W, 232.56 W, 74, 5206 MiB, 24576 MiB, 47 %
2026/09/04 11:42:23.940, NVIDIA GeForce RTX 3090, 270.00 W, 221.60 W, 72, 5206 MiB, 24576 MiB, 50 %
2026/09/04 11:42:25.940, NVIDIA GeForce RTX 3090, 270.00 W, 215.46 W, 71, 5206 MiB, 24576 MiB, 42 %
2026/09/04 11:42:27.941, NVIDIA GeForce RTX 3090, 270.00 W, 220.17 W, 73, 5206 MiB, 24576 MiB, 22 %
